Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Unt Bio Delhaize,743,0,82,0.8,0,1 pachet = 250 g
Unt clar organic ghee Pukka,889,0.1,99,0.1,0,
Unt Cocos,564,6,55,21,15,1 lingura = 13 g
Unt cu continut redus de grasime 60% Proxi,546,1,60,0.5,0,1 pachet = 200 g
Unt de arahide crocant Peo's,649,23,53,21,0,1 borcan = 340 g
Unt de arahide Pure Superfoods,639,27,53,10,7,1 cutie = 500 g
Unt de cacao Sunlit,879,0,99.8,0,0,1 borcan = 100 g
Unt de ciocolata 62% JLC,635,0.5,62,18.8,0,1 cutie = 200 g
Unt de cocos Kokosol,564,6,55,21,15,1 borcan = 185 g
Unt de masa 65% Albalact,587,0.2,65,0.4,0,
Unt de masa 65% B 365,592,0.8,65,0.9,0,1 pachet = 200 g
Unt de masa 65% Lacto Food,585,0.5,65,0.3,0,1 pachet = 200 g
Unt de masa 65% Winny,585,0.5,65,0.3,0,
Unt de masa B 65% Bucovina,520,1.3,65,0.8,0,1 pachet = 200 g
Unt de masa B 65% Lacto Food,591.8,0.8,65,0.9,0,
Unt de masa B 65% Sim,587,0.5,65,0,0,
Unt de migdale decojite Jean Herve,648,19.5,57,13,13,1 borcan = 350 g
Unt de migdale MP MAX ,627,25.3,55.5,6.5,11.7,1 cutie = 1 kg
Unt ecologic 80%  La Dorna,733,0.8,80,2.5,0,
Unt fara sare Hacendado,746,0.5,82,1.5,0,
Unt Josi,543,0.5,60,0,0,1 pachet = 200 g
Unt light 40% Heritage,374,0.3,40,0.1,0,1 cutie = 250 g
Unt light President,401,1.7,40,8.5,0,
Unt Lurpark,728,1,80,1,0,
Unt nesarat 60% Del,546,0.4,60.4,0.2,0,
Unt nesarat Kerrygold,748,0.7,82.5,0.7,0,
Unt organic de migdale crude Artisana,584,21.8,50,18.7,12.5,1 lingurita = 16 g
Unt premium natural 82% Koliba,760,0,82,0,0,1 pachet = 200 g
Unt sarat Kerrygold,725,0.7,80,0.6,0,
Unt tartinabil Millhof,540,0.2,60,0.2,0,1 paghet = 100 g
Untura de gasca,921,0.5,99,0,0,
