Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Ciocolata cu crema de alune Poiana,555,5.6,34.5,52,2.1,3 bucatele = 18 g
Ciocolata cu crema de banane Casali,380,2,11,69,0,1 buc = 12 g
Ciocolata cu crema de cafea Kandia,560,5.8,34.5,56.6,5.9,
Ciocolata cu crema de capsuni Casali,380,2,12,68,0,1 buc = 9 g
Ciocolata cu crema de capsuni Kiss,450,4.7,18,67,0.9,1 ciocolata = 26 g
Ciocolata cu crema de capsuni si sampanie Anthon Berg,450,7,23,50,0,1 buc = 27.5 g
Ciocolata cu crema de fistic Desir de Pistaches  Emoti,546,5,33,55,0,1 bucata = 7 g
Ciocolata cu crema de iaurt si mango Schogetten,549,6.7,34,54,0,1 patratel = 5.5 g
Ciocolata cu extra cacao 60% Selex,557,7.7,36.6,45,8.4,1 ciocolata = 200 g
Ciocolata cu fructoza cu gust de arahide Diabette,577,8.1,41.7,42,3,1 tableta = 13 g
Ciocolata cu fulgi de porumb Ritter Sport,525,6,29,59,2.4,
Ciocolata cu lapte Africana,520,3.7,28,62.5,2.6,1 buc = 90 g
Ciocolata cu lapte Balin,524.8,5.7,29.9,58.3,2.6,
Ciocolata cu lapte cu umplutura cu gust de trufe Katy,571,6.1,37,51.6,0,1 buc = 100 g
Ciocolata cu lapte Favorina,553,6.5,32.9,56.2,0,
Ciocolata cu lapte Intense Chocolate & Milk Kandia,565,6.7,33.6,57,3.9,1 tableta = 80g
Ciocolata cu lapte Laura,525,4,29.5,60.1,0.9,
Ciocolata cu lapte Milky Way,454,3.8,17,71.6,0,
Ciocolata cu lapte Primola,537.7,11.8,30.3,52.4,0,
Ciocolata cu lapte Schogetten,535,5.9,31,57,0,2 buc = 11 g
Ciocolata cu lapte si alune de padure intregi Primola Supreme,545.7,18,36.1,37.2,0,"1 patratel = 8,33 g"
Ciocolata cu lapte si alune fara zaharuri adaugate Monteoro,509.9,8.7,37.9,47.1,2.3,1 bucata = 90 g
Ciocolata cu lapte si alune intens Kandia,576.7,7.6,36.5,52.7,3.5,1 buc =  80 g
Ciocolata cu lapte si alune intregi Milka,560,8.4,36,49,2,
Ciocolata cu lapte si crema de caise Laura,495,2.6,22.4,69.5,0,
Ciocolata cu lapte si umplutura de lapte Schogetten,565,4.7,36.7,53.3,0,1 buc = 100 g
Ciocolata cu lapte si umplutura praline 365,529,7,30.9,56,0,
Ciocolata cu lapte Torras,473,6,34,54,1,1 ciocolata = 75 g
Ciocolata cu lapte umpluta cu crema de lapte Schoko Milch Riegel,567,7.6,36.4,51.8,0.9,1 tableta= 18 g
Ciocolata cu lapte umpluta cu spuma de ciocolata Auchan,556,6.9,36,51,2.8,
"Ciocolata cu lapte, alune si stafide Derby",493,6.1,26.3,54.3,0,1 buc = 100 g
Ciocolata cu martipan Ritter Sport,484,6,27,53,5,1 buc = 100 g
Ciocolata cu menta After Eight,418,2.1,12.2,74.6,0,1 buc = 10 g
Ciocolata cu menta Choceur,468,4,22,63,0,1 patratel =  8.5 g
Ciocolata cu menta Ritter Sport ,488,3,27,59,3.7,1 buc = 100 g
Ciocolata cu migdale intregi Noir Amandes Kaufland,556,10.9,38,38,0.5,1 patratica = 20 g
Ciocolata cu mousse Milka,562,6.6,37,48.5,4.3,1 bucata=100g
Ciocolata cu portocale Casino,502,8.7,35,38,12,1 cutie = 100 g
Ciocolata cu praline Ritter Sport ,544,7,34,52,3.3,1 buc = 100 g
Ciocolata cu rom Poiana,490,4.1,24.5,61,2.2,1 buc mica =  29 g
Ciocolata cu sare Fleur de sel Lindt,527,6.2,32,50,0,1 patratica = 10g
Ciocolata cu stafide Poiana,505,5.3,27.2,59,2.7,"1 patratel = 6,6 g"
Ciocolata cu stafide si alune Ritter Sport ,501,6,29,54,3.1,1 buc = 100 g
Ciocolata cu truffe Casino,560,5,40,45,7,1 cutie = 150 g
Ciocolata dark cranberries Torras,457,6,32,48,10,
Ciocolata dark fara zahar Valor,446,6.1,32.8,50.8,7.7,
Ciocolata de casa cu alune Batonul Copilariei,445,5.3,15.8,70.3,0,1 baton = 100 g
Ciocolata de post cu crema de cafea Romana,507,4,22,65,0,1 tableta = 50 g
"Ciocolata dietetica fara zahar, cu capsuni Erdbeer Joghurt Frankonia ",560,10,37,46,1.5,
Ciocolata dietetica Milka Diet cu Lapte din Alpi,554,6.7,43,31,0,1 patratel = 5 g
Ciocolata dietetica Ron-Trufa,517,8,32,48,4,
Ciocolata Eclats de Feves 72% Carrefour,575,8.4,43,33,11,1 buc = 100 g
Ciocolata elvetiana Alprose,518,6.7,27.1,60.3,0,1 patratel = 7.5 g
Ciocolata Excellence Chilli Lindt,505,5.4,32,49,0,1 cutie = 100 g
Ciocolata extra dark 85% Frey,600,10,50,18,16,1 ciocolata = 100 g
Ciocolata fara zahar cu cappuccino Sly,472.1,8,32.9,53,0,1 buc = 25 g
Ciocolata fina amara cu crema de martipan Schogetten,507,5.2,29.3,50,0,"1 patratel = 5,5 g"
Ciocolata fina neagra 74% cacao Bellarom,561,9.7,41,32,10,1 patratel = 10 g
Ciocolata fondanta Torras,454,6,34,49,7,
Ciocolata Heidi Dark Cranberry ,549,5.7,34.5,54,0,1 buc = 80 g
"Ciocolata Heidi Summer Venture Amazon ciocolata amaruie cu nuci de Brazilia, lime si maracuja",536,6.3,33.9,51.3,0,1 ciocolata = 80 grame
"Ciocolata Heidi Summer Venture Cote D'Azur ciocolata lapte cu lamaie, migdale si portocala rosie",521,6.3,32.1,51.8,0,1 ciocolata = 80 g
"Ciocolata Heidi Summer Venture Sicilia ciocolata lapte cu fistic, portocale rosii si busuioc",347,7.1,31.9,58,0,1 ciocolata = 80 grame
Ciocolata indulcita cu stevia Torras,410,6.5,37,32.5,18,
Ciocolata keto cu migdale,560.9,8.3,51.1,19.7,9,
Ciocolata La Route Des Alpes,505,5.1,24.3,59.5,0,1 buc = 100 g
Ciocolata lapte cu bucati de alune de padure camarelizate Heidi,568,8.6,36.8,50.9,0,1 patratica = 9 g
Ciocolata lapte cu stafide si alune de padure Heidi,517,8.6,30,53.2,0,1 buc = 90 g
Ciocolata Malaga Baron,551,5.6,35.8,51.8,0,1 bucata = 20 g
Ciocolata Merci,590,7.7,38.5,51.3,0,1 buc = 13 g
Ciocolata Milka alune si stafide,491,6.3,25.7,57.6,0,
Ciocolata Milka caramel,485,4.8,33,63,1.2,
Ciocolata Milka Diet,500,6.7,31,43,0,
Ciocolata Milka iaurt si capsuni,560,6.8,35.5,52.5,0,
Ciocolata Milka Luflee Noisette,546,7.7,33.8,52.4,0,
Ciocolata Milka M-Joy Alune,555,8.4,36,49,0,1 buc = 60 g
Ciocolata Milka M-Joy Migdale,540,9.1,33.3,50.8,0,
Ciocolata Milka Milkinis,575,7.9,38.5,48.5,0,
Ciocolata Milka Sahne Creme,605,5.4,44.5,45.5,1.8,
Ciocolata Milka spuma de ciocolata,560,7.4,38,46,0,
Ciocolata Moments Cherry Heidi,516,6.4,30.8,53.2,0,1 cutie = 150 g
Ciocolata neagra 60% cacao Nestle Ecuador ,544,6.6,7.2,43.1,0,1 patratel = 20 g
Ciocolata neagra 70% cu portocale J.D.Gross,520,7.1,39.4,34.1,0,
Ciocolata neagra 70% Lindt,520,8,33,40,15,1 patratica = 10 g
Ciocolata neagra 72% cacao Frey,560,8,45,30,0,
Ciocolata neagra 72% Dolciando,559,8.4,42.1,29.7,0,1 patratel = 10 g
Ciocolata neagra 73%,174,2,12,15,0,1 tableta = 100 g
Ciocolata neagra 74% cacao Katy Exquizite,557,8.7,41,32,0,1 patratica = 10 g
Ciocolata neagra 75% Anidor,510,11.3,36.7,40.8,11.5,1 tableta = 85 g
Ciocolata neagra 75% Trinidoro,552,9,42,29,15,1 baton = 40 g
Ciocolata neagra 81% J.D. Gross,516,10,42.8,22.8,0,1 cutie = 125 g
Ciocolata neagra 85% Belgian,588,9.7,49.9,16.9,0,
Ciocolata neagra 85% cacao Lindt,530,11,46.6,19,6.6,
Ciocolata neagra 85% Casino,547,10,47,21,15,1 tableta = 100 g
Ciocolata neagra 99% cacao Montignac,579,12,55,18,17,1 tableta = 100 g
Ciocolata Neagra Bellarom Noir,530,4.6,31.6,0,0,1 patratel = 16 g
Ciocolata neagra Corse,563,6.2,40,40,9,1 patratica = 5 g
Ciocolata neagra cu alune Bellarom Lidl,602,9.6,45,36.4,6.2,1 patratel = 20 g
Ciocolata neagra cu alune de padure Delhaize,572,7.4,41.1,39.2,7.7,1 patratel = 20 g
Ciocolata neagra cu aroma de portocale Baron,505,6,30.2,52.1,0,
Ciocolata neagra cu arome de migdale si capsuni Baron,479,4.6,28,52.3,0,
Ciocolata neagra cu crema de menta Cora,443,3.3,18,67,0,1 patratel = 15 g
Ciocolata neagra cu fistic Dark Pistachio Heidi,559,7,35,53,0,
Ciocolata neagra cu fructe de padure Stevia Torras,410,6.5,36,33,18,1 cutie = 125 g
Ciocolata neagra cu menta Carrefour,566,7.1,40,40,9,1 bucatica = 10 g
Ciocolata neagra cu miere si nuga Honey and Almond Nougat Toblerone,500,6,30,50.5,0,1 ciocolata = 100 g
Ciocolata neagra cu migdale Baron,533,7,43.4,48.9,0,
Ciocolata neagra cu piper si chilli Torras,439,5,31,47,11,
Ciocolata neagra cu portocale Katy Exquisite Kaufland,549,8.3,35,50,0,1 patratel = 9 g
Ciocolata neagra cu sara Heidi Dark Black Salt,559,7,33.9,56.6,0,1 buc = 80 g
Ciocolata neagra Dark Chili Heidi,580.2,6.4,38.6,51.8,0,1 patratica = 8 g
Ciocolata neagra Delhaize Swiss,519,7.3,39.5,31.7,11.5,1 tableta = 100 g
Ciocolata neagra Eclats de Feves,571,7.5,43,33,0,1 patratica = 10 g
Ciocolata neagra Fin Carré,524,5.2,31.8,50.6,0,4 patratele = 20 g
Ciocolata neagra mousse Delhaize,544,7,35.4,46.1,6.7,1 ciocolata = 160 g
Ciocolata neagra Ritter Sport,525,5,33,51,7.3,1 buc = 100 g
Ciocolata neagra Schogetten,530,5.7,31.3,52.1,1,
Ciocolata orange intense Lindt,500,6,31,49,0,
Ciocolata praline noisettes Schogetten,555,6.3,34,55,0,1 cutie = 100 g
Ciocolata Primola alune si stafide,522,11.6,27.8,51.2,0,1 tableta = 100 g
Ciocolata Primola amaruie lichior cirese,475,7.3,24.1,55.5,0,1 tableta = 100 g
Ciocolata Primola frappe,501.2,10.5,26.8,52.5,0,1 tableta = 100 g
Ciocolata Primola lemon lime,461,11.9,20.2,57.6,0,1 tableta = 100 g
Ciocolata Ritter Sport 50% cacao Alfred Ritter,534,6,33,50,7.3,"1 patratica = 6,3 g"
Ciocolata Schogetten sampanie si trufe,494,5.4,28,55,0,"1 patratica = 5,55 g"
Ciocolata Sly Diet,472,9.2,32.4,50.5,0,1 tableta = 25 g
Ciocolata stevia cu fistic Cavalier,388,6.7,24.8,29.1,29.3,1 ciocolata = 40 g
Ciocolata tartinabila cu alune Auchan,543,5.9,32.2,57.4,2.6,1 lingurita = 20 g
Ciocolata tiramisu Creamy Heidi,576.5,5.2,37.2,55.2,0.7,
Ciocolata Trilogia Schogetten,557,5.8,34.5,55.1,0,1 ciocolata =100 g
Clatite 365 Delhaize,259,5.5,10.6,34,3,1 clatita = 55 g
Clatite pufoase Dr. Oetker,359,7.3,16.6,45.1,1.8,
Compot visine fara samburi 365,82,0.5,0.1,18.3,1.3,1 borcan 680g / 350g scurs
Cornete de inghetata,270,3.2,12.4,36.1,0.6,1 portie = 70 g
Cornete din vafe cu halva Franzeluta,506.6,11.4,28.1,54.1,0,cutie-300gr
Cornulete cu crema de vanilie Cake Mania,310.4,4.8,5.9,56.7,1.2,1 buc = 50 g
Cornulete fragede cu rahat Natural Vit,432,4.4,17,62.4,0,1 cutie = 500 g
Cozonac Battistero Il Pandoro Sacher,412,7.4,19.4,51.9,0,1 felie = 107 g
Cozonac ciocolata panettone Vecchio Forno,393,7,17,53,0,
Cozonac cu ciocolata Boromir,502,11,42,20,0,
Cozonac cu fulgi de ciocolata Boromir,378.5,4.8,14.9,56.3,0,1 cozonac = 600 g
Cozonac cu nuca si stafide Boromir,411,11.5,19.8,46.7,0,1 cozonac = 400 g
Cozonac cu stafide Boromir,365.4,8.9,13,53.2,0,1 cozonac = 500 g
Cozonac Panetonne Boromir,355,13.8,10.3,51.9,0,
Cozonac raw Olivia Steer,497,12.9,29.5,45.1,2.7,1 rulada = 410 g
Crema ciocolata ecologica Natura Land,564,3.5,34.8,59.4,0,
Crema de alune cu cacao Nutella,544,6,31.6,57.3,3.4,
"Crema de branza 0,2% cu capsuni Genus Exquisa Quark",86,6.5,0.2,14.5,0,1 cutie = 150 g
Crema de cacao Choco Creme Mister Choc Lidl,570,2.7,36.4,56.3,1.9,
Crema de cacao cu alune Sly Diet,506.4,8.6,34.8,48.9,0,1 cutie = 100 g
Crema de ciocolata amaruie Rapunzel,605,5.6,44.2,40.2,0,
Crema de ciocolata Ja,560,6.2,35.7,51.4,0,1 borcan = 400 g
Crema de ciocolata Nutella,541,5.4,29.7,62.2,5.4,
Crema de ciocolata Nuxee Duo,558,2.2,34.1,60.2,0,
Crema de ciocolata si vanilie duo Nussa,568,1.4,35,61.1,0,1 cutie = 400 g
Crema de migdale Mandel-Tonka Creme Rapunzel,621,14.7,48.5,29.8,3,1 borcan = 250 g
Crema de zahar ars Danette Danone,159,4,4.1,26.4,0,
Crema desert cu aroma de vanilie si frisca Ehrmann,94,3,1.8,17,0,1 pahar = 200 g
Crema dietetica de alune cu cacao Gerble,252,5.7,6.6,55.7,10.4,1 borcan = 200 g
Crema nougat cu alune Nusetti,554,4,36.2,53.1,0,1 borcan = 400 g
Crema tartinabila cu alune Galactic,448,5.5,28.2,43.1,0.1,
Cremsnit cu frisca Mega Image,169,3.2,2.3,34,0,
Crioissant cu alune 7 Days,368,6,22,35,0,1 corn = 80 g
Croissant ciocolata Dorbob,171,5.7,11,12.5,0,
Croissant cu 25% crema de vin spumant Boromir,390.6,6.2,17.2,52.7,0,1 buc = 50 g
Croissant cu caramel Vita Star,419,8.1,22.9,48.2,0,1croissant = 55 g
Croissant cu ciocolata 7 Days,443,6.7,27.5,42,0,1 croissant = 65 g
Croissant cu ciocolata si cocos 7 Days,360,6,22,33,0,
Croissant cu crema cu aroma de vanilie Carrefour,418,6,22.9,45.5,0,1 buc = 65 g
Croissant cu crema de cacao Proxi,425,7.5,23.5,45.8,0,1 buc=50g
Croissant cu crema de ciocolata Delly Plus,443,6.8,26,53.6,0,1 buc = 100 g
Croissant cu crema de vanilie Magic,390,6.5,15.7,55,0,1 bucata=90 grame
Croissant cu umplutura de caise Carrefour,394,5.4,19.7,47.3,0,1 buc = 65 g
Croissant Double cu vanilie si portocala 7 Days,430,6,25,44,0,1 croissant = 80 g
Croissant Maitre Jean Pierre Lidl,485,6,30,47.2,4.7,1 buc = 48 g
Croissantul Casei cu crema de cacao Alka,427,7.7,24.5,43.8,1.5,1 croissant = 70 g
Curmale fara samburi cu miez de nuca Jasmin,311.6,4.4,5.4,60.7,8.4,1 pachetel = 50 g
Desert aroma ciocolata Alpro,84,3,1.9,13,1.1,1 buc = 125 g
Desert crema de branza cu capsuni diet Fit Vital Ehrmann,62,5.7,0.1,9.6,0.2,1 pahar = 125 g
Desert crema de vanilie Fit Vital diet Ehrmann,68,3.1,1.6,10.5,0,1 pahar = 200 g
Desert cu gust de vanilie si frisca Zott,99,1.5,3.4,15.7,0,1 cutie=175g
Desert cu orez si ciocolata Riso Muller,111,3.3,2.5,18.8,0,1 cutie = 200 g
Desert de caramel si frisca Liegeois,98,1.5,2.5,17.3,0,
Desert de orez cu lapte si gust de caramel Riso Muller,104,3.2,2.4,17.3,0,1 cutie = 200 g
Desert din soia cu aroma de ciocolata + calciu Joya,96.6,3.4,2.4,14.8,1.1,1 buc = 125 g
Desert din soia cu vanilie Alpro,80,3,1.8,12.7,0.6,1 borcanel = 125 g
Desert orez cu lapte si caramel Muller,104,3.2,2.4,17.3,0,
Desert orez desert cu mar si scortisoara Dr.Oetker,123,3.4,2.9,20.7,0.3,
Desert tiramisu Gildo & Maria,256,3.1,10.8,33.8,0,1 cutie = 100 g
Dessert cu sirop de capsiuni Milli Mia Family ,181,3.5,7.4,25,0,
Drajeuri alune de padure invelite in ciocolata neagra Delhaize,598.2,10.3,35.6,54.9,8.7,
Drajeuri cu vitamina C Tropical AcerolaTic Tac,382,0.2,0.7,92.2,0,1 drajeu = 0.5 g
Dropsuri cu menta Orbit Wild Mint,231,0,0,96,0,1 drops = 2.5 g
Dropsuri fara zahar cu stevia Cipi,210,1,2,93,0,1 buc = 3 g
Dulce de leche Nestle,313,7.2,7.8,53.5,0,
Dulceata caise Gusturi Romanesti,269,0.7,0,67,1.3,1 borcan = 380 g
Dulceata de capsuni 365,246,0.4,0.2,60,1.2,1 borcan= 450 g
Dulceata de cirese amare Gusturi Romanesti,286,1.8,0.1,67.8,0,1 borcan = 225 g
Dulceata de gutui Raureni,288,0,0,72,0,
Dulceata de mure fara zahar adaugat Polaner,167,0,0,56,16.7,
Dulceata de prune cu migdale dulci Topoloveni,273,2.9,5.3,56.1,22.7,1 borcan = 260 g
Dulceata de visine La Grande Famiglia,289,2,0,70.3,0,
Dulceata dietetica de capsuni Zentis,117,0.4,0.2,28,1.7,
Dulceata dietetica de coacaze negre si rosii extra Zentis,118,0.6,0.1,28,3.9,
Dulceata din nuci verzi Raureni,288,0,0,72,0,
Dulceata light de caise cu maltitol Delhaize ,158,0.3,0.1,61.7,1.3,
Dulceta de capsuni Raureni,298.1,0.7,0.4,74.1,2.1,
Ecler cu ciocolata,300,6,9,50,0,1 buc = 120 g
Ecler cu frisca Billa,336,5.2,13.4,46.2,0,
Eugenia Mini Dobrogea,473,5,19.1,66.8,0,1 pachet de 2 biscuiti = 27 g
Eugenie cacao cu crema de cacao Big Fox RoStar,437.8,7.2,13.8,71.2,0,1 buc = 20 g
Eugenie Cremita,405,33.4,15.7,33,33,1 pachet = 36 g
Eugenie cu crema de lamaie Pheonix,449,5.7,20.5,60.4,0,2 biscuiti cu crema = 12 g
Eugenie Dark Dobrogea,478,4.2,24.6,60,0.5,1 buc = 15 g
Eugenie Dobrogea,473,4.6,20.8,66.3,1,1 buc = 18 gr
Eugenie vanilie cu crema de cacao Big Fox RoStar,357.6,5.2,17.3,45.3,0,1 buc = 20 g
Figurina de ciocolata Mos Craciun Milka,530,6.6,29.5,58.5,0,1 buc = 60 g
Foaie pandispan Gold Pasticer,373,10.5,9.3,61.7,1.4,1 foaie = 127 g
Foitaj Choco Doblo Fornetti,437,7.4,25,43,0,
Frisca Dhul,305,2.2,27,13.2,0.1,
Frisca lichida Hulala,279,0.6,25,13,0,1 cutie = 200 ml
Frisca spray  Pilos,217,2.6,17.7,11.7,0,1 tub = 250 ml
Frozen yogurt Yo Good Edeka,200,3,11,24,0,1 bila = 50 g
Fulgi ciocolata Belbake,454,5.9,15.5,71,0,
Funny drops First Nice,515,4.7,29.3,56.8,0,
Fursecuri chocolate chips coockies Sondey Lidl,502,6.7,25,61,0,1 fursec = 18 g
Fursecuri cocos Aricel First Nice Lidl,476,5.7,23.9,59.4,0,1 buc = 140 g
Fursecuri cu nuca Gusturi Romanesti Mega Image,552,6.1,26.3,66.9,2.6,
Fursecuri de casa,447.7,6,20.8,58.5,0.6,
"Fursecuri glazurate cu ciocolata cu lapte, ornate cu fulgi de cocos Sondey",559,5.2,36,52,0,1 fursec = 27 g
Fursecuri keto cu unt de arahide,430,16.5,34.7,14.6,5.9,
Galusti cu prune Lidl,180,4.3,1.3,36.9,0,1 buc = 50 g
Gauffre cu oua proaspete 365 Mega Image,474,8.1,27.4,48.2,1.3,1 buc = 21 g
Gaufre cu oua Firenze,452,8.4,23,52,0,1 bucata = 21 g
Gaufre cu zahar si ciocolata 365,450,6.7,21.2,57.5,1,1 buc = 65 g
Gelatina light Royal Kraft Foods,10,1.3,0,1.4,0.1,
Gem de afine Lowicz,142,0.3,0.2,34.3,0,100
Gem de caise Rhapsodie de Fruit St.Dalfour,227,0.4,0.3,56,1.7,1 borcan = 284 g
Gem de capsuni dietetic Arovit,105,0.6,0.1,25.2,0,1 borcan = 225 g
Gem de fructe de padure light Cora,102,0.3,0.1,24,0.7,1 borcan = 225 g
Gem de piersici fara zahar Helios,22,0.5,0,5.4,1,1 lingura = 18 g
Gem de portocale Cora,236,0,0,59,0,1 borcan = 300 g
Gem de visine dietetic Arovit,112,0.9,0.1,25,0,
Gem diabetici din trandafiri Darinne,142,0,0,57,0,1 borcan = 340 g
Glucoza Amy,320,0,0,77.7,0,1 patratel = 2.8 grame
Gogoasa simpla,426,5.2,22.9,50.8,1.5,
Gris Carrefour,351,11.5,0.8,73,3.9,1 punga = 500 g
Gris cu lapte si ciocolata Desira,141,3.5,6,18,0,1 pahar = 175 g
Guma de mestecat Wrigley Big Red,370,0,0,74,0,1 lama = 2.7g
Halva Cora,560,20,32,48,0,
Halva cu ciocolata neagra Eridanous Lidl,520,13.6,30,45.1,7.6,1 cutie = 400 g
Halva cu migdale 365,540,15.3,35.1,40.8,50,1 cutie =  400 g
Halva de floarea soarelui Feleacul,528,19,36,49,0,1 bucata = 400 g
Halva de floarea-soarelui,574,13,38,45,0,
Halva din floarea soarelui Feleacul,555,19,31,50,0,1 cutie = 200 g
Halva in stil macedonean cu susan si cacao Eridanous Lidl,542,14.2,32.8,44.6,5.9,1 cutie = 250 g
Iaurt inghetat fructe de padure si biscuiti Movenpick,167,3.4,4,28.1,2.4,1 cutie = 90 g
Indulcitor Tagatesse Sticks,4.4,0,0,2,1,1 cutie 125 g 
Ingetata de vanilie Carte D'Or,190,2.5,7,27,0,1 cutie = 210 g
Inghetata,164,2.2,4.5,27.8,0,
Inghetata afine Corso,83.4,0.2,1.6,17,0,
Inghetata Aloma cu vanilie si caramel,188,3.4,5.2,32,0,
Inghetata Amarena Cherry Stilla,193,2,8.6,26.5,0,
Inghetata aroma portocala cu bucati de portocale KFC,227.9,2.3,33.1,9.6,0,1 buc = 100 g
Inghetata aroma vanilie Minuto BettyIce,146,1.9,3.6,26.5,0,1 cutie = 250 g
Inghetata aroma vanilie si alune Moana Lux,284,4.5,18.1,25.8,0,
Inghetata Betty Blue ciocolata Betty Ice,180,2.7,10,19.8,0,
Inghetata Betty Blue pecan praline Betty Ice,243,3,16.5,20.5,0,
Inghetata Bounty,335,4.1,22.3,29.8,0,1 buc = 83 g
Inghetata cacao Armony Betty Ice,150,2.5,6,21.5,0,
Inghetata cacao cu alune Lido,144,2.7,6,19.8,0,1 cutie mica = 90 g
Inghetata cacao cu ciocolata Aloma,192,4.8,5.7,30.7,0,
Inghetata cacao Metropolis Amicii,215.8,1.9,10.5,28.2,0,
Inghetata cafe Carte D'Or,200,3,9,2.5,0.5,100 ml = 60 g
Inghetata capsuni McSunday McDonalds,230,4,5,42,1,1 inghetata = 100 g
Inghetata caramel Best Nestle,294,4.6,30.3,17.2,0,1 buc = 96g
Inghetata caramel cornet Baleto Betty Ice,150,2.5,6,21.5,0,1 buc = 100 g
Inghetata caramel Minuto Betty Ice,123,2.4,3,21.3,0,1 buc = 285 g
Inghetata Carte D'Or muffin,220,4,9,32,0.8,1 cutie = 500 g
Inghetata choco crisp Gelatelli Lidl,321,3.8,19.6,30.7,0,1 buc. = 90 g
Inghetata Choco Loco,217,2.9,10.5,27.2,0.7,1 cutie = 500 g
Inghetata chocolate and cream Ballino,169,2.9,7.1,23.1,0,1 cutie = 460 g
Inghetata ciocolapte Big Milk Algida,160,7,3.4,23,0.7,
Inghetata ciocolata cu toping ciocolata Verity Betty Ice,123,2.4,3,21.5,0,1 buc = 75 g
Inghetata ciocolata migdale Premium Napoca,319,4.8,20,30,0,1 buc = 60 g
Inghetata ciocolata si praline Nirvana,243,4.1,11.6,28.6,0,1 cutie mica = 136 g
Inghetata cirese cornet Baleto Betty Ice,150,2.5,6,21.5,0,1 buc = 190 g
"Inghetata Cookie Panther cu lapte, frisca si biscuiti cu cacao Big Milk",170,2.5,6,27,0,
Inghetata cool mint Corso,194,2.2,12.6,14.5,0,1 buc = 72 g
Inghetata cornet cacao Kit Kat,295,3.9,14.2,39.1,0,1 buc = 76 g
Inghetata cornet ciocolata Destiny Betty Ice,161,3.4,3.5,29,0.4,1 buc = 72 g
Inghetata cornet fructe padure Destiny Betty Ice,123,2.4,3,21.3,0,1 buc = 80 g
Inghetata cornet vanilie Destiny Betty Ice,123,2.4,3,21.3,0,1 buc = 80 g
Inghetata Crispy Choc Top Gun,194,2.3,9.7,23.7,0,1 inghetata = 110 g
Inghetata cu aroma de caramel No. 1 Carrefour,173,1.2,8.2,20.6,0,1 cutie = 500 g
Inghetata cu aroma de frisca si sorbet de zmeura Corso,82,0.5,1.6,16,0,1 buc = 67 g
Inghetata cu aroma de lamaie Acrobat,141,2.5,5,21.5,0,1 caserola = 500 g
Inghetata cu aroma de rom Kandia,190,2.5,6,31.5,0,
Inghetata cu aroma de vanilie Gusturi Romanesti,192,2.9,10.4,21.5,0,1 pachet = 70 g
Inghetata cu aroma de vanilie si sirop de caramel Joe,200,2.1,7.2,31.6,0.2,1 cutie = 420 g
Inghetata cu cacao Carrefour,190,1.8,8.4,26.2,0,1 cutie = 500 g
Inghetata cu capsui invelita in ciocolata alba Best Nestle,312,4,18.3,32.8,0,92
Inghetata cu capsuni La Strada,116,0.5,0.2,27.1,1.5,
Inghetata cu caramel si nuci Top Gel,263.5,3.3,14.7,29.5,0,1 cutie = 145 g
Inghetata cu ciocolata pe bat Napoca,282,2.5,19,25.6,0,1 bucata = 47 g 
Inghetata cu ciocolata si fulgi de ciocolata Nirvana,245,4.2,12,30.2,1.8,1 cutie = 370 g
Inghetata cu cream cacao Joe,95,1.4,4.6,12,0.5,1 cutie = 495 g
Inghetata cu fructe de padure Obsession,217,2.5,8.9,31.7,0,1 cutie = 550 g
Inghetata cu fructe de padure si glazura cu aroma de iaurt Moana,139,1.7,4,24,0,1 buc = 40 g
Inghetata cu gust de vanilie si glazura de portocale Cool Stix K-Classic,155,2,5.2,25,0,1 buc = 54 g
Inghetata cu iaurt si fructe de padure KFC,220.7,2.7,31.5,9.3,0,1 buc = 100 g
Inghetata cu lapte si glazura alba cu alune Napoca,295,2.7,20.3,25.6,0,1 buc = 60 g
Inghetata cu nuca Metropolis Amicii,223,2.3,10.4,30.1,0,1 caserola = 1000 g
Inghetata cu portocale si capsuni Twister Algida,110,0.5,1.5,21,0,1 buc = 71 g
"Inghetata cu spuma de capsuni, lapte de pasare, ciocolata de casa Napoca",170,2.7,8,22,0,1 cutie = 600 g
Inghetata cu stracciatella KFC ,239.7,3.2,30,11.9,0,1 buc = 100 g
Inghetata cu vanilie invelita in ciocolata alba Master Parfait Kpi Kpi,326,4.5,23.4,24.4,0,1 buc = 95 g
Inghetata cu vanilie si caramel invelita in ciocolata Master Double Kpi Kpi,342.5,3.6,23.3,29.8,0,1 buc = 98 g
Inghetata cuore Toledo Betty Ice,150,2.5,6,21.5,0,
Inghetata de cacao cu glazura si arahide Topy,339.7,6.1,18.4,36.3,0,1 cornet = 70 g
Inghetata de cacao cu migdale Almond Chocolate Best,319,5.3,18.7,32.5,0,1 buc = 100 g
"Inghetata de cacao, glazura de cacao si arahide granulate Amicii Delux",336,4.6,24.1,22.5,0,1 buc = 56 g
Inghetata de capsuni Hit Nestle,244,3,13.6,27.4,0,1 buc = 60 g
Inghetata de casa cu lamaie si iaurt 3%,75,2,2,12,0,1 portie = 135 g
Inghetata de ciocolata classic Kaufland,223,3.4,12.1,24.3,1.8,1 cutie = 2500 g
Inghetata de ciocolata cu cirese KFC,231.2,2.6,32.5,10,0,1 buc = 100 g
