Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
"Lapte 1,5% JLC",44,2.8,1.5,4.8,0,1 punga = 1 l
"Lapte 1,5% Meggle",45,3.3,1.5,4.8,0,
"Lapte 1,5% Milli",43,3,1.5,4.5,0,
"lapte 1,5% Monor",43,3.2,1.5,4.2,0,
"Lapte 1,5% Oke",43,3,1.5,4.5,0,
"Lapte 1,5% Pilos",44,3.2,1.5,4.5,0,
"Lapte 1,5% Premio Unicarm",44,3.1,1.5,4.5,0,
"Lapte 1,5% Raraul",44.3,3.2,1.5,4.5,0,
"Lapte 1,5% Tnuva",44,3.3,1.5,4.4,0,
"Lapte 1,5% Viam",44,3,1.5,4.7,0,
"Lapte 1,6% fara lactoza Kaiku",38,3.1,1.6,2.9,0,
"Lapte 1,8 %Dodo",49,3.2,1.8,4.8,0,
"Lapte 1,8% Carm Olimp",47,3.2,1.8,4.5,0.2,
Lapte 1.5% Kaufland,44,3,2,5,0,
Lapte 2% Pilos,50,3.2,2,4.8,0,1 cutie = 1 l
Lapte 2% Trans Gigel,47,3.1,2,4.6,0,
"Lapte 2,5% JLC",52,2.8,2.5,4.7,0,1 punga = 1 l
"Lapte 3,2% Alba",58,2.8,3.2,4.7,0,
"Lapte 3,5% Alipende",61,2.9,3.5,4.4,0,
"Lapte 3,5% Brenac",63.1,3.2,3.5,4.7,0,
"Lapte 3,5% Clever Billa",62,3,3.5,4.7,0,
"Lapte 3,5% grasime Real",64,3.3,3.5,4.8,0,
"Lapte 3,5% JLC",61,2.8,3.5,4.7,0,1 pachet = 1 l
"Lapte 3,5% Monor",61,3.2,3.5,4.2,0,1 cutie = 1 l
"Lapte 3,5% Oly Olympus",63,3.1,3.5,4.7,0,
"Lapte 3,5% Premio Unicarm",62,3.2,3.5,4.5,0,
"Lapte 3,5% Raraul",62,3.2,3.5,4.5,0,
"Lapte 3,5% UHT Milblu",62,3,3.5,4.6,0,1 cutie = 1000 ml
"Lapte 3,6 % Ram",64,3.1,3.6,4.7,0,
"Lapte 3,6% Intero Coop",65,3.2,3.6,5,0,
Lapte batut,66,3.4,3.6,4.6,0,
"Lapte batut 0,1%  Paco Fit",33.3,3.2,0.1,4.7,0.9,
Lapte batut 1% Pilos,36,3,1,3.8,0,1 cutie = 1 l
Lapte batut 2 %  No. 1 Carrefour,49,3.2,2,4.7,0,
Lapte batut 2% Clever,49,3.2,2,4.5,0,1 sticla = 900 g
Lapte batut 2% Danone,49,3.6,2,4.1,0,1 cutie = 950 g
Lapte batut 2% Five Continents,46,3,2,4,0,
Lapte batut 2% Lacteea,48,3.2,2,4.3,0,
Lapte batut 2% Milkcom,47.7,3.2,2.1,4,0,1 sticla = 900 ml
Lapte batut 2% Mugura,48,3.4,2,4,0,1 sticla = 900 g
Lapte batut 2% Napolact Pur si Simplu,46,3.2,2,3.7,0,1 cutie = 400 ml
Lapte batut 2% Pilos,47,3.2,2,4,0,1 buc = 400 g
Lapte batut 2% Sim ,64,3.2,2,4,0,1 cana = 300 ml
"Lapte batut 2,8% Dorolact",65,3,2.8,4,0,1 pahar = 400 g
Lapte batut Big Panda,46.8,3.2,2,4,0,
Lapte batut capra CapriLact,49,3.5,2,4,0.1,1 sticla = 500 ml
Lapte batut InterAgro,40.2,3.2,1.8,2.8,0,
"Lapte batut Mandra 1,8%",38,3.5,1.8,3.5,0,
Lapte batut Natura,48,2,2,4.2,0,
Lapte batut Zuzu,48,3.2,2,4.5,0,
"Lapte bio 1,5% Mega Image",45,3.2,1.5,4.8,0,
Lapte Bio 1.5% Napolact,45,3.3,1.5,4.5,0,1 cutie= 1 litru
Lapte cacao si rom Zuzu,70,3,1.4,11,0,
Lapte cafea Arla,60,3.8,2.6,5,0,
Lapte cafea Naturmaelk eco.,45,4,1.5,4.5,0,
Lapte cocos Vitasia,210,2.2,21,3,0.9,
Lapte concentrat Auchan,331,7.6,9,55,0,1 cutie = 397 g
Lapte condensat 10% Delaco,118,3.1,10,4,0,
"Lapte condensat 8, 5% Gustiar",320,5,8.5,56,0,1 cutie = 270 g
Lapte condensat Maresi,125,5.9,7.5,8.4,0,1 sticla = 236 ml
"Lapte consum 1,5% 365",44,3.2,1.5,4.5,0,1 cutie= 1 litru
"Lapte covasit 3,3% Covalact",53,3.2,3.3,2.7,0,1 sticla = 900 g
Lapte cu aroma de fistic si cocos Muller,76,3.3,1.4,12.5,0,
Lapte cu cacao si gust de ciocolata,66.3,3.2,1.5,10,0,
Lapte cu cacao Tnuva,91,3.2,3.6,11.5,0,1 cutie = 450 g
Lapte cu suc de portocale si ananas Fulga,27,0.7,0.1,6,0,1 buc = 250 ml
"Lapte de baut 3,2% UHT Winny",54,1.6,3.2,4.7,0,
Lapte de cafea Laura,119,3.2,10,4.3,0,
Lapte de capra 3.5% Olympus,62.1,3.2,3.5,4.5,0,1 cutie = 1 l
Lapte de capra batut Covalact,47,3.4,2,3.8,0,1 cutie = 375 g
Lapte de capra bio Bioland,61,3.1,3.4,4.4,0,1 cutie=1l
Lapte de cocos si orez Alpro,20,0,0.9,2.7,0,1 cutie = 1 L
"Lapte de consum 1,5% Sanlacta",45,3.3,1.5,4.5,0,1 cutie = 1 litru
"Lapte de consum semidegresat 1,5 % Kaufland",44,3,1.5,4.7,0,1 cutie = 1 litru
Lapte de oaie,113,6.1,7.2,5,0,
Lapte de soia bio Pascual ,44,3.1,1.7,4.1,0.5,
Lapte de soia Hacendado,30,3.1,1.7,0.6,0.2,
"Lapte de vaca 1,5%",50,3.4,1.5,5.3,0,
Lapte de vaca 3%,62,3.4,2.8,5.3,0,
"Lapte de vaca 3,6%  Asturiana",63,3.1,3.6,4.6,0,
"Lapte de vaca gras, pasteurizat",69,3.4,3.6,5.3,0,
"Lapte degresat 0,1% Auchan",30.9,3.2,0.1,4.3,0,
"Lapte degresat 0,2% Asturiana",34,3.2,0.2,4.7,0,
"Lapte din Alpi 1,5% Muller",47,3.5,1.5,4.9,0,
"Lapte ecologic 1,5% Bioland",46,3.4,1.5,4.8,0,1 cutie = 1 l
"Lapte ecologic 3,5% Bioland",64,3.3,3.5,4.7,0,1 cutie = 1l
"Lapte fara lactoza 1,5% Milbona Lidl",48,3.5,3.8,5,0,1 pahar = 250 g
"Lapte integral conservat 3,5% UHT Alpa",64,3.3,3.5,4.8,0,
"Lapte integral UHT 3,5% Poiana Florilor",62,3,3.5,4.5,0,
Lapte LaDorna 1% LadyMilk,38.6,3.2,1,4.2,0,
Lapte pasteurizat 0.1% Natura,25,3,0.1,4.5,0,
Lapte pentru cafea 10% Completa,120,3,10,4.1,0,1 cutie = 10 g
Lapte praf  Milumil 1,485,9.7,24.7,54.1,4.1,
Lapte praf cu zahar,325,8.5,7,54.9,0,
Lapte praf integral 26% Aristocrat,494,25.3,26.3,38,0,1 punga = 1 kg
Lapte praf integral Dr. Oetker,490,26,26,38,0,0
"Lapte praf, fara zahar",139,7,7.5,9.8,0,
"Lapte praf, slab",373,36,2,50.3,0,
"Lapte proaspat 1,5% Covalact de Tara",44,3,1.5,4.7,0,
"Lapte proaspat 1,8% Natura",41,3.6,1.8,4.5,0,
"Lapte semidegresat 1,5% Brenac",43.9,2.9,1.5,4.7,0,
"Lapte semidegresat 1,6% Puleva",45,3,1.6,4.5,0,
"Lapte semidegresat 1,8 % grasime LaDorna",48.9,3.2,1.8,4.5,0,
"Lapte semidegresat 1,8% Vio",53,3.5,1.8,4.9,0,1 punga = 1 l
"Lapte semidegresat UHT 1,5% Winny",39,1.6,1.5,4.7,0,
Lapte si cacao cu gust de ciocolata Fulga,44,2.9,1,6,0,1 buc = 250 ml
"Lapte UHT 1,5% Laptina",44,3.1,1.5,4.6,0,
"Lapte UTH  degresat 0,1% Fulga",31.7,3.2,0.1,4.5,0,
"Lapte UTH  semidegresat 1,5% Fulga",44.3,3.2,1.5,4.5,0,
"Lapte1,5% Milblu K Classic",45,3.4,1.5,4.5,0,1 cutie = 1 l
Linte verde Cornfarm Lidl,227.2,25,0.8,30,31,
Mascarpone Italiamo,355,5.8,35.5,3,0,1 cutie = 500 g
Mini desert cu afine Muller,146,2.7,7.9,15,0,
Mozzarella de bivolita Mandara,283,13.5,25,1,0,
Parmezan Grana Padano Lovilio Lidl,384,33,28,0,0,1 plic = 100 g
Pudra inlocuitor lape cafea Kaffeeweiser,550,1.7,35,57.1,0,1 borcan = 250 g
"Sana 0,8%  cu visine Napolact",64,2.9,0.8,11.3,0,1 pet = 330 g
Sana 2% No.1 Carrefour,49.6,3.2,2,4.7,0,1 sticla = 900 g
"Sana 2,5 % Almsana",65,3.2,2.5,4,0,1 sticla = 1 l
"Sana 2,5% Margareto",54,3.2,2.5,4.7,0,
"Sana 3,5% Five Continents",60,3,3.5,4,0,
"Sana 3,5% Nutriday Danone",62,3.5,3.5,3.8,0,1 cutie = 950 g
"Sana 3,5% Unicarm",62,3.2,3.5,4,0,
"Sana 3,6% Carrefour",63.2,3.2,3.6,4.5,0,1 sticla = 900 g
"Sana 3,6% LaDorna",64,3.1,3.6,4.7,0,
Sana 3.5% Napolact,60,3.4,3.5,3.7,0,1 sticluta = 330 g
Sana 3.6% Olympus,59,3.2,3.6,3.5,0,1 sticla = 33 g
Sana bio activ Big Panda,61.2,3.2,3.6,4,0,
Sana cu coacaze Prilej de Ragaz Napolact,81,2.5,2.7,11.8,0,1 sticla = 330 g
Sana cu miere si alune de padure Napolact,95,2.6,3.4,13.6,0,1 cutie = 330 g
Sana din lapte de capra LactIQ,59,3.2,3.8,3,0,1 sticla = 500 g
Sana mea cu capsuni Tnuva,85,2.9,2,13.9,0,1 cutie = 450 g
Sana Natura,31,4,3.6,4.5,0,
Sana Tnuva,70,3.9,3.6,5.5,0,1 cutie = 500 g
"Sana usoara 0,7% Napolact",34,3.4,0.7,3.6,0,1 buc = 900 g
Sana Valea Stramba,62,3.2,3.6,4.2,0,
"Sana Zuzu 3,6%",63,3.2,3.6,4.5,0,
Smanatana 25% Prima Napolact,247,2.3,25,3.3,0,
Smantana 10% JLC,114,3,10,3,0,1 pahar = 500 g
Smantana 10% pentru gatit Vian,121,3.2,10.2,5.9,0,
Smantana 12%,137.6,3.4,12,4,0,
Smantana 12% Boni,135,2.7,12,4.1,0,
Smantana 12% Carrefour,130,2.7,12,2.8,0,1 cutie = 900 g
Smantana 12% grasime Tnuva,132,2,12,3,0,1 cutie = 500 grame
Smantana 12% Kaufland,135,2.7,12,4.1,0,
Smantana 12% Muller,144,3.8,12,4.5,0,
Smantana 12% Natura,130,1.2,12,4.6,0,
Smantana 12% Olympus,130,3,12,2.5,0,
Smantana 12% Pilos,130,2.8,12,2.9,0,
Smantana 12% Premio Unicarm,134,2.8,12,3.8,0,1000 g
Smantana 12% Tudia,130,2.8,12,2.9,0,
Smantana 15% Alba,160,2.9,15,3,0,0
Smantana 15% Bonas,163,3,15,3.2,0,1 galetusa = 900 g
Smantana 15% Covalact,160,2.8,15,3.4,0,
Smantana 15% Gospodar Napolact,160,2.6,15,3.8,0,
Smantana 15% JLC,159,2.9,15,3,0,1 pahar = 500 g
Smantana 15% pentru gatit LaDorna,161,2.5,15,3.8,0,
Smantana 15% Profi,139,1,15,4,0,
Smantana 18% bio Arla ,190,3,18,3,0,
Smantana 18% Interagro,182.8,2.7,18,2.5,0,
Smantana 18% Lett,188,2.8,18,3.7,0,300 g cutia
Smantana 20%,216,3.3,20,3.9,0,1 cutie = 175 g
Smantana 20% Aro,204,2.8,20,3.2,0,
Smantana 20% Bucovina,194,1.5,20,2,0,
Smantana 20% Covalact,204,2.9,20,3.5,0,
Smantana 20% grasime Tnuva,203,2.8,20,3,0,
Smantana 20% Kaufland,205,2.5,20,3.8,0,1 galeata = 900 g
Smantana 20% LaDorna,201,2.8,20,2.5,0,
Smantana 20% Olympus,202,2.9,20,2.5,0,
Smantana 20% Pilos,208.8,3.2,20,4,0,
Smantana 20% Solomonescu,147.9,1.6,20,2,0,
Smantana 20% Tudia,213,3.5,20,3.1,0,
Smantana 23% Grand Cucina,251,3.1,23,8,0,
Smantana 24% Muller,239,2.8,24,3,0,100
Smantana 24% Rolatte,241,2.8,24,2.9,0,1 cutie = 200g
Smantana 25% JLC,246,2.6,25,2.7,0,1 pahar = 300 g
Smantana 25% Prima Napolact,247,2.3,25,3.3,0,
Smantana 25% Romfulda,246,2.5,25,2.8,0,1 cutie = 900 g
Smantana 25% Vitoro,248,2,25,3.7,0,1 galetusa = 1000 g
Smantana 26% Delisio,259,2.8,26,3.2,0,
Smantana 30% Hanul Boieresc,292,2.5,30,3.1,0,1 cutie = 200 g
Smantana 30% Preda,289,2.1,30,2.6,0,
Smantana 30% Sevis,322,1.9,30,1.8,0,
Smantana 30% UHT 365,293,2.5,30,3.2,0,1 cutie = 200 g
Smantana 35% Artesana,357,4.4,36.6,2.5,0,1 borcan = 350 g
Smantana 36%  Rjomi,339,2.2,36,2.9,0,
Smantana 38% Thise eco.,366,2.5,38,2.5,0,
Smantana 50% Plaiul Talii,467.6,2.4,50,2,0,
Smantana Albalact 30%,280,2.8,30,2.9,0,1 buc = 200 g
Smantana Bio 30% Casino Mega,287.2,2.4,30,1.9,0,1 cutie = 197 g 
Smantana Creme fraiche classic Dr. Oetker,297,2.6,30.2,2.8,0,1 cutie = 150 g
Smantana de gatit 20% Meggle,211,3.6,20,4.2,0,1 cutie = 200 ml
Smantana dulce 33% Zuzu,312,1.3,33,2.4,0,
Smantana dulce pentru frisca 32% Premio Unicarm,308,2.3,32,2.7,0,
Smantana dulce pentru frisca Sanlacta,300,2.3,32,0.6,0,1 cutie = 200 g
Smantana dulce Viam,291,2.2,30,3.1,0,1 cutie = 250 g
Smantana fermentata  25% Mandra,245,3.5,25,0,0,
Smantana fermentata 18% Monor,182,1.4,18,2.3,0,1 cutie = 200 g
Smantana fermentata 20% Prodlacta,199,1.2,20,3.6,0,
Smantana LaDorna 12%,129,2.7,12,2.5,0,
Smantana lichida 35% Olympus,332,2,35,3.1,0,1cutie = 200 ml
Smantana Milli 25%,248,2.4,25,3.3,0,
Smantana pentru cafea 12% Pilos,137,3,12,4.3,0,
Smantana pentru frisca 30% Pilos,293,2.5,30,3.2,0,
smantana pentru frisca 35% Dorna,330,2.4,35,1.3,0,1 cutie = 200 ml
Smantana pentru frisca 5% Auchan,86,3.2,5.2,6.6,0,1 cutie =200 gr
Smantana pentru frisca Hacendado,318,2,33,3.4,0,
Smantana pentru gatit 10% Vian,121,3.2,10.2,4.3,0,1 cutie = 500 ml
Smantana pentru gatit 32% La Dorna,308,2.3,32,2.7,0,1 cutie = 200 ml
Smantana Perfecto Milli,207,2.8,20,4,0,
Smantana pt frisca 35% LaDorna,330,2.4,35,1.3,0,
Smantana UHT 30% K-Classic,293,2.4,30,3.4,0,1 cutie = 200 g
Smantana vegetala 15% Creme Cuisine Meggle,177,2.5,16.2,4.8,0,1 lingura = 10 g
Telemea de capra bio Kondov,295,16.9,24.7,1.4,0,1 pachet = 200 g
Telemea de vaca maturata Pilos,270,15,23,0.7,0,
Telemea maturata de vaca Lidl,261,15,22,0.7,0,1 pachet = 400 g
Unt 40% Albalact,384,6,40,0.2,0,1 pachet = 200 g
Unt 60% Lacto Food,543,0.5,60,0.3,0,
Unt 80% Eco. Irma,730,1,80,1,0,1 pachet = 250 g
"Unt 81,7% organic nesarat Tesco",740,0,81.7,0,0,
Unt 82% Milli Perfecto,739,0.1,82,0.1,0,1 pachet = 200 g
Unt Bio Brimi,759,1.4,83.7,0.2,0,1 pachet = 175 g
Unt de masa 80% Friss,724,0.7,80,0.3,0,
Unt Lacto Solomonescu,585,0.5,65,0,0,1 pachet = 200 g
Urda Ibanesti,168,13.6,11.5,1.8,1.4,1 pachet = 400 g
 Smantana fermentata 25% Primalact,265,2.8,25,4,0,400
"Ayran 1,5% Big Panda",27.5,1.5,1.5,2,0,1 buc = 330 ml
"Ayran 2,2% Pilos",34.2,1.5,2.2,2.1,0,1 cutie = 300 g
Ayran Zarone,32,1.8,1.7,2.2,0,1 sticla = 330 g
Bifidus iaurt de baut cu visine Oly,68,2.9,1.3,11.1,0,1 sticla = 330 ml
Branza  proaspata  de vaca 9% Casuta mea,159,16.7,9,2,0,1 punga = 500 g
Branza alba calcica Miez de Lapte Delaco,186,11.3,14.2,3.2,0,
Branza Caciotta Kremina Inalpi,323,20,27,0,0,
Branza cremoasa de capra Artesana,234,13.9,19.1,2.6,0,1 borcanel = 200 g
Branza crescenza,281,16.1,23.3,1.9,0,
Branza de vaci 4% Gurmanika,108,16,4,2,0,
"Branza dietetica 0,1% Metro Quality",69,17,0.1,2,0,
Branza Fagaras Auchan,109,11.5,6,2.2,0,1 cutie = 200 g
Branza mascarpone Granarolo,395,3.2,41.5,2.2,0,
Branza mozzarela San Fabio,245,18,18.5,1.5,0,1 buc = 125 g
Branza mozzarella Fidel,240,17,18.5,1.3,0,
Branza proaspata de vaca Monor,98.1,17.2,1.2,4,0,1 cutie = 200 g
Branza proaspata K Classic,133,15.5,5,6.5,0,1 cutie = 275 g
"Branza prospata 0,2% Pilos",56,9.6,0.2,3.1,0,1 cutie = 200 g
Branza ricotta Szarvasi,149,9,11,3.5,0,
Branza topita chedder K-Classic,283,14,23,0,0,
Branza topita cu smantana Romfulda,207,13,15,4,0,
Branzica de casa ecologica natur Andechser,103,12.5,4.5,3,0,1 cutie = 200 g
Budinca cu gust de ciocolata cu 30% budinca cu gust de vanilie Paula Dr. Oetker,116,3.1,3.9,16.8,0.5,1 pahar = 125 g
Bulgarasi de branza cu smantana dulce Covalact de Tara,96,10.5,5.5,1,0,1 cutie = 180 g
Cascaval afumat Borcea,250,18,14,13,0,1 buc = 400 g
Cascaval afumat Hanul Boieresc,354,26.4,26,1,0,1 rotita = 300 g
Cascaval cu piper Hochland,297,23,22.5,0.5,0,1 pachet = 150 g
Cascaval de vaca feliat Carrefour,327,23,26,0.5,0,1 felie = 9 g
Cascaval Galereux Lidl,327,26.5,25.5,0.7,0,
Cascaval Leerdammer LightLife,271,29.5,17,0.1,0,1 tipla = 100 g
Cascaval Morskam,334,25,26,0.1,0,1 cutie = 500 g
Cascaval organic Tesco,420,25.4,34.9,0.1,0,
Cedra iaurt cu mere si capsuni Napolact,107,3.3,4.6,13,0.4,1 pahar = 140 g
"Chefir 0,7% Covalact",34,3.4,0.7,3.6,0,1 sticla = 420 g
Chefir Albalact,58,3.4,3,4.5,0,1 sticla 330g
Ciocolata extra cocoa Milka,545,8.6,36,45.5,5.8,3 buc = 15 g
Cream Spread Cavabel Light 8% grasime,120,7.5,8,3.4,0,1 cutie = 200 g
Crema cu unt Sole clasic,252,2.5,25,3.2,0,
Crema de branza proaspata Penny,243,6,23,2.9,0,1 cutie = 200 g
Crema de iaurt 3% Big Panda,57,3,3,4,0,1 buc = 330
Crema de iaurt Activia Danone,70,4.4,3.4,5.4,0,1 buc = 125 g
Crema de iaurt cu Chantilly Muller,125,4.1,3.7,18.1,0,1 pahar = 150 g
Crema de iaurt Labneh,83,3,7,1,0,
Crema de smantana Pilos,322,3,31.4,6.9,0,
Crema tartinabila din smantana si iaurt Cavabel Lidl ,231,6,21.7,2.7,0,1 cutie = 200 g
Desert din crema de branza cu iaurt si zmeura Campus,115,4.2,4.2,15,0,1cutie=125g
Desert orez cu lapte si cirese Muller,108,3,2.2,18.8,0,1 cutie = 200 g
Frisca batuta President,238,2.5,20,12,0,1 flacon = 250 g
Frisca lichida,208.8,3.3,20,3.9,0,
Frisca lichida Alipende,331,1.8,35,2.3,0,
Frisca lichida UHT omogenizata Pilos,293,2.5,30,3.2,0,
Frisca pentru cafea Clever,118,2.8,10,4.2,0,"1 cutie = 7,5 g"
Frisca UHT 365 Mega Image,290,2.5,26,11,0,1 tub = 250 ml
Frisca vegetala la tub Hulala,249,1,24,7.2,0,1 tub = 250 ml
"Iaur ecologic 0,1% LaDorna",32,3.2,0.1,4.6,0,
"Iaurt  0,4% Vitalinea Pro Danone",67,7.8,0.4,7,0.7,1 cutie = 135 g
Iaurt  3% Albalact,58,3.4,3,4.5,0,1 pahar = 150 g
Iaurt  stil grecesc Hacendado,124,4.1,10,4.3,0,
Iaurt 0% Bifidus Prodlacta,42,4.4,0,6.2,0,
Iaurt 0% Danone Silhouette,40,4,0,7,0,
Iaurt 0% Vdegresat Vio,32,4,0,3.9,0,
"Iaurt 0,1 % Sim",32,3.7,0.1,4.1,0,1 pahar = 175 g
"Iaurt 0,1% Andechser Natur",68,2.8,0.2,13.4,0.5,1 sticla = 500 g
"Iaurt 0,1% Bianco",70,5.6,0.1,10.8,0,1 cutie =125 g
"Iaurt 0,1% capsuni Activia Danone",46,4.1,0.1,7.1,0,1 cutie = 150 g
"Iaurt 0,1% cu ananas Yomo",72,3.6,0.1,13.2,0.2,1 iaurt = 125 g
"Iaurt 0,1% cu fructul pasiunii Danone",75.6,8.2,0.1,11.9,0.1,1 cutie = 160 g
"Iaurt 0,1% cu prune bifidus Alipende",59,4.2,0.1,9.7,1,
"Iaurt 0,1% Fit Vital Diet Ehrmann",49,3.5,0.1,8.5,1,1 cutie = 150 g
"Iaurt 0,1% Monor",32.5,3.2,0.1,4.6,0,
"Iaurt 0,1% Muller Light",51,4.2,0.1,7.8,0,1 cutie =175 g
"Iaurt 0,1% piersica Danone",71,4.4,0.1,12.5,0,1 pahar = 125 g
"Iaurt 0,1% Ulcica Brenac",38,4.8,0.1,4.5,0,1 pahar = 175 g
"Iaurt 0,1% Vitalinea Danone",38,4.1,0.1,4.4,0,
"Iaurt 0,1% zmeura Actimel Danone",29,2.7,0.1,3.7,0.5,
"Iaurt 0,3% bifidus Dia",36,4.1,0.3,4.9,0,1 cutie mica = 125 g
"Iaurt 0,8% de baut caise Activia Danone",68,2.9,0.8,12.6,0.8,
Iaurt 0.8% de baut cu fibre Activia Danone,61,2.9,0.8,10.8,1.3,
Iaurt 1% Delisio,46,3.8,1,5.3,0,1 cutie = 200 g
"Iaurt 1,3% cu mure si piersici Milbona",94,3.6,1.3,15.8,0.3,1 cutie = 250 g
"Iaurt 1,4% cu banane Crema di Frutta Muller",96,4.1,1.4,15.9,0,1 pahar = 125 g
"Iaurt 1,5% bio Irma",45,4,1.5,3.5,0,
"Iaurt 1,5% Edeka ",54,5.2,1.5,4.9,0,
"Iaurt 1,8% cu fibre Tnuva Slim Danone",48,3.7,1.8,3.5,1.5,1 pahar = 140 g
"Iaurt 1,8% cu visine Monor",103,5,1.8,16,0,1 pahar = 400 g
Iaurt 10% Rahmjoghurt,122,3.4,10,3.9,0,1 cutie = 500 g
Iaurt 2%  Nutriday Danone,47,3.5,2,3.7,0,1 cutie = 125g
Iaurt 2% Nounou,74,7.8,2.3,5.3,0,1 cutie = 200 g
Iaurt 2% Paladin,66,8,2,3.9,0,1 cutie = 200 g
Iaurt 2% probiotic Dar,48.8,3.2,2,4,0,
Iaurt 2% Zuzu Stors ,61,8,2,2.7,1,1 cutie = 150 g
"Iaurt 2,2% cu piersici Oikos Danone",100,5.4,2.2,14.7,0,
"Iaurt 2,4% caise Nutriday Delicios Danone",86,3.2,2.4,13,0.1,1 pahar = 125 g
"Iaurt 2,4% cu visine Nutriday Delicios Danone",86,3.2,2.4,13,0.1,1 cutie mica = 125 g
"Iaurt 2,5% Big Panda",52.8,3.5,2.5,4,0,1 sticla = 400 g
"Iaurt 2,5% cu caise Millie",102,3.9,2.5,16,0,1 pahar mare= 375 g
"Iaurt 2,5% cu mere coapte Jogobella",104,3.5,2.5,16.8,0,1 cutie = 150 g
"Iaurt 2,5% Margareto",54,3.2,2.5,4.7,0,
"Iaurt 2,5% Paco",54,3.2,2.5,4.7,0,
"Iaurt 2,6% cu banane Zuzu Danone",89.8,3.4,2.6,13.9,0,1 pahar = 125 g
"Iaurt 2,7% caise Activia Danone",94,3.4,2.7,14,0.2,
"Iaurt 2,7% cu piersici Activia Danone",94,3.4,2.7,14,0.2,1 pahar = 125 g
"Iaurt 2,8% Calion",48,3.2,2.8,4.5,0,
"Iaurt 2,8% Curtici Arad",54,3.2,2.8,4,0,
"Iaurt 2,8% Delisio",56,3.2,2.8,3,0,1 pahar = 400 g
"Iaurt 2,8% Friss",58,3.6,2.8,4.5,0,
"Iaurt 2,8% Lacta",52,3.2,2.8,3.5,0,
"Iaurt 2,8% Mugura",55,3.4,2.8,4,0,
"Iaurt 2,8% musli si capsuni Activia Danone",92,3.8,2.8,13,1.5,1 buc = 125 g
"Iaurt 2,8% Sim",54,3.2,2.8,4.1,0,
Iaurt 2.5% Boni,53,3.3,2.5,4.2,0,
Iaurt 3% afine Sobbeke,94,3.5,3,13.8,0,1 cutie = 200 g
Iaurt 3% Clever,60,3.2,3,4.8,0,1 cutie = 900 g
Iaurt 3% Romfulda,54,3.2,3,3.6,0,1 sticla = 500 g
Iaurt 3% visina racoricioasa Yoplait,102,4.4,3,14.4,0.2,1 pahar mic = 135 g
"Iaurt 3,2% Muuna",65,3.2,3.2,4,0,
"Iaurt 3,4% natur Activia Danone",62,3.6,3.4,4.3,0,
"Iaurt 3,5%  Hanul Boieresc Penny",66,3.4,3.5,4.5,0,1 cutie = 900 g
"Iaurt 3,5% din lapte de capra Agrofam",64.8,4.4,3.5,4,0,1 cutie = 200 g
"Iaurt 3,5% life+ Omega 3 Milli",62,3.6,3.5,4,0,1 cutie = 150 g
"Iaurt 3,5% Monor",62,3.2,3.5,4.5,0,
"Iaurt 3,5% Napolact Numa' Bun",62,3.6,3.5,4,0,1 borcan = 200 g
"Iaurt 3,5% Naturmaelk",60,3.6,3.5,3.8,0,
"Iaurt 3,6% mere si kiwi Pezzi di Frutta Muller",106,2.9,3.6,14.7,0,1 pahar = 150 g
"Iaurt 3,6% Yog-fit Mondelice",71,3.1,3.6,6.5,0,
Iaurt 4% cu cereale Tnuva,101,4.2,4.7,10.5,0.8,
Iaurt 4% Stracciatella Cremoso Danone,108,3,4,15,0,1 bucata = 120 g
"Iaurt 4,1% Gusturi Romanesti",59,1.8,4.1,3.3,0,
"Iaurt 4,2% cu piersici 365",115,3.7,4.2,15.6,0,
"Iaurt 4,2% cu visine Cremoso Danone",106,3.5,4.2,13.5,0,1 pahar = 125 g
"Iaurt 4,8% merisoare si mure Cedra",104,3.5,4.8,10,0.5,
Iaurt 5% Covalact,81,4.2,5,4.8,0,
"Iaurt 5,2 % Cremoso natural Danone",81,4.6,5.2,4.1,0,1 cutie = 125 g
"Iaurt 5,4% Mic Dejun Activia Danone",209,8.5,5.4,31.5,0,1 cutie = 180 g
Iaurt Actimel Capsuni,74,2.9,1.5,11.5,0,
Iaurt Actimel Multifruct,76,2.9,1.5,12,0,
Iaurt Activia musli si mere Activia Danone,95,3.4,3,15,1.5,1 buc = 125 g
Iaurt banane si capsuni Actimel Danone,75,2.7,1.5,11.8,0,1 pahar = 100 g
"Iaurt Bifidus 0,1% Natura",42,3.2,0.1,4.5,0,1 pahar = 125 g
Iaurt bifidus cu piersici si cereale Oly,87,5.5,1.6,12.4,0.3,1 pahar = 125 g
"Iaurt Bifidus natural 0,1% Alipende",39,4.1,0.1,5.3,0,
Iaurt bio 1% Kaerntner,47,4.3,1,4.7,1.5,1 cutie =200 g
"Iaurt bio 3,5% Biotrend",72,5,3.5,4.7,0,1 buc = 150 g
"Iaurt Bio 3,8% Jogurt Mild Andechser",77,5.1,3.8,5.6,0,1 cutie = 150 g
"Iaurt bio natur 0,1%  Andecheser",53,6.3,0.1,6.6,0,1 cutie = 150 g
Iaurt Bio vanilie 365,99,3.4,3.4,13.8,0,1 buc =150 g
Iaurt Boni 0.1%,29,3.2,0.1,3.6,0,
Iaurt Brenac Vital 1%,54,5,1,6,0,
"Iaurt capsuni 2,1% Danone Frutmania",81,2.7,2.1,13,0.2,
