Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Migdale crude Pirifan,629,21.1,55.8,6.9,7.4,1 punga = 200 g
Migdale Cypressa,612,21.1,55.8,6.9,0,
Migdale in coaja coapte Orlandos ,656.6,21.8,50.4,22.6,12.7,1 punga = 500 g
Migdale intregi Aldi,619,24,53,5.7,11.4,1 pachet = 200 g
Migdale Kornkammeret eco,550,25,39,20,9,
Migdale MadreSole,620,19.9,52.8,13.1,6.6,1 punga = 250 g
Migdale natur Ubernuts,603,22,55.3,4.6,12.7,1 punga = 100 g
Migdale prajite Elmas,606,19,54,4,0,
Migdale prajite si sarate Mogyi,660,28.8,54.5,7.2,0,1 punga = 70 g
Migdale Stilla Natura,575,21.2,49.4,21.7,0,
Migdale uscate Life ,617,22,53,13,4,1 pachet = 200 g
Mix 4 seminte bogat in Omega 3 Pirifan,561,24,41.2,13.6,9,
Mix 4 seminte SanoVita,578,22,46,11,12.3,
Mix cu seminte de dovleac si seminte de floarea soarelui crude si decojite Solaris,555.5,23.6,47.7,18.3,8.8,
Mix de nuci Billa ,713,18.4,68.1,4.4,4.3,1 punga = 200 g
Mix de nuci Deluxe,649,16.8,59.3,7.4,9.4,
Mix de seminte Medina,636,25.7,54.1,9.8,3.6,
Mix nuci Albert Heijin,660,16,60,11,5.5,
Mix seminte Mogyi,483,17,30,35,0,
"Mix stafide, arahide si migdale Elmas",470,14.4,25.5,49.8,8.5,1 punga = 50 g
Muguri de pin Mega Image,715,13.7,68.4,9.4,3.7,1 pachet = 50 g
Nuca de cocos,354,3.3,33.5,15.2,9,
Nuca de cocos rasa JA!,630,6.9,64.5,7.4,0,1 punga = 200 g
Nuca Eroski,743,18.3,71.2,3,8.4,
Nuci Brazilia crude Carrefour,706,14,66,14,8,1 pachet = 500 g
Nuci braziliene,656,14,66,14,8,1 buc = 3 g
Nuci braziliene Clever,656,14.3,66.4,17.2,7.5,1 punga = 200 g
Nuci braziliene Fruit Orchard,718,7.9,75.8,13.8,8.6,
Nuci California Carrefour,687,17.9,66.6,4.1,0,
Nuci de Brazila Naturia BIO Superfoods,872,19,88,16,10,
Nuci de Brazilia Now Foods,650,13.3,61.7,11.7,5,
Nuci decojite Aldi R,680,16,66,5,0,1 punga = 180 g
Nuci macadamia crude Carrefour,769,7.9,75.8,13.8,8.6,1 punga = 200 g
Nuci macadamia crude Now Foods,743,11.4,77.1,14.3,8.6,
Nuci macadamia Hacendado,734,7.8,71,12,8,
Nuci macadamia prajite si sarate Real,747,7.4,77.3,5.5,4.9,
Nuci macadamia Soltino,711,7.5,67.4,18.5,0,
Nuci pecan,691,9.2,72,13.9,9.6,
Nuci pecan crude Now Foods,678.6,7.1,67.8,17.9,7.1,
Nuci pecan Detelina's,759,9,72,14,9.5,
Nuci pecan Poex,737,9.2,70,13.3,6.7,
Nuci Ventura,689,14.3,68.1,5.1,6.2,
Pasta de susan tahini Rapunzel,622,22,52,11,0,1 borcan = 500 g
Pulbere din seminte de mac Green Natural Oil,533,18,44.7,23.7,0,
Royal nut fruit mix K-Classic,506,9.6,36,32,6.8,
Samburi de caise Solaris,579,20.7,52.3,19.3,0,1 punga = 150 g
Seminte albe de dovleac prajite si sarate Nutline,407,24.8,29.1,11.5,3.9,1 punga = 100 g
Seminte crude floarea soarelui Lidl ,582,19,48,17,3,
Seminte de canepa decorticate Solaris,621,30,51,5,7.4,1 cutie = 150 g
Seminte de chia,490,15.6,30.3,43.9,37.7,
Seminte de chia Herbal Sana,486,16.5,30.7,42.1,34.4,
Seminte de chia Solaris,434.8,17.4,34.8,43.5,43.5,
Seminte de dovleac 365 Mega Image ,613,35.1,47.4,13.4,0,1 punga = 100 g
Seminte de dovleac crude ai decojite Solaris,541,24.5,45.8,17.8,3.9,
Seminte de dovleac crude Solaris,541,24.5,45.8,17.8,0,1 punga = 50 g
Seminte de dovleac decojite crude SanoVita,579,31.9,46.1,8,0,
Seminte de dovleac Go Green,570,25,46,13,5,1 punga = 200 g
Seminte de dovleac prajite Orlando's,488,26,39.5,7,0,1 punga = 250 g
Seminte de dovleac prajite si sarate Soltino,467,26,39,3,2,1 punga = 100 g
Seminte de dovleac Seeberger,587,35,47,3.3,0,1 punga = 500 g
Seminte de floarea soarelui,582,19.3,49.8,24.1,11.1,
Seminte de floarea soarelui Bio All Green,580,22.5,49,12.3,6.3,1 pachet =100 g
Seminte de floarea soarelui Coleu,479,18.3,32.1,13.1,0,1 punga = 70 g
Seminte de floarea soarelui crude decojite Pirifan,606,21,51,20,8.6,1 punga = 200 g
Seminte de floarea soarelui crude Mega Image,609,26.5,49,12.3,6.3,1 punga = 250 g
Seminte de floarea soarelui crude si decojite Solaris,570,22.8,49.6,18.8,0,1 punga =150 g
Seminte de floarea soarelui decojite K Classic,582,19,48,17,3,1 punga = 200 g
"Seminte de floarea soarelui decojite, prajite, cu sare Fine Food",604,17.6,47,22.5,10.5,1 punga = 50 g
Seminte de floarea soarelui Djili Soy fara sare,578,18.5,37.6,28.6,25.9,
Seminte de floarea soarelui Go Green,580,20,50,7.2,10.5,1 punga = 300 g
Seminte de floarea soarelui K-Classic,582,19,48,17,3,1 punga = 200 g
Seminte de floarea soarelui pestrite prajite si sarate Nutline,486,15.5,37.9,37.6,0,1 punga = 100g
Seminte de floarea soarelui prajite cu paprica Nutline,399,15.8,23.1,56.1,0,
Seminte de floarea soarelui prajite fara sare Nutline,325,10.8,28.2,13.8,0,1 punga= 60g
Seminte de floarea soarelui prajite necuratate Naghirneak,379.4,13.8,35,2.3,0,1 punga = 80 g
Seminte de floarea soarelui Rio,504,17,38,21,0,
Seminte de floarea soarelui sarate Best,325,10.8,28.2,13.8,0,1 pachet = 60 g
Seminte de floarea soarelui Tadim,396,17.1,34,5.4,37.1,1 punga = 200g
Seminte de in,534,18.3,42,28.9,27.3,1 lingurita = 5 g
Seminte de in aurii organice Now Foods,619,19,42.9,38,38,
Seminte de in bio All Green,371,22.9,29.9,5.9,32.9,1 punga = 100 g
Seminte de in brun Delhaize,527,20.1,43,29,28.1,1 punga = 250 g
Seminte de in Inima Naturii,534,18,42,2.9,27,1 punga = 125 g
Seminte de in macinat pentru consum uman Sano Vita,534,18.3,42,28.9,27.3,
Seminte de in Sano Vita,568,15,45,18,27.3,2 lingurite = 5 g
Seminte de in Solaris,534,18.3,42,28.9,27,1 punga = 500 g
"Seminte de in, dovleac, susan, floarea soarelui Omega Forte Solaris",600,20.4,50,14.5,15.1,1 punga = 150 g
Seminte de mei decorticat SanoVita,379,11,3.9,70.6,1,1 punga = 200 g
Seminte de pin crude Orlando's,697.4,13.7,68.4,5,3.7,1 punga = 50 g
Seminte de pin Real,689,14,68.6,14,1.9,
Seminte de susan Agapy,630,20.5,61.2,11.4,11.6,1 punga = 100 g
Seminte de susan decorticat SanoVita (origine India),640,17,55.4,13.6,9.8,
Seminte de susan inima naturii Pirifan,630,21.5,58,0.9,7.9,1 punga = 200 g
Seminte de susan Pirifan,592,20,55,1,0,100g
Seminte decojite de dovleac crude Nutline,596,34.3,48.4,5.8,2,1 punga = 100 g
Seminte decojite de floarea soarelui sarate si coapt Alesto,627,23,55,4,12,1 punga = 100 g
Seminte decojite prajite si sarate Nutline,390,13.9,24.2,56.2,52.1,
Seminte decorticate de canepa Canah,610,30,50,5,8,
Seminte dovleac decojite Cora,507,24,31,30,0,1 punga = 100 g
Seminte dovleac decojite crude Orlando's,596,34.3,48.4,18,0,1 punga = 500 g
Seminte dovleac in coaja coapte si sarate Orlando's,590,24.5,45.8,17.8,3.9,1 punga =150 g 
Seminte floarea soarelui Andra,560,24,47,18,0,
Seminte floarea soarelui crude 365 Mega Image,594,23,47.4,4.3,10.5,
Seminte floarea soarelui decojite crude Orlando's,578,22.7,51,2.2,0,1 punga = 500 g
Seminte floarea soarelui decojite Nutline,582,19,49,24,0,
Seminte floarea soarelui Distins,684,19.3,49.8,27,9,
Seminte floarea soarelui fara sare Best Foods,474,20,34,3.6,10.5,1 punga = 60 g
Seminte floarea soarelui prajite si sarate Hacendado,655,6.9,56.5,12,9,1 punga =125g
Seminte floarea soarelui Soltino,291,9,24,9,1.2,
Seminte floarea soarelui Sunny Island,613,27,53,4.5,0,
Seminte in ecologic Fruit Orchard,371,22.9,29.9,5.9,32.2,1 pachet = 200 g
Seminte mac Agapy,520,18,41.6,8.6,19.5,1 lingurita = 7 g
Seminte mac Stilla Natura,525,18,42,28,0,1 punga = 250 g
Seminte negre de floarea soarelui prajite cu sare Nutline Editie Limitata,461,16,34.7,39.7,37,q punga = 110 g
Seminte negre de floarea soarelui prajite si sarate Alesto,650,23,58,4,10,100 g
Seminte negre floarea soarelui cu sare Djili Soy,578.5,18.5,37.6,28.6,25.9,
Seminte pestrite de floarea-soarelui Carrefour,384,14,32,10,0,1 punga = 100 g
"Seminte pestrite floarea-soarelui, prajite si sarate Clever",667,24.2,58.2,11,6,1 punga = 200 g
Seminte prajite dovleac Nutline,416,24,31.5,9,3.9,
Seminte prajite si sarate de dovleac Mogyi,471,26,39,3,0,1 punga = 50 g
Seminte Susan Foods Exclusive,630,21.5,58,0.9,7.9,
Semite floarea soarelui crude marca 365 Mega Image,594,23,47.4,4.3,10.5,
Unt de arahide Maxim's,512,26,49,22,0,1 borcan = 340 g
Unt de arahide Mega Image,663,18.9,57.7,14.5,5.5,
