Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Castraveti cornison murati Bonduelle,28,1.2,0.1,4.6,0,1 borcan = 300 g
Churros Sol Mar,157,4.5,1.7,29.7,0,1 punga = 500 g
Ciocolata calda cu gust de cirese Dr. Oetker,365.4,5.6,3.5,77.7,0,1 plic = 25 g
Ciorba de burta la plic Knorr,22,0.6,0.7,3.3,0.1,1 plic = 63 g
Ciorba de vacuta Vascar Scandia,86,4.4,5.4,4,0,400 g
Coliva,276.8,6.3,16.6,29.4,5.6,
Concentrat cappuccino cu vanilie Lidl,420,10.4,9.4,71.3,0,
Concentrat supa cu galuste si legume Maggi,398,10.6,20.5,41.9,1.4,1 plic = 52 g
Conserva ciorba de pui Scandia Traditii,55,4.1,3,3,0.1,
Conserva costita afumata cu mancare de fasole boabe Scandia Traditii,132,8.6,6.2,10.5,0,1 cutie = 400 g
Conserva de ciorba de burta Scandia Traditii,116,9,7.5,3.2,0,1 cuite = 450 g
Conserva porc Tulip,180,17,12,0.5,0,1 cutie = 454 g
Conserva salata de ton Nicoise Delhaize,134,6.7,8.8,7,1.1,1 cutie = 250 g
Conserva sarmale Scandia,147,8.8,9.6,6.3,1,1 cutie = 400 g
"Cordon bleu din sunca de curcan si cascaval, congelat Saga",296,12,22,12.5,0,
"Crema branza fiocchi di latte cu iaurt 0,9 % Alpina",69,11.6,0.9,3.5,0,
Crema de branza cu visine Quark Exquisa,89,6.4,0.2,15.5,0,
Crema de unt natur Gustoso,360,2.5,38,2,0,1 cutie = 200 g
Crema tartinabila oua si ceapa verde Toppo Lidl,418,7,42,3,0,1 cutiuta = 80 g
Crema tartinabila ton Toppo Lidl,378,8,37,3,0,1 cutiuta = 80 g
Crenvursti vegetali afumati in saramura Inedit,128,18.8,5.2,1.6,0,1 buc = 32 g
Crenvursti vegetali Inedit,133.4,9.9,8.9,2.1,0,
Crochete peste Vita Star Kaufland,172,12,7.5,14,0,
Crochete vegetale in sos tomat Inedit,136.9,15,3.4,10.8,12,
Cub de legume Maggi Secretul Gustului,260,7.4,13,27,2,1 cub = 2.5 g
Cuburi vegetale din soia Sanovita,280,50,1.5,31,2,1 punga = 100 g
Desert din fructe rosii Linessa,76,1.5,0.4,14.7,2,1 pahar = 500 g
Drob de ciuperci Fito Fitt,150,18,6,8,0,
Dulceata de fructe de padure cu 30% mai putine calorii Schwartauer,169,0.4,0.2,39.8,2,1 borcan = 240 g
Edulcorant vegetal cu extract de stevia Glucoregul,395,0,0,0.5,0,1 borcan = 45 g
Faina cocos Bionutra,460,19,8.5,65,39,
Faina cozonac Dobrogea,379,12,1,80,1.2,1 pachet = 1 kg
Faina de cocos bio Finestra Cielo Naturalia,378,19.4,17,22,32,1 punga = 500 g
Faina de cocos Herbavit,412,17.6,15.5,50.4,38,
Faina din miez de nuca Herbalsana,408,45.5,14,19.7,11.3,1 punga = 500 g
Fasole chilli la conserva fara grasime Al Wadi,81,4.9,0.4,15.4,2.8,
Ferment natural pentru copt Sekowa,341,11,1.7,70.3,0,1 borcan = 250 g
Fetucinne Frosta,105,5.1,3,13.8,0,1 punga = 500 g
Foi cremes Alpin,368,6,22.5,35.4,0,1 cutie = 300 g
Foi de lasagna El Pavo,347,12,1.2,73,1.5,
Foi de placinta Cora,300,9,0.5,60,6.1,1 pachet mic = 400 g
Foi de placinta Linco Patisero,257,5.5,1,55.4,0,1 pachet = 400 g
Foi placinta Morarita,290,9.6,1.1,58.6,3.5,
Frappe Zuzu,73,3,1.5,17.4,0.2,1 cutie = 450 g
Frisca lichida Creme Patisserie Meggle,294,0.7,27,12,0,1 cutie = 1000 ml
"Frisca light, produs finit, Dr. Oetker",122,2,9,10,0,
Fulgi de cartofi Carrefour,333,8,1,73,0,1 cutie = 100 g
Fulgi de drojdie uscata inactiva SanoVita,245,43.7,4,34,0,1 punga = 100 g
Fulgi de nuca de cocos Cora,276,3.3,33.5,15.2,9.9,1 punga = 200 g
Fulgi din miez deshidratat de nuca de cocos Sano Vita,632,6.3,65,7,0,1 punga = 250 g
Gelatina universala Daily,330,87.2,0.4,0.7,0,
Gem de capsuni fara zahar Diet Hero,23,0.5,0.2,6.2,1.9,1 lingurita = 10 g
Gnocchi di patate Casa Cecconi,148,3,0,34,0.8,
Gordon bleu de pui Sadia,183.7,16.5,8.8,9.4,2,1 buc = 135 g
Guma de mestecat 5 Electro ,154,0,0,62.3,0,1 cutie = 29 g 
Guma de mestecat Electro Five,154,0,0,64.3,0,1 lama = 3 g
Guma de mestecat extrem arctic Winterfresh,151,0,0,63,0,
"Guma de mestecat fara zahar,cu indulcitori si arome de fructe Orbit Kids",142,0,0,59.2,0,1 lama = 2.6 g
Guma de mestecat Fresh White Orbit,170,0.5,0.5,69,1,1 cutie = 28 g
Guma de mestecat Orbit,158,0,0,66,0,
Guma de mestecat Orbit Clean,158,0,0,66,0,1 buc = 2 g
Guma de mestecat Orbit fara zahar,263,0,0,52.6,0,1 lama  = 2 g
Guma de mestecat Orbit Professional,146,0,0,61,0,1 pastila = 1.4 g
Guma de mestecat Turbulence 5 Wrigley,662,0,0,64.4,0,1 lama = 2.58 g
Hamburger din soia Sav'or ,145,14,3,14,0,1 buc = 120 g
Humus,177,4.9,8.6,20.1,4,
Humus Daniela's,262,6.1,17.7,17.5,0,
Humus Mandy,194,5.4,9.7,21.3,0,
Humus organic Sainsbury's,314,6.7,27,8.5,5,
Iaurt capsuni Joya,83.8,3.8,2.2,11.7,0,1 cutie = 150 g
Iaurt soia cu fructe exotice Savia Danone,80.8,2.9,1.7,12.7,0,1 cutie = 125g
Iaurt soia Savia Danone,101,3.6,2.1,15.9,0.3,1 buc = 125 g
Indulcitor de masa natural pur Tagatesse,175,0,0,39.9,20.1,1 cutie = 500 g
Indulcitor Dietor,246,0,0,98.3,0,
Indulcitor Huxol,20,0,0.2,0,0,1 buc = 0.1 g
Indulcitor lichid Clio,25,0,0,6,0,8 picatur i=1 lingurita zahar
Indulcitor natural pe baza de plante Xilit,240,0,0,7,0,
Indulcitor pudra Diamant,240,0,0,99.9,0,
Indulcitor stevia Sukrin+,0,0,0,100,0,1 pachet=250g
Indulcitor XyloSweet,68.5,0,0,28.5,0,1 plic = 14 g
Inlocuitor branza Viotros Violife,130,21,3,4,0,100g
Inlocuitor cafea solobila Cafeluta din cereale cu cicoare Solaris,353,4,0.2,77,0,1 cafea = 15 g
Iso Whey Pro Nutrition,396.1,82,4.3,7.5,0,
Ketchup usor picant Bavaria Hellman's,103,0.9,0.3,24.1,0.1,
Lapte cocos Thai Delhaze,180,1.8,17.8,3,0.5,
Lapte de cocos,230,2.3,23.8,5.5,2.2,
Lapte de cocos bio Biothemis Mega Image,171,1.3,17.6,1.8,0.2,1 cutie= 400 ml 
Lapte de cocos Blue Dragon,152,1.8,14.9,2.7,0,
Lapte de cocos Rapunzel,194,1.7,18,4.1,0.1,1 cutie = 400 g
Lapte de cocos Vitasia,210,2.2,21,3,0,1 cutie = 400 ml
Lapte de soia cu vanilie bio Provamel,60,3.8,2.2,6.2,0.6,1 cutie = 250 ml
Lapte de soya So Nice,32,2.4,1.2,2.8,0.4,1 cana = 250 ml
Lapte praf Cora,500,30,26,37,0,
Lapte praf Dr. Oetker,490,26,26,38,0,
Lapte praf soia Inedit,470,3.6,24,60,12.5,25 g praf = 250 g bautura
Lapte soia cu calciu Alpro,55,3,1.7,6.7,0,
Lasagna cu carne tocata de vita si sos,127,8.3,4.7,12.9,1.2,1 portie 10*10 cm = 450 g
Lasagne bolognese cu carne de porc Lidl,169,11,6.8,15,0,1 cutie = 1000 g
Maioneza cu mustar Dijon Carrefour,662,1.2,72.2,2,0,
Maioneza Vitastar,670,0.6,75,1.3,0,
Mancare congelata asiatica cu orez si pui Nasi Goreng Frosta,89,6.4,1.5,12.5,0,
Mancare de fasole boabe cu boia de ardei Scandia,97,5.4,2.6,13,0,
Mancare indiana cu orez si pui Frosta,113,6.1,3.9,13.4,0,1 punga = 600 g
Masline kalamata Spartans,665,3.6,69,12.7,10,
Masline negre Tadolive,167,1.2,16,4.6,0,1 cutie = 300 g
Masline verzi cu ardei DLL,125,1.1,11.3,4.6,0,1 maslina = 4 g
Medalion din piept de curca cu cascaval Gallicoop,244,11,15,15.5,0,
Miere de mana,315,0.4,0,81,0,
Miere de salcam,302,0,0,75.6,0,
Miere Eroski,290,0.6,0,71.8,0,
Miere poliflora 365,315,0.3,0,78.6,0.2,1 plic =  15 g
Miere tei Apimond,330,0.4,0,80,0,1 lingurita = 8 g
Milkshake de vanilie Dr. Oetker,106,2.9,3.5,15.4,0,1 plic = 29 g
Mujdei usturoi,400,6.7,40,6.7,0,
Mustar de masa La Minut,97.6,4,5,9,0,1 borcan = 300 g
Mustar dulce La Grande Famiglia,62,4.4,2.4,3.8,0,1 borcan = 300 g
Mustar iute Carrefour,35,4.7,0.9,1.8,0,100
Nuca de cocos uscata Daily,350,3.3,29.7,15.2,9,1 punga = 30 g
Orez asiatic dulce acrisor Time to Taste,138,5,3.9,19.6,1.6,
Orez din konjac Rice Slim,9,0.2,0,0,0,1 punga = 270 g
Otet alb Real,29,0.1,0,0.5,0,
Otet balsamic 365,98,1,0,18.6,0,
Otet balsamic Di Modena I.G.P.,96,1.1,0,18.3,0,1 sticla = 500 ml
Otet de mere Raureni,4,0,1,1,0,
Otet din vin,0,0,0,0,0,
Otet din vin alb Gusturi Romanesti,20.4,0.1,0,5,0,sticla = 1L
Pachetele de primavara chinezesti,238,4,14,24,4,1 buc = 80 g
Paella Edenia,109,5.6,0.5,19.9,1.2,
Parizer vegetal Aivia,139,14.7,8.3,1.4,0,1 tub = 300 g
Pasca simpla Carrefour,361,12.4,1.4,73.4,0,
Pasta de ficat Familia Carrefour,268,11,24,2,0,1 baton = 600 g
Pasta de masline Delphi,244.4,1.9,25.2,2.5,3.4,
Pasta de susan (tahina) Al Wadi,699,29,61,9,0,
Pasta de susan cu praf de cacao Eridanous,587,17.7,40.4,34.3,7.5,1 borcan = 350 g
Pasta de susan tahini Mikado,664,26,59.1,1.9,10.2,1 borcan = 300 g
Pasta Naut Darinne,300,9.6,19.7,21,0.6,1 cutie = 370 g
Pasta vegetala cu ceapa verde Unicarm,284.6,2.7,28.5,2.1,0,
Paste cu sunca pancetta dolce Montorsi,329,17,29,0.1,0,
"Paste fainoase alfabet, fara ou si gluten Pasta D'oro",350,5.5,1.1,72,0,
Paste integrale fussili Pambac,350.3,13,2.7,65.3,6.4,
Paste ravioli cu creveti Rana,300,10,14.3,32.5,0,
Pate de cerb Auchan,281,15.3,23,3.3,0,1 cutie = 180 g
Pate de ficat bio Zimmermann,348,14,32,1,0,
Pate de pasare Top Apetit,176,9.3,12.5,6.4,0,
Pate de porc Baroni,254,9.4,22.1,4.3,0,1 cutie mica = 120 g
Pate de porc Casa Gustului,199,9.8,16.5,2.7,0,1 cutie = 120 g
Pate de porc cu verdeturi Bucegi,227,10.7,18.8,3.7,0,
Pate de porc Now Foods,192,11.4,14.7,3.6,0,1 cutie = 100 g
Pate de pui Mandy,306,6.8,28.6,5.3,0,
Pate de ton Rio Mare,237,13.5,18.5,4,0,
Pate fin din carne de porc Linessa,247,15,20,1.5,0,1 buc = 26 g
Pate pasare Marasesti,175,10.2,12.3,5.9,0,1 cutie = 100 g
Pate porc Via Scandia Food,321,10.8,29,2.2,0,
Pate taranesc de pasare Sadu,156,12.4,9.6,5,0,
pate vegetal Aivia,158,12,10.6,4.6,0,1 tub = 150 g
Pate vegetal Baroni Lidl,167.3,3.5,13.6,7.1,1.2,
Pate vegetal ciuperci  Mandy,264,2.5,25.6,6.4,0,
Pate vegetal cu ardei Sibiu,278,5.3,24.6,8.8,2.1,
Pate vegetal cu ciuperci si masline Kosarom,253.4,5,24.6,3,0,
Pate vegetal cu masline Moldova,185,3.1,17,4.9,0,1 cutie = 100 g
Pate vegetal masline Mandy,286,2.3,28.9,4.7,0,
Pateuri cu branza Cheese Puffs Lidl,313,7.5,19.1,26.8,0,1 bucata = 25 g
Penne cu carne Heinz,62,3.1,0.9,10.3,0,
Piept de pui in sos asiatic Capricii si Delicii,127.1,16.8,2.8,6.9,0.5,1 cutie = 300 g
Piure de banane si mar Hipp,76,0.9,1.5,14.6,1.4,1 borcan = 190 g
Piure de cartofi instant Rollton,330,7.9,0.3,73.8,1,1 punga = 100 g
Piure de mere K Classic Kaufland,71,0.2,0.1,16.9,0,1 borcan = 710 g
Placinta clasica cu branza Bella,363,4,29,18,0,
Placinta Eridanous Lidl,280,7.7,14.6,28.6,0,
Porc acru-dulce chinezesc,366,17,27,15,3,
Porumb de floricele Deroni,301,9,4.8,67,7,1 punga = 200 g
Praf budinca ciocolata Darling,358,3.9,1.9,79,0,
Praf de budinca cu gust de ciocolata Cosmin,155,4.5,4.3,24.4,0,1 plic = 45 g
Praf de crema vanilie Dr. Oetker,175,4,7.7,22.5,0,
Praf de piure de cartofi,369,8.4,0.7,80,3,
pudra de cacao alcalina 20-22% grasime De Zaan,325,18.1,21,45.3,28,1 punga = 1 kg
Pudra de cacao ecologica Fruit Orchard,257,21.7,12,11.8,6.5,
Pudra de roscove,222,4.6,0.7,88.9,39.8,
Pui cu caju chinezesti,117,9,5,4,0,
Pui mexican Frosta,105.4,9.7,2,11.8,0,1 punga = 600 g
Pulbere pentru bautura instant din cereale  Inka Grana,346,4.2,0.2,75,0,1 lingurita = 3-4 g
Ravioli cu branza Monte Banato,371,13,7.7,61,0,1 punga = 250 g
Ravioli ricotta e spinaci,305,10,5.6,53.7,0,
"Rulada cu jambon,pui si legume Primo",160,7.1,6.4,17.4,0,1  pachet = 350 g
Salam vegetal Aivia,105,15.4,3.3,3.5,0,1 tub = 200 g
Salam vegetal cu ciuperci Cris-Tim,158.5,12.8,6.5,12.2,0,
Salam vegetal Fito-Fitt,150,18,6,8,0,1 bara = 350 g
Salata a la russe Cris-Tim,145,1.7,10.6,1,1,1 caserola = 250 g
Salata boeuf Mega Image,145,8.7,6.6,13.8,0,
Salata cu ardei rosu si peste marinat Afrodita,182,3.1,6.7,27.2,0,1 cutie = 250 g
Salata cu marar Toppo Lidl,91,0.6,5.6,8.7,0,1 cutie = 300 g
Salata de alge cu somon Ocean Fish,218.7,6,19.9,5.5,0.8,1 pachet =200 g
Salata de carne 365,211,9.7,16.1,7.1,0,1 cutie = 200 g
Salata de humus cu boia Vernada,280,5.8,21,18.4,17.7,1 cutie = 250 g
Salata de icre crap cu ceapa Bonito,581,2.4,63,0.9,0,1 cutie = 230 g
Salata de icre cu ceapa Nordika,574.1,4.4,61.7,0.3,0,1 cutie = 200 g
Salata de ton cu branza Delight,200,23,10,2.5,0,
Salata de ton Mediterranea Nostromo,180,7.5,15.6,2.4,0,
Salata de vinete cu ceapa 365 Mega Image,78,3,3.5,8.4,2.5,1 cutie = 250 g
Salata de vinete Dinadi,103.3,0.6,8.5,5.3,0,
Salata de vinete Vico Delicatessen,61,2.6,3.5,4.8,0,1 caserola = 200 g
Salata humus Mega Image,115,6.5,4.2,14.4,3.4,1 cutie = 250 g
Salata maxi Caesar McDonalds,335,23,19,18,3,
Salata Primavera McDonalds,15,1,0,3,1,
"Sandwich turta orez, jambon curcan, unt eco Aldi R",382,7,30,20,0.7,1 buc = 28 g
Sarmalute cu foi de vita La Grande Famiglia,169,2,13,16,0,
Sirop de agave Allos Bio,312,1,1,75,0,
Sirop de artar bio Edeka ,356,0,0,89,1.2,
Snitel congelat din piept de pui Ella Bella Transavia,205,14,9.5,14.2,0,
Snitel piept pui fara ulei,127.5,19.1,5.1,0.6,0,
Snitel vegetal Baroni Lidl,138.8,0,0,0,0,
Soia felii Cio,321,53.7,0.9,20.7,0,1 felie = 10 g
Soia granule Pan Angelli,357,48,1.5,32.5,3.5,
Somon file cu sos de lamaie congelat Sunny Salmon Esva,217,14,17,1,0,1 buc = 100 g
Stir Fry Noodles Bami Goreng Vitasia,169,5.9,3.3,28,0,1 pachet = 125 g
Strudel  cu  branza  si  cirese Teviana,303,5.5,17,32,0,1  pachet = 500  g
Suc natural de lamai mici limes Limmi,24.2,0.2,0,1.8,0,1 lingurita = 5 g
Supa alfabet Maggi,26,0.9,0.4,4.6,0.3,1 portie = 250 ml
Supa crema cu cartofi Velicia Scandia ,51,1.4,2.1,6.5,0,1 cutie = 300 g
Supa crema de legume Knorr,25,0.4,0.9,3.6,0.1,
Supa crema de pui cu crutoane 5 min Maggi,357,8.8,14.7,46.1,2.7,
Supa crema rosii Weight Watchers,36,0.9,0.3,7.3,0.7,1 portie = 150ml
Supa cu fidea cu gust de tomate Sun Pei,417,12,13.4,62.1,0,1 plic = 73 g
Supa de linte cu carne de porc afumata Lidl,82,5.5,1.7,10,0,1 cutie = 800 g
Supa de pui cu taitei Knorr,19,0.7,0.2,3.6,0.1,1 portie = 250 ml
Supa de pui instant cu crutoane Maggi,406,3.5,27,39,1,1 plic = 17 g
Supa de pui Sunpei Lidl,463,9.6,18.1,64,20,30
Supa de rosii si paste Knorr,35,1,0.5,6,0,1 portie = 200 ml
Supa fidea cu rosii Rolton,480,7.9,22.8,60.8,2.1,1 plic = 60 g
Supa instant cu gust de pui Maggi,353,10.3,4.1,67.8,2,1 plic = 14 g
"Supa instant cu taitei, pui si gust de curry Vifon",442,8,18,62,0,1 plic = 60 g
Supa la plic cu gust de vita Fidelicios Maggie,404,7.2,18.5,52,0.1,1 plic = 60 g
Supa limpede de pui,15.2,1.9,0.6,0.4,0,
Supa pui cu fidea Knorr,313,12.3,4.7,52.9,0,1 plic = 50 g
Suplimente Ketocal ,730,15.2,73,3,0,1 cutie = 300 g
Tartine din orez Bio Carrefour,367,8.3,1.3,79.6,0,
Tocana de legume Raureni,31.4,1.9,0.4,6.7,3.1,1 borcan = 300 g
Tofu,91,10,6,2,0,
Tofu afumat Inedit,145,13.2,8.3,4.1,0,1 cutie = 230 g
Tofu bio Mega Image,124,14.2,7,0.5,1,1 cutie = 500 g
Tofu bio simplu Inedit,104,12,4,5,0,1 cutie = 230 g
Tofu cu ardei Inedit,107,12,4.1,5.5,1,1 cutie = 230 g
Tofu natur ecologic BIOpack Fito-Fitt,102,14.9,4.4,0.9,0.4,1 pachet = 250 g
Ton cu sos de rosii Bella Parma,71,3.9,3.4,6.1,0,
Tortellini al formaggi Giovanni Rana,315,11,10.5,42.5,0,1 cutie = 250 g
Tortellini cu carne Casa Cecconi,304,10.3,5.9,52.3,0,1 punga = 250 g
Tortellini cu prosciuto Grandtortello,293,14.7,9.8,36.5,0,
Tortelloni cu tomato mozzarella Classic-K Kaufland,192,6.7,3.8,32,0,1 punga = 400 g
Tzaziki Toppo Lidl,179,3.5,15.2,7,0,1 cutie = 400 g
Ulei de masline extravirgin Latzimas,824,0,92,0,0,un bidon = 5 litri
Unt arahide Maxim`s,612,26,49,22,0,
Unt de alune SanoVita,570,25,48,5,0,1 cutie = 375 g
Unt de arahide American Lidl,622,26.1,48.9,16.8,0,
Unt de arahide bio Alnatura,645,26.6,53.5,9.2,0,1 borcan = 250 g
Unt de arahide bio Real,573,28,47,10,12,1 borcan = 250 g
Unt de arahide Calve,657,20,58,9,5,1 lingurita = 15 g
Unt de arahide cremos Barney's Best,631,26.2,51.2,13.7,5.3,1 borcan = 350 g
Unt de arahide cremos Felix,650,17.3,57.1,16.9,4.6,
Unt de arahide cu bucati de arahide Felix,645,18.5,56.1,18.6,5,
Unt de arahide Delhaize,663,18.9,57.7,14.5,5.5,
Unt de arahide Mc Ennedy,592,23.6,49.7,12.5,0,
Unt de arahide Peo`s,599,23,47,21,0,1 cutie = 340 g
Unt de arahide Solaris,602,23.8,49.2,12.6,6.7,1 borcan = 250 g
Unt de arahide Sun Pat,614,25,48.9,15.2,6.7,1 borcan = 340 g
Unt de migdale My Protein,653,25,56,6.5,12,
Whey choco 9 Aptonia,356,81.5,2.4,3,1.8,1 cupa = 15 g
Zacusca de ciuperci Carrefour,101,2.2,7,4,0,
Zacusca de vinete Hanul Boieresc,87,1.5,5.1,7.2,0,1 borcan = 300 g
Zacusca picanta Chira,110,2,7,9.8,2.3,
Zacusca romaneasca Inedit,175,2,9.2,20.5,0,1 borcan = 265 g
Zacusca taraneasca Raureni,31,0.8,1,6.5,3.5,1 borcan = 300 g
Zacusca traditionala Camara cu Bucate,127,1.1,10,8,0,1 borcan = 270 g
Zacusta taraneasca Topoloveni,160.8,5.2,8.5,14.8,2,1 borcan = 300 g
Zahar brun Carrefour,392,0,0,98.1,0,1 punga = 500 g
Zahar brut din trestie Cora,399,0,0,99.8,0,
Zahar integral din trestie Peru,384,0,0,96,0,
Zahar nerafinat trestie zahar Demerara,398,0.2,0,99.4,0,1 lingurita = 7 g
Zahar tos alb Domnita,398,0,0,99.8,0,1 lingurita = 4 g
Zaharina,15,0,0,1,0,
