Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Pufuleti cu arahide si alune de padure Star Foods,490,12,26,52,6,1 punga = 86 g
Pufuleti cu cacao,417.7,8.6,10.7,70.7,0,1 punga = 40 g
Pufuleti cu cascaval Star,519,5,31,54,2.6,1 punga mare = 80 g
Pufuleti cu gust de cascaval Circuss,519,5,31,54,2.6,1 punga = 60 g
Pufuleti cu lapte Duffy,440,7.6,15.2,65.4,0,1 punga =35 g
Pufuleti cu surprize Gusto,411,7.3,9,73.5,0,
Pufuleti din malai Veverita Pofticioasa,440,7.3,12,58,0,1 punga mare = 140 g
Pufuleti Gusturi Romanesti Mega Image,484,6.6,21.4,66,1.7,1 punga = 45 g
Pufuleti Lotto Best Foods,515,5.5,23,65,0,1 punga = 45 g
Pufuleti Proxi,237,9.8,10.9,71.5,0,1 punga = 80 g
Pufuleti simpli Gusto,435,7.5,9.1,80.8,3.8,1 punga = 45 g
Pufuleti Star,447,4.6,16,69,5.2,1 punga = 85 g
Quiche lorraine Tesco,281,11,18.8,16.3,1.4,
Saleuri cu susan Alpin,368,6,22.5,35.4,0,
Sandwich cu piept de pui si cascaval Rivoli,206.1,13.1,7.5,19.8,0,1 cutie = 180 g
"Sandwich sunca de praga, piept de pui Snack Attack",228,12.5,11.7,16.7,0,1 buc = 190 g
Saratele cheese cd cu aroma de pizza Monte Banato,435,11.8,12.3,69.4,0,1 punga = 125 g
Saratele crocante cu seminte dovleac si cascaval Alnatura,464,16.3,19.7,49.1,8.6,1 cutie = 200 g
Saratele cu cascaval Monte Banato,427,11.3,11,70.6,0,
Saratele cu chimen Cheese CD Monte Banato,430,10.5,12.3,69.2,0,1 punga = 125 g
Saratele Monte Banato,475,14,2.5,73,2,1 punga = 125 g
Snack cu pasta de arahide Lotto,480,17,24,49,1.5,1 punga = 90 g
Snack portocale si ciocolata Delissima Kellogg's,399,4,10,74,4,
Snacks Chio Party Mix,441,9.3,17,61,3.5,1 punga = 190 g
Snacks cu branza Olyps,521,6,33,50,5,1 punga = 45 g
Snacks cu sare Chio,546,2.6,34,57,1,1 punga mare = 80 g
Snacksuri cu pizza Kubeti,396.9,6.4,16.9,54.9,3,1 punga = 50 g
Snacksuri de porumb cu branza Molenaartje,487,13,25,51,2,1 punga = 75 g
Snacksuri sarate Circuss,504,7.7,27.5,56.7,0,
Snackuri cu pizza Krax Fun Pizza,524,5,33,53,0,1 punga = 36 g
Snackuri San Jacobo Froxa,179,8,5,26,0.5,1 bucata = 90 g
Sticks Cheese Eti,470,9,18.2,63.5,0,1 punga = 50 g
Sticks Crusti Croc,377,11,4,71,4.6,
Sticks cu cereale integrale si ierburi aromatice Lollo Palillo,379.8,12.4,7.4,63.5,5,
Sticks cu susan Croco,407,9.7,11.3,66.7,0,1 punga = 40 g
Sticks graham Soltino,366,11.8,6.4,61.6,7.8,
Sticks Stickletti Chio,377,11,4,71,4.6,
Sticksuri cu sare Salatini,386,11,1.9,74,3.2,1 punga = 40 
Toortitzi cu susan alb si negru Alka,420,7.1,8.5,78,2.2,1 buc = 2 g
Tortilla chips cu sare Kaufland Classic,472,6.6,20,69.4,4,1 punga = 150 g
Tortilla Chips Hot Fine Food,487,6.6,23,61,4,
Tortilla chips sare Chio,476,5.4,22,62,4.2,
Tortillas chips gout fromage Carrefour,493,6.7,22,67,4,1 punga = 100 g
Vafe sarate din orez Crusti Croc,392,8.2,3.2,81.1,3.2,
