Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
System protein 80 Olimp Nutrition,384.8,77,6,5.7,0,1 cupa = 35 g
Tarate de psyllium Now Foods,400,0,0,90,75,1 portie = 10 g
Tarate de psyllium Solaris,320,0,0,60,80,1 lingurita = 2g
Total Whey Gold Nutrition,388,76,4,6,0,1 cupa = 26 g
Ulei de cocos virgin Now Foods,840,0,93,0,0,
Ulei din seminte de canepa,857,0,99.3,0,0,1 lingura = 14 g
Ulei nuci Macadamia Now Foods,499.2,0,56.2,0,0,
Unt de arahide My Protein,579,30,46,12,8.5,
Whey DNA Milk Chocolate flavor BSN,392,71,7.1,10,1.2,1 recipient = 1.87 kg
Whey Pro concentrat proteic de vanilie Natural Plus,402,70.2,1.4,27,0,1 masura = 35 g
Whey Protein Isolate Bluebonnet Nutrition,403.2,83.9,1.6,9.7,0,1 cupa = 31g
Whey protein plus ciocolata PowerPlay Isostar,382,72,6,7.5,5,1 portie = 30 g
WPI cu arome Now Foods,370,80,1,11,0,
Xilitol Cora,240,0,0,100,0,1 cutie = 250 g
