Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Crema de branza proaspata cu gorgonzola Miree,241,6,23,2.5,0.6,
Crema de branza proaspata cu iaurt si verdeturi Campus,175,7,15,3,0,
Crema de branza proaspata de vaca cu boia de ardei si chili Louis D'Or,231,5.8,22,2.4,0,
Crema de branza proaspata Delhaize,99,5,4,10.2,0,
Crema de branza proaspata light cu verdeturi Exquisa,165,6.7,14,3,0,1 cutie = 175 g
"Crema de branza si smantana light 2,2% Ceva Fin Delaco",82,12.4,2.2,3,0,1 cutie = 200 g
Crema de branza Speisequark ,143,9,10,3.8,0,
Crema de branza tartinabila Casino Ailladou,252,6,24,3,0,1 cutie = 125 g
Crema de branza topita cu smantana si unt Picnic Bomilact,248,10,22,3.5,0,1 tub = 125 g
Crema de cascaval alb,252,13.4,20.6,1.4,0,
"Crema de smantana cu iaurt, branza proaspata, ardei si chili Lidl",210,5.5,4.2,19,0,100g
Crema de unt cu cascaval marmorat Profi,384,3.2,39,5,0,1 cutie = 200 g
"Desert cu branza de vaci 0,2% si fructe Fitline Exquisa",92,6.5,0.2,16,0,1 pahar = 125 g
Felii cascaval  Kaufland,177,33,5,0,0,
Feta Greco Rewe,270,16.4,22.5,0.4,0,1 pachet  = 200 g
Granule de branza proaspata cu smantana 2% Tnuva Slim,69,11,2,1.8,0,1 cutie = 175 g
Iaurt  10% Zuzu Max,123,3.7,10,4.5,0,1 cutie = 140 g
"Iaurt 0,1%  Bucovina",35,3.2,0.1,4.5,0,1 pahar = 465 g
"Iaurt 2,8% natural Bifidus Sanlacta",54,3.1,2.8,4.1,0,1 cutie mare = 1 kg
Iaurt Kurt Curtici,54,3.2,2.8,4,0,
Margarina Rama Cremefine,85,3.5,5,6,0,
Mascarpone Delhaize,376,4.5,39,4,0,
Mascarpone Granarolo Mega,402.4,3.6,42,2.5,0,1 castroleta = 250 g
Mini cascaval pane Delaco,277,12.6,15.8,20.7,0,1 bucata = 25 g
Mini mozzarella Vabene,245,18,18.5,1.5,0,1 cutie = 125 g
Mozzarella 20 mini Galbani,196,17.5,13.5,1,0,1 punga = 285 g
Mozzarella 45% grasime JA!,243,18.1,18.5,1,0,1 pachet = 125 g
Mozzarella Bocconcino Lafuente,215,19,15,1,0,
Mozzarella Cora,235,18,18,0.2,0,
Mozzarella din lapte de vaca Zanetti,296,20,24,0,0,
Mozzarella Galbani Cucina,274,21,21,2,0,
Mozzarella Goldsteig,245,18,18.5,1.5,0,1 punga = 2.5 kg
Mozzarella Granarolo,247,18,19,1,0,
Mozzarella La Capannina,251,19,19,1,0,1 buc = 125 g
Mozzarella light La Capannina,178,20.5,10,1.5,0,1 buc = 125
Mozzarella light Lovilio,165,20.5,8.5,1.5,0,125 g
Mozzarella light Santa Lucia,163,20,9,0.4,0,
Mozzarella Napolact,305,27,21,2,0,1 bucata = 450 g
Mozzarella Piccolo Milli,298,20,22,5,0,
Mozzarella rasa Goldsteig,333,25.5,25,1.5,0,
Mozzarella Santa Lucia mini,204,17.5,14.5,1,1,1 buc = 7 g
Mozzarella Valgrande,247,18,19,2,0,
Parmezan,431,38.5,28.6,4.1,0,1 lingurita = 6 g
Parmezan Delhaize,388,33,28.4,0,0,
Parmezan Reggiano,392,33,28.4,0,0,1 buc = 75 g
Perle branza Hochland,97,12,4.5,2,0,
Perle de branza cu iaurt Exquisa,83,13,3,1,0,
Perle de branza Pic Frisch,102,12.5,4.6,2.7,0,1 cutie = 200 g
Ricotta Caseificio Pini,137,8.5,11,1,0,1 buc = 250 g
Rulada de cascaval cu sunca Josi,233,17,17,2,0,
Rulou branza de capra La Colline,300,20,25,1.5,0,
Rulou snack branza de capra President,261,16,21,2,0,
Smantana 13% Aro,143,2.9,13,2.7,0,
Smantana dulce 15% LaDorna,160,2.5,15,3.8,0,1 lingura = 20 g
Smantana Tine ,335,2.2,35,2.9,0,
Specialitate branza capra si vaca Akadia,220,11,18,2.5,0,
Specialitate de branza Grana Padano Agriform,384,33,28,0,0,1 punga = 100 g
"Stelute de branza 4,5% Lacteea",103,12.5,4.5,3,0,
Svaiter  Kasehof,386,39,30,0,0,
Svaiter Allgautaler Zott,369,28,28.5,0,0,
Svaiter light Allgautaler Zott,298,34,18,0,0,
Telemea 55% Petida,293,15.3,25.6,0.3,0,
Telemea de bivolita 365,219,16,22,2.3,0,
Telemea de capra 47% Gusturi Romanesti,261,15,22,0.7,0,1 pachet = 200 g
Telemea de capra Delaco,269,16,21,0.7,0,1 pachet = 300 g
Telemea de capra LaDorna,269,19,21,1,1,
Telemea de capra Olympus,270,15,23,0.7,0,
Telemea de oaie Harbach,317,18,27,0.5,0,
Telemea de oaie LaDorna,246.6,16,20,0.1,0,
Telemea de oaie min 50% grasime 365,223,13,19,3,0,1 cutie = 400 g
Telemea de oaie Olympus,276,16.5,23,0.7,0,
Telemea de oaie Salakis,272,15.7,22.9,0.8,0,
Telemea de vaca,273,19.4,20.4,0,0,
Telemea de vaca Albalact,231,16,19,0,0,
Telemea de vaca Coliba Ciobanasului,235,16,19,0,0,
Telemea de vaca cu verdeturi Hochland,261,15,22,0.7,0,
Telemea de vaca de la Ferma Marius Bicu,274,18,22,1,0,
Telemea de vaca Fine Life,260,18,20,2,0,1 portie = 50 g
Telemea de vaca Gusturi Romanesti,270,15,23,0.7,0,
Telemea de vaca Interagro,250,16,20.2,1,0,
Telemea de vaca Light Hochland,210,20,14,1,0,
Telemea de vaca maturata Harbach,280,15,23,1,0,
Telemea de vaca Premio Unicarm,226,17,17.2,1,0,
Telemea de vaca Romfulda,243,17,17.2,1,0,
Telemea de vaca Sofra Lidl,298,15,26,1,0,1 cutie = 1000 g
Telemea din lapte de vaca Solomonescu,270,17,19,1,0,
Telemea in saramura Sofra,298,15,26,1,0,
Telemea maturata de capra Five Continents,245,18,16,0.5,0,
Telemea maturata de vaca Baciul,283,18,23,1,0,
Telemea maturata de vaca Huedin,275,18,22,1,0,1 buc = 350 g
Telemea maturata Ibanesti Mirdatod,198,16,14.5,0.8,0,
Telemea proaspata de vaca Cora,198,16,14.5,0.8,0,1 pachet = 400 g
Telemea vaca in saramura Lidl,150,11.6,11.3,0.5,0,1 cutie = 400 g
Telemea vaca Unilact,230,16,16,5,0,
Telmea de vaca Rustic,258,17,14,1.4,0.6,
Tofu in saramura cu marar Inedit,145,13.3,4.1,8.3,0,
Unt Tine,746,1,82,1,0,
Urda Cora,116,11.5,4,6,0,
Urda cu verdeturi Unicarm,67.5,7,3.5,2,0,
Urda dulce de vaca framantata cu sare Premio Unicarm,108,7,8,2,0,1 tub = 150 g
Urda dulce Solomonescu,200,11.6,13.4,8,0,
Urda traditionala Ibanesti,138,10,10,2,0,1 pachet = 500 g
Aperitive de branza Delaco,327,9,31,3,0,
Bile de branza Mozzarella Casa Azzurra,247,18,19,1,0,1 punga =150 g
Branza 0.2 % President,49.8,8,0.2,4,0,
Branza 25% Snofrisk,257,6,25,2,0,
Branza 5% Fagaras Lacteea,99,10,5,3.5,0,
Branza alba delicata Delaco,186,11.3,14.2,3.2,0,1 buc = 72 g
Branza alba sarata Islos natur Milkana,208,11.3,16.5,3.5,0,1 cutie = 180 g
Branza albastra Danish blue cheese Castello,400,17,37,0,0,
Branza albastra Paladin,333,22,27,0,0,
Branza Batido Aldi R,73,7.9,3.2,3.1,0,1 cutie = 500 g
Branza Brie 365,349,17,31,0.5,0,1 buc = 200 g
Branza brie Castello,296,19,24,1,0,1 cutie = 125 g
Branza Brie Hochland,360,17,32,1,0,1 buc = 130 g
Branza brie light Chene d'argent Lidl,187,22,11,0.1,0,
Branza Brie Marcia,356,17,32,0,0,
Branza Brie President,315,21,22,0,0,
Branza brie Roi De Trefle,244,24,16,1,0,1 buc.= 200 g
Branza burduf 40% Pilos,298,16,22,8,0,
Branza burduf Ardeleanca,251,18,19,2,0,
Branza burduf Bonas,274,16,22,3,0,
Branza burduf Harabach,301,17,25,0.5,0,
Branza burduf Premio Unicarm,305,20,25,0.1,0,350 g
Branza burduf Solomonescu,310,18,22.5,4.5,0,
Branza Camembert Alpenmark,280,20,22,0.4,0,1 pachet =125 g
Branza Camembert Carrefour,265,19,21,0.1,0,1 cutie = 250 g
Branza camembert chilli Goldessa,447,14,43.3,0.3,0,1 cutie = 150 g
Branza Camembert Goldsteig,349,17.5,31,0.1,0,1 pachet = 200 g
Branza Camembert President,357,17,32,0.2,0,1 pachet = 125 g
Branza capra Caprillice,252,15,20,3,0,
Branza capra maturata,452,30.5,35.6,2.2,0,
Branza capra Sainte Maure DLL,307,19,25,1.4,0,1 pachet = 250 g
Branza cedar maturata Prodlacta,400,34,29,0.8,0,
Branza Cheddar,403,24.9,33.1,1.3,0,
Branza cheddar bio Natural English Grandma Singletons,399,23.8,33.7,0.1,0,
Branza cheddar seriously strong McLelland,410,25,34.4,0.1,0,
"Branza cottage 2,2% dietetica Linessa",83,12.7,2.2,3.1,0,
Branza cottage 365 ,103,11,5.5,2.5,0,1 cutie = 200 g
"Branza Cottage 4,5% Fricheso",96,12,4.5,2.5,0,1 cuite =  200 g
Branza cottage Arla,70,11,1.5,3,0,
"Branza Cottage Cheese 2,2% Hochland",77,12,2.2,2,0,1 cutie = 175 g
Branza Cottage Cheese light 2.2% Danone,81,12.4,2.2,3,0,1 cutie = 175 g
"Branza cottage cheese low fat 2,2% Linessa Lidl",83,12.7,2.2,3.1,0,1 cutie = 200 g
Branza cottage cu masline verzi Delaco,100,11,4.7,3.2,0.3,1 cutie = 175 g
Branza cottage cu masline verzi Tnuva,101,11.9,5,2.1,0.4,
Branza cottage Edeka,103,12.5,4.5,3,0,1 cutie = 200 g
Branza Cottage Goldessa,98,13,5,3,0,1 cutie = 200 g 
Branza cottage K-Classic,104,12,4.8,2.9,0,
Branza cottage Kingfrais,105,12.5,4.5,3,0,1 cutie = 200 g
Branza cottage marar si usturoi Tnuva,93,10.5,5,1.5,0,1 cutie = 175 g
Branza cottage Tesco,75,10.8,1.3,4.7,0,
Branza Cottage Tnuva Slim,62,11,2,1.8,0,1 cutie = 175 g
Branza cremoasa din lapte de capra Delaco,290,22,21,1,0,1 bucata = 200 g
Branza cremoasa President,220,13.5,17.5,2.2,0,1 cutie = 500 g
Branza cu fructe Yofrutte Lidl,120,4.5,4.2,16,0.1,
Branza cu masline Fru-Fru,181.2,8.1,16.1,1.1,0,1 cutie = 160 g
Branza cu mucegai albastru Danish Blue Chees Danablu St. Clemens,360,21,28,1,0,1 cutie = 100 g
Branza cu mucegai albastru nobil Hochland Bleu,415,15,39,1,0,
Branza cu mucegai nobil albastru Gran Bavarese,339,21.5,27.9,1,0,1 cutie = 100 g
Branza cu smantana Sanlacta,116,8.5,6,1.3,0,1 cutie = 200 g
Branza cu usturoi si ierburi Le Roule,300,7.8,27.3,4.1,1.3,
Branza d vaca proaspata Stracchino Nonno Nanni,295,12.5,26.5,1.5,0,1 cutie = 250 g
Branza daneza feliata Sanebebel,323,23.5,25,0.1,0,
Branza de burduf,369,27.4,27.4,0.5,0,
Branza de burduf Albalact,280,20,22,0,0,
Branza de burduf Calion,285,21.5,23.4,0.5,0,
Branza de burduf Coliba Ciobanasului,489,20,45,1,0,0
Branza de burduf Ferma,256,17,20,2,0,1 buc = 200 g
Branza de burduf Lidl,294,16,22,8,0,1 baton = 300 g
Branza de Burgos ,199,10.7,15.5,3.6,1.5,
Branza de capra bio Hofer,360,27,28,0,0,1 cutie = 200 g
Branza de capra cu ierburi Rupi,320,18,22,13,1,1 cutie = 150 g
Branza de capra Hacendado,370,17,32,3.6,0.5,
Branza de capra Platou Party La Colline,300,20,25,1.5,0,1 pachet = 150 g 
Branza de capra rulou cu marar Zana,301,19.5,24.5,0.5,0,
Branza de capra Schaerdinger,374,26,30,0,0,1 pachet = 200 g
Branza de oaie,283,18.2,21.1,3,0,
Branza de vaca Apetina Arla,260,15,22,0.2,0,
Branza de vaca grasa,285,11.5,24.9,1.5,0,
Branza de vaca proaspata dietetica Galacta,77,16,1,1,0,1 cutie mica = 250 g
Branza de vaca slaba,78,14.1,0.5,3.8,0,
Branza de vaci,201,17.9,12.2,3.5,0,
"Branza de vaci 0,2% Ehrmann",55,8.3,0.2,5,0,
"Branza de vaci 4,4% Delaco",100,11,4.4,3.6,0,1 cutie = 250 g
Branza de vaci afumata Pilos Lidl,221,14,17,3,0,1 cutie = 250
Branza de vaci Campus,92,13,4,1,0,
Branza de vaci cremoasa mere cu stafide Pilos,240,5.4,17,16.3,0,1 cutie = 150 g
Branza de vaci cu ceapa verde Raraul,103,10.4,3.6,5.3,0.1,1cutie = 175 g
Branza de vaci cu smantana Fagaras 3% Raraul,87,11.6,3,3.5,0,1 cutie = 185 g
Branza de vaci cu verdeata Aldi,80,11,2.4,4,0,
"Branza de vaci degresata 0,2% Alpa",71,12.5,0.2,4.1,0,1 cutie = 250 g
"Branza de vaci dietetica 0,2% Hochland",67,12.7,0.2,3.7,0,1 cutie = 175 g
Branza de vaci Moldovita Raraul,103,10.2,3.6,5.3,0,1 cutie = 200 g
"Branza de vaci pentru prajituri, clatite si galusti umplute 6% Pilos",119,11,6.5,4,0,1 galetusa = 1 kg
Branza de vaci proaspata 9% Pilos,163,15.3,9.7,3.6,0,1 cutie = 275 g
"Branza de vaci proaspata partial degresata 4,0% Pilos",116,16.7,4,3.4,0,1 punga = 275 g
Branza de vaci su smantana Raraul Roua Diminetii,103,10.2,5.3,3.6,0,1 buc = 200 g
Branza Derby,285,16.7,23.4,1.6,0,
"Branza dietetica de vaca 0,2% Lacteea",70,12.7,0.2,3.7,0,1 cutie = 250 g
Branza dietetica proaspata de vaci Raraul,85,17,0.6,3,0,1 pachet = 200 g
"Branza dulce 0,5 % Burgos Dia",68,11.5,0.5,4,0,1 cutiuta =  62.5 g
Branza dura spaniola Mahon Lidl,373,22,31,0.3,0,
Branza Emmental LaDorna,369,27,29,0,0,
Branza Exquisa Quark and Frucht,90,6,2.9,9.7,0,1 buc = 125 gr
Branza Fagaras 11% Lactag,109,11.5,11,2.2,0,1 buc = 200 g
Branza Fagaras 5% Gusturi Romanesti,93,9,5,3,0,1 cutie = 200 g 
Branza Fagaras 6% Lactag,77.2,3.6,6,2.2,0,1 cutie = 200 g
Branza Fagaras Bonas,146,13,6,10,0,0
Branza Fagaras Coliba Ciobanasului,126,9,7.8,4.2,0,1 cutie = 200 g
Branza Fagaras Gusturi Romanesti,138,7.4,10.3,3.9,0,1 cutie  = 200 g
Branza Fagaras K-classic,154,11.5,11,2.2,0,
Branza Fagaras Lacteea,149,7.7,10,3.7,0,1 cutie = 200 g
Branza fagaras Milli,146,13,6,10,0,1 cutie= 150 g
Branza Fagaras Natura,180.7,2.2,18,2,0,
Branza Fagaras Winny,69,13,6,3.5,0,1 cutie = 200 g
Branza feliata emmentaler Delaco,217,16,13,9,0,1 felie = 17 g
Branza felii Emmetaler Alphorn,275,14,23,3,0,1 felie = 25 g
Branza felii light Alphorn,212,20,12,6,0,1 felie = 25 g
Branza fermentata Nasal Napolact,307,19,25,1.5,0,
Branza feta Akadia,230,10,19,5,0,1 pachet = 500 g
Branza feta Aldi R,282,20,22,1,0.1,1 buc = 250 g
Branza feta din lapte de oaie si capra  Lyttos Aldi,282,16,24.2,0.4,0,
Branza feta Eridanous,276,16.5,23,0.7,0,
Branza feta greceasca Attis,300,18,23,1.5,0,
Branza feta LaDorna,237,16.5,18.9,0.7,0,
Branza feta premium Almarai,213,12.5,16.5,4,0,
Branza feta Simos,291,17,23.7,2.9,0,
Branza Fiocco di Latte cottage Bayernland,92,13,4,1,0,1 cutie = 150 g
Branza French mild Brie essential Waitrose,356,17,32,0,32,
Branza gorgonzola inteso Galbani,327,19.4,28.4,0,0,
Branza Gouda cu 48% grasime K-Classic,364,25,29,0.5,0,
Branza Gouda Holland Frico,371,23,30,0,0,
Branza Gouda K Classic,361,25,29,0.1,0.1,1 pachet = 400 g
Branza Gouda Milbona,365,23,30,0,0,1 bucata = 450 g
Branza grana padano rasa Zanetti,388,33,28.4,0,0,1 punga = 100 g
Branza grasa de vaca  Lacteea,102,11,4.5,4.3,0,1 cutie = 250 g
Branza grasa de vaca Milli,161,16.8,7.5,6.5,0,
Branza grasa de vaci Prodlacta Brasov,137,15,8,1.3,0,1 cutie 200g
Branza grasa proaspata de vaci Raraul,157,17,9,2,0,1 pachet = 200 g
Branza grattugiato Antichi Maestri,384,33,28,0,0,1 punga = 200 g
Branza Greek Style Salad Lidl,261,18.2,20.2,0.5,0,
Branza Gruyere,413,29.8,32.3,0.4,0,
Branza halloumi light Mediterranea,232,22.5,15.6,2.2,0,1 buc = 200 g
Branza Imperial Bluedino Lidl,343,26,26,1.3,0,1 pachet = 250 g
Branza italieneasca pentru paste Napolact,349,35,26,1.5,0,
Branza Korniger Frischkase,92,13,4,1,0,
Branza light Burgo de Arias,66,12,0.2,4,0,
Branza light felii Gouda Linessa,256,28,16,0,0,1 cuite = 200 g
Branza Ma Raclette Entremont,348,24,28,0.5,0,1 cutie = 400 g
Branza Madrigal President,357,25,29,4,0,
Branza Mascarpone Agriform,411,3.6,42,4.6,0,1 cutie = 250
Branza mascarpone Carrefour,392,4.5,40,3.5,0,1 cutie = 250 g
Branza mascarpone Exquisa,365,5,36.5,4,0,1 cutie = 500 g
Branza mascarpone Goldsteig,389,3.2,39.8,4.4,0,1 cutie = 250 g
Branza mascarpone Lovilio,355,5.8,36,3,0,1 cutie = 250 g
Branza mascarpone Mizo,357,2.8,37,3.2,0,1 cutie = 250 g
Branza mascarpone Prodlacta,394,4,40,4.5,0,1 cutie = 250 g
Branza maturata din lapte de vaca pasteurizat Pilos,270,15,23,0.7,0,un pachet = 400 gr
Branza maturata vaca cu nuci Artesana,368,26.9,27,4.4,0,1 cutie = 200 g
Branza moale BabyBel,327,21,27,0.5,0,
Branza moale cu usturoi si ierburi aromate French Roule Sainsbury's,296,7.8,27.3,4.1,1.3,
Branza mozarella Delaco Gourmet,294,25.3,21,0.9,0,1 pachet = 350 g
Branza mozzarella bio Urtekram,219,17,16.5,0.7,0,
Branza mozzarella eco Vitoria,284,16,24,1,0,
Branza mozzarella gourmet 45% Delaco,322.5,25.5,24.5,0,0,1 pachet = 350 g
"Branza mozzarella light 8,5% Bambini",165,20.5,8.5,1.5,0,
Branza mozzarella Monor,292,18,24,1,0.1,
Branza mozzarella Zottarella,247,17.5,19,1.5,0,
Branza Munster,317,20,26,1,0,
branza Pecorino Romano Zanetti,384,24,32,3,0,1 triunghi = 250 g
Branza pentru Paste Delicii Calde Hochland,321,23,20.3,11.2,0.6,1 punga = 100 g
Branza pentru prajit Borcea,340,22,24,3,0,
Branza perle Campus,92,13,4,1,0,
Branza Petit Livarot,354,31,22,8,0,1 cutie=250g
Branza poraspata 0.25% Quark,60,12,0,3,0,
"Branza proaspata 0,2% Bioland",53,9.6,0.2,3.1,0,1 cutie = 250 g
Branza proaspata 18% JLC,229,14,18,2.8,0,1 pachet = 250 g
Branza proaspata 5% K-Classic,81,17,1,1,0,1 borcan = 275 g
Branza proaspata cu hrean Exquisa,225,5.5,0,3.5,0,
"Branza proaspata de vaca  0,1% Albalact",80,17,0.1,3,0,1 cutie = 500 g
Branza proaspata de vaca grasa Natura,203,13,8,10,0,1 pachet = 250 g
Branza proaspata de vaci 2% JLC,93,17,2,1.8,0,1 punga = 250 g
Branza proaspata de vaci 5% JLC,120,17,5,1.8,0,1 pachet = 250 g
Branza proaspata de vaci Auchan,73,15,1,1,0,1 cutie = 250 g
Branza proaspata de vaci cu ceapa si usturoi Pilos,129,9.2,8,5,0,1 cutie= 300 g
Branza proaspata de vaci cu smantana Fagaras Friss,95,9.4,5,3,0,1 cutie = 180 g
Branza proaspata de vaci cu smantana Fagaras Prodlacta,111,13,6,1.3,0,1 cutie = 200 g
Branza proaspata de vaci Winny,69,17,5,3.5,0,
Branza proaspata Delaco,100,10.8,4.4,3.6,0,250
Branza proaspata dietetica Natura,123,13,1,10,0,
Branza proaspata grasa Natura,164,13,8,10,0,
Branza proaspata Provence Buko,192,8.1,16.5,0,0,
Branza proaspata sarata 12% Pilos,176,14,12,3,0,1 cutie = 270 g
Branza proaspata slaba de vaca Clever,67,12.3,0.2,4.1,0,1 buc = 250 g
Branza proaspata vaca Montesinos ,191,12.7,12.1,7.9,0,
Branza pufoasa cu smantana Delaco,257,7.2,24,3.1,0.1,1 cutie = 140 g
Branza pufoasa verdeata Delaco,261,7.3,24,3.9,0.4,1 cutie = 140 gr
Branza Quark Exquisa 0.2%,48,8,0.2,3.5,0,
Branza ricotta bio Brimi,121,6.5,9,3.5,0,1 cutie = 200 g
Branza ricotta Cora,125,8,9,3,0,1 cutie = 250 g
Branza ricotta fresca Merivio,118,7.9,7.8,4.1,0,1 cutie = 250 g
Branza ricotta Galbani,165,7.6,13.3,3.6,0,
Branza ricotta Granarolo,156,8.5,12,3.5,10,1 cutie = 250 g
Branza Ricotta Premio Unicarm,181,9,15,2.6,0,1 cutie = 200 g
Branza ricotta Santa Lucia Light,115,9,6,6.3,0,
Branza Roquefort,369,21.5,30.6,2,0,
Branza scamorza ValBonta,306,21,24,1.5,0,
Branza slaba Aro,68.5,15,0.5,1,0,
Branza slaba de vaca 1% Milli Perfecto,95,17,1,4.5,0,100
"Branza slaba de vaci 0,5% Unicarm",72,14,0.5,3,0,
Branza slaba proaspata de vaci Roua Diminetii,85,17,3,0.6,0,1 cutie = 500 g
Branza tartinabila bio cu verdeturi Andechser,215,6.2,19.6,3.1,0,1 cutie = 175 g
Branza tartinabila de capra Edeka,250,16,20,2,0,
Branza telemea de vaca Biomilk,273,19.4,20.4,1,0,
Branza telemea maturata din lapte de capra pasteurizat Pilos,261,15,22,0.7,0,1 pachet = 150g
Branza topita 13% Hochland Fitness,189,12,13,0,0,1 triunghi = 18 g
Branza topita Bon Area lonchas,275,11.5,22.2,7.4,0,
Branza topita cascaval felii Hochland,283,15,23,4,0,
Branza topita cu cascaval Fulga,277.6,12.6,22.8,5.5,0,1 buc = 140 g
Branza topita cu Emmentaler 365,283,14,24,4,0,1 felie = 25 g
Branza topita cu smantana Albalact,150,15,9,4.5,0,
Branza topita cu smantana Coliba Ciobanasului,187,9.2,14.2,5.6,0,
Branza topita cu smantana Gordon,223,9,18,6.1,0,
Branza topita cu smantana Oke,280,7.5,22,7.5,0,
Branza topita cu smantana Sole,252,13,20,5,0,
Branza topita cu sunca Coliba Ciobanasului,152,5,12,5,6,1 baton = 150 g
Branza topita cu sunca felii Hochland,279,16,23,2,0,1 felie = 17.5 g
Branza topita cu sunca Gordon,221,9.4,18,5.5,0,
Branza topita cu sunca Premio Unicarm,199,7.5,15,7.5,0,1 tub = 125 g
Branza topita degresata 365,188,16,12,4,0,1 felie = 25g
Branza topita feliata Apetito Delaco,217,16,13,9,0,1 felie = 16.5 g
Branza topita feliataAlipende,280,14.1,22,6.5,0,1 felie=20 g
Branza topita felii Fitness Hochland,211,14,15,5,0,1 felie = 17.5 g
Branza topita felii Tenery,283,14,23,5,0,1 felie = 19 g
Branza topita Gusturi proaspete Hochland,292,8.1,27,4.1,0.8,1 triunghi = 17.5 g
Branza topita Hochland triunghiuri,277,9,25,4,0,
Branza topita La Vache Qui Rit,248,11,20,6,0,
Branza topita light feliata Delaco,200,16,12,7,0,1 buc = 19 g
Branza topita light felii Vian,204,17,12,7,0,1 felie = 20 g
Branza topita light lonchas,259.5,14.5,21,3.1,0,1 felie = 18 g
Branza topita mixta La Dorna,290.6,14,25,2.4,0,1 cub = 17.5 g
Branza topita Mixtet Lacteea,302,13.5,27,4,0,1 triunghi = 17.5 g
Branza topita Nature Plain President,240,9,19.5,7,0,1 triunghi = 17 g
Branza topita smantana Delaco,213.5,9.4,16.6,5,0,1 triunghi = 17.5 g
Branza topita super cremo cu smantana Apetito,210.3,14.5,14,6.5,0,
Branza topita Vian ,302,13.5,27,1.2,0,1 triunghi = 17.5 g
Branza usoara Fagaras Covalac,78,12.3,2,3,0,1 cutie = 250 g
Branza vaca Dia,379,22.1,32.2,0.1,0,
Branza vaca proaspata Schwarzwaldmilch bio Quark,67,12.7,0.2,3.7,0,1 cutie = 250 g
Branza vaci 40% Milfina,154,13,10,2,0,
Branza vaci Eridanous,261,18.2,20.2,0.5,0,
Branza Viofast cu busuioc si rosii Viotros,300,1.5,26,16,0,
Branzica de casa cottage cheese Covalact,109,12.2,6,1.5,0,1 cutie = 220 g
branzica de casa ecologica Andechser,103,12.5,4.5,3,0,1 cutie = 200 g
Branzica de casa stafide si vanilie Covalact de tara ,121,9.1,5,9.9,1,1 cutie = 180 g
Branzica dulce degresata cu stafide Mic-Vis JLC,120,16,0,14,0,1 cutie = 100 g
Branzica fina aerata cu cirese Danone Frutmania,121,4.8,4,16.2,0,1 pahar = 125 g
Branzica fina cu capsuni Danone Activia,110,5.2,2.9,15.7,0.5,1 buc = 135 g
"Branzica si smantana 4,8% Ceva Fin Delaco",105,12.3,4.8,2.9,0,1 cutie = 200 g
Brie Maubert,369,18,33,0,0,
Brinza taleggio,286,17.9,25,0,0,
"Bulgarasi de branza proaspata slaba 4,5% Kraft",100,10.5,4.5,4.4,0.2,
Camembert classic Goldessa Lidl,280,20,22,0.5,0,1 bucata = 125 g
Cas de oaie,280,25,19,2.3,0,
Cas proaspat de vaca Angst,254,24.3,16,2.8,0,
Casacaval Dalia Penny,497,22,45,1,0,
Cascaval,283,25,19,1,0,1 felie = 30 g
Cascaval  Milram light,260,29,16,0.1,0,
Cascaval 13% Kasehof ,245,32,13,0,0,1 felie = 22 g
Cascaval 45% Emmentaler Lindenhof ,388,30.5,29.5,0.1,0,
Cascaval afumat Bluedino ,310,23.8,23.4,1.5,0,
Cascaval afumat Covalact de tara,290,22,22,1,0,
Cascaval afumat Gusturi Romanesti,313.5,27.3,22,1.6,0,1 roata = 500 g
Cascaval afumat Hochland,328,23,26,0.5,0,
Cascaval afumat LaDorna,316,19,26.4,0.5,0,
Cascaval afumat Napolact,349,25,27,1.5,0,1 pachet = 200 g
Cascaval afumat portionat Koliba,346,26.7,26.5,1,0,1 bucata = 200 g
Cascaval afumat Sofia Delaco,323,24,25,1.1,0,
Cascaval Albalact,305,23,23,1,0,
Cascaval Argesel Camy Lact,327,22,22.5,1.6,0,
Cascaval Bluedino Lidl,307,25.5,25.5,0.7,0,1 bucata = 750 g
Cascaval Borcea,329,18,23,13,0,
Cascaval Butterkase Milbona,330,24,26,0,0,
Cascaval capra Madjarov,300,24,30,0.5,0,
Cascaval Ciuc Friss,225,26,13,1,0,400
Cascaval clasic feliat Auchan,337,28,25,0.1,0,1 cutie = 150 gr
Cascaval clasic feliat Lacto Food,298,25,22,0.1,0,1 felie = 22 g
Cascaval clasic Hochland,332,24,26,0.5,0,
Cascaval cu busuioc Hochland,297,23,22.5,0.5,0,1 pachet = 150 g
Cascaval cu lapte de capra Solomonescu,315,20,23,7,0,1 buc = 250 g
Cascaval cu negrilica Mega Image,329,22,25.2,1.2,0,
Cascaval Dalia Coliba Ciobanasului,351,20,27,7,0,1 bucata  = 500 g
Cascaval Dalia Gusturi Romanesti,320,18,22,13,0,
Cascaval Dalia LaDorna,317,22,25.2,0.5,0,1 bucata = 500 g
Cascaval Dalia Raraul,290,23,21,1,0,
Cascaval de capra Cora,322,18,22,13,0,
Cascaval de capra Tine,348,24,28,0,0,
Cascaval de oaie Dalia Five Continents,320,18,22,13,0,
Cascaval de sandwich Delaco,327,25.5,25.5,0.7,0,
Cascaval de vaca Carrefour,283,9,25.3,6,0,
Cascaval de vaca Ialomita Five Continents,320,18,22,13,0,
Cascaval de vaca Rucar Five Continents,311,23,23,3,0,
Cascaval din lapte de capra Monteoru Bluedino,307,23,23,2,0,
Cascaval din lapte de vaca Auchan,327,23,26,1,0,
