Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Lapte soia original Alpro,38,3,1.8,2.5,0.5,
Latte machiatto caramel Dolce Gusto,70,12.6,0,0,0,1 cana = 220 ml
Lichior de fructe,215,0,0,28,0,
Licior de lamaie Limoncello,240,3.3,3.3,40,0,1 shot = 30ml
Martini,243,0,0,2,0,
Milkshake cu ciocolata,127,3.4,3.7,20.8,1.9,
Mojito Mega Image,42,0.1,0,10.5,0,1 sticla = 750 ml
Must fara alcool Castillo,12.8,0,0,3.2,0,1 pahar mic = 113 g
Nectar de caise Gusturi Romanesti,58,1,0.2,13,3,
Nectar de fructe Danfruit Multifruct,40,0.3,0,9.6,0.4,1 cutie = 500 grame
Nectar de gutui Santal,45,0.2,0.2,10.3,0.6,1 cutie = 1000 ml
Nectar de pere Santal,57,0.2,0.1,13.7,1.3,
Nectar de piersici Prigat,52,0,0,14,0,1 sticla =330 ml
Nectar din 12 fructe 365 Mega Image,24,0.2,0.1,5.2,0.1,1 cuite=1L
Nectar multivitamine Ciao,24,0.1,0,5.8,0,
Nectar orange Solevita,33,0,0,7.6,0,1 cutie = 2l
Nectar piersici Fruttia,66,0.5,0,16.7,0,
Nectar piersici Santal,59,0.2,0.1,13.9,0,1 sticla = 200 ml
Nectar portocale Fruttia,50,0.5,0,12.1,0,
Nescafe 3 in 1 Strong,386,1.7,7.8,74.4,5.4,1 plic = 15 g
Nescafe Dolce Gusto Cafe au lait,400,21.2,20,29.4,8.2,1 cana = 10 g
Racoritoare 7 Up,45,0,0,12,0,
Racoritoare caspsuni si banane Giusto Natura,49,0.1,0.1,11.8,0.1,1 pahar = 250 g
Racoritoare de portocale Mirinda,48,0,0,12.9,0,
Racoritoare light de grapefruit Giusto Natura,8.3,0,0,1.8,0,
Racoritoare Mirinda mere rosii,48,0,0,12.8,0,
Racoritoare nectar capsuni si banane Prigat,56,0,0,14,0,1 sticla = 0.33l
Racoritoare pink grapefruit Frutti Fresh,47,0.1,0.1,12,0,
Racoritoare San Terra Cola Kaufland,0.2,0,0,0,0,1 sticla = 2litri
Red Bull,45,0.3,0.1,10.9,0,
Rom Captain Morgan Original spiced,214.3,0,0,1.1,0,
Sampanie demi-dulce,97,0.2,0,7,0,
Sampanie dulce,117,0.2,0,12,0,
Schweppes Bitter Lemon,52,0,0,12.6,0,
Shake UltraLive Forever,384,50,12,19,4,1 masura = 25 g
Sirop de ciocolata Nesquik,263,0,0,65.8,2.6,
Sirop ice tea lamaie Laurul,255,0,0,65.9,0,
Sirop lamaie Laurul,255,0,0,65.9,0,
Sirop soc Laurul,255,0,0,65.9,0,
Sirop zmeura Laurul,255,0,0,65.9,0,
Smoothie mango si fructele pasiunii Delhaize,50,0.8,0.4,10.9,0,
Soia de baut natur + Calciu Berief,31,2.1,1.1,3,0.2,1 masura = 150 g
Suc ananas din compot cu zahar,56,0,0,13.6,0,
Suc capsuni Figo,36,0.1,0.1,9,0,1 sticla = 300 ml
Suc cu lamaie si menta Granini,44,0.1,0.1,11,0.2,"1 sticla = 1,5 l"
Suc de ananas 100% Dole,50.8,0.3,0.1,12.2,0.5,1 cutie = 250 g
Suc de fructe Fruttia deliciu Tutti Frutti,42,0.1,0.2,10,0,
Suc de grapefruit light Prigat,2,0,0,13,0.1,
Suc de gutui Wolfra,43,0,0,10,0,
Suc de mandarine Prigat Activ,46,0,0,11.5,0,0
Suc de mere Biotrend Lidl,47,0.1,0.1,11,0.1,1 cutie = 1l
Suc de mere Solevita,38,0.1,0,9.1,0.1,
Suc de mere verzi Pfanner,50.4,0.1,0.1,11.9,0,
Suc de piersici Ciao,29,0.2,0.1,6.8,0,
Suc de portocale 100% Fruit du monde,41,0.7,0.2,9,0,1 sticla = 330 ml
Suc de portocale Bravo,30,0.5,0.1,5.9,0,
Suc de portocale light Cappy Tempo,3,0,0,0.4,0,
Suc de portocale Prigat,45,0,0,11,0,
Suc de prune Bjorg,77,0.3,0,18.8,0.6,
Suc de rosii Fruttia,29,1,0.1,6,0,
Suc de rosii Palazzo,23,1,0,4,1.4,1 cutie = 500 g
Suc de struguri albi 100%,67,0,0,16.3,0,
Suc de tomate Ciao,21,0.9,0.1,4,0,
Suc dietetic multivitamin Pfanner,21,0.1,0.1,4.6,0.1,
Suc fresh portocale Mega Image,46.4,0.9,0.1,10.5,0,1 sticla = 980 ml
Suc lemon lime Adria,7.4,0,0,1.7,0,
Suc mango Phaner,47,0.2,0,11.2,0.4,
Suc mere si zmeura Ciao,28,0,0,6.7,0,1 cutie = 2 l
"Suc morcov, capsuni, lamaie verde, mar Tedi Play",44,0.1,0,11,0.1,
"Suc morcovi,mere,portocale Carotella Plus",45,0.4,0.1,10.6,1.2,1 buc = 2 l
Suc multifruct multivitamine fara zahar Pfanner,53,0.3,0.1,11.7,0.4,
Suc natural de grapefruit,41,0.5,0.1,9.6,0,
Suc natural de mere,47,0.1,0.1,11.7,0.1,
Suc natural de mere Gusturi Romanesti,47,0.2,0,11.4,0,1 cutie = 2 l
Suc natural de morcovi,29,0.8,0,5.8,0.8,
Suc natural de portocale rosii Santal,46,0.2,0.1,11,0,
Suc natural sfecla rosie cu lamaie Golden Valley,37,1,0.1,7.9,0,1 sticla = 750 ml
Suc portocale Bravo,41.1,0.3,0.1,10.6,0.1,1 cutie = 2 l
Suc portocale clasic fara zahar Tymbark,44,0.6,0.1,10.2,0,1 cutie = 2 l
Suc portocale Hohes C ,43,0.5,0.2,9,0.5,1 cutie = 1 l
"Suc raw juice mar, ananas, kale, spanac, menta Urban Monkey",38,1.2,0.4,7.3,0,
"Suc raw mar ,para, zmeura Urban Monkey",42,0.2,0.1,10,0.4,
Suc rosii Santal,20,1.1,0.2,3.5,0.1,
Suc sfecla rosie,50,0,0,11.3,2.3,
Suc Tazo Giant Peach,40,0,0,9.2,0,1 sticla = 454 g
"Suc Veganade piesica, morcov, zmeura, ardei, mersor Mega Image",27.2,0.6,0.5,5.1,2.6,1 sticla = 250 ml
Tassimo latte macchiato caramel Jacobs,42,1.5,1.8,5,0,1 portie = 220 g
Tequila,108,0,0,0,0,1 shot = 50ml
Tuica,250,0,0,0,0,
Vin alb demi-dulce,70,0.1,0,2,0,
Vin demi-sec,78,0,0,3.7,0,
Vin rosu demi-sec,83,0.1,0,3,0,
Vin rosu sec,75,0,0,3,0,
Whiskey,251,0,0,0.1,0,
Apa aromata Voslauer Balance,16,0.1,0.1,3.8,0,
Apa minerala cu aroma de portocale Voslauer Biolimo,25,0.1,0.1,5.2,0,1 sticla = 1l
Apa tonica Schweppes Kinley,37,0,0,8.9,0,
Apa tonica Schweppes Pineapple-Coconut,20,0,0,4.7,0,
bautura  Hydrate & Perform Sport Drink Isostar,373,0,0,88,0,1 cutie = 5 l
Bautura bio din ovaz Joya,46,0.6,1,8.2,0.9,
Bautura carbogazoasa Adria Cola,7,0,0,1.8,0,
Bautura carbogazoasa Cola light Freeway Lidl,1,0,0,0.1,0,
Bautura carbogazoasa Pepsi Light,0.2,0.1,0,0.1,0,
Bautura carbogazoasa Pepsi Twist Lemon,41,0,0,10,0,
Bautura Citrus Powerade,17,0,0,3.9,0,1 sticla = 500 ml
Bautura cu fructe si leche Don Simon,33,0.4,0,7.6,0,1 cutie = 330 ml
"Bautura cu morcov, portocale, mar Tedi",52,0.3,0.1,12.4,1.3, 1 sticla = 330 ml
Bautura de soia cu vanilie Delhaize,56,3,1.8,6.9,0.5,1 cutie = 250 g
Bautura din migdale cu calciu si vitamine Alpro,24,0.5,1.1,3,0.2,1 sticla = 1 l
Bautura din soia cu aroma de capsuni Inedit,33,1.8,1.1,4.1,0,1 sticla = 750 ml
Bautura din soia cu aroma de vanilie Inedit,33,1.8,1.1,4.1,0,
Bautura din soia cu ciocolata elvetiana Joya,80,4,2.8,9.2,1,1 cutie = 230 ml
Bautura Dr. Pepper less sugar,28,0,0,6.9,0,1 cutie = 330 g
Bautura energizanta Burn,62,0.4,0,14.5,0,1 cutie = 250 ml
Bautura energizanta light Watt Energy,3,0.4,0,0,0.1,
Bautura energizanta Mountain Dew,47.8,0,0,12.9,0,
Bautura energizanta Red Bull sugarfree,3,0,0,0,0,
Bautura Giusto Bitter Lemon Green,45,0,0,10.9,0,
Bautura instant aromatizata cu continut de cafea solubila Typ Plus,396,4.5,8.5,75.6,2.2,1 cutie = 250 g
Bautura instant pe baza de extract de cereale Inka,370,4.7,0,88.4,0,1 lingurita = 3 - 4 grame
Bautura light Ice Tea Lemon Ice Tea,1,0.1,0.1,0.1,0.1,1 sticla = 2 l
Bautura pentru sportivi cu aroma de lamaie Gatorade,25,0,0,6,0,
"Bautura racoritoare cactus, mere, lamai verzi Tymbark",47,0.1,0.1,11.4,0,
Bautura racoritoare cu Aloe Vera Tropical,38,0,0,9.6,0,1 sticla = 1000 ml
Bautura racoritoare cu lamaie light Jana,8,0,0,2,0,
Bautura racoritoare cu pulpa de aloe vera Paldo,44.4,0,0.1,9.5,0,
Bautura racoritoare Dr. Pepper,41,0,0,10.1,0,1 doza = 330ml
Bautura racoritoare piersici si caise Fanta,110,0,0,27,0,
Bautura racoritoare Powerade Mountain Blast,35,0,0,8.2,0,1 sticla = 500 g
Bautura zmeura Gatorade,23,0,0,5.8,0,1 sticla = 500 ml
Bere,43,0.5,0,3.5,0,
Bere Bavaria,44,0,0,3.7,0,5% alcool
Bere blonda alcool 4% 365 Mega Image,29.5,0.3,0,1.7,0,1 PET = 2 l
Bere bruna,48,0.3,0,5.7,0,
Bere Ciuc,43,0.5,0,3.6,0,
Bere fara alcool,19,0,0,4,0,
Bere fara alcool cu ghimbir Bundaberg,44,0,10.8,0,0,
Bere nefiltrata Erdinger,44,0,0,2.6,0,1 sticla = 0.5 l
Bere nefiltrata Oettinger,34.6,0.2,0,4.6,0,1 cutie = 500 ml
Bere Skol,43,0,0,0,0,4.6% alcool
Bere Ursus,41,0,0,1,0,
Brandy 40%,225,0,0,0.5,0,
Cafea,1,0,0,0,0,1 ceasca = 50 g
Cafea 3 in 1 cu topping de ciocolata Jacobs,375,2.9,9.4,69,0.8,1 plic = 17 g
Cafea 4 in 1 cu guarana Doncafe,435,3,10,84,0,1 pliculet = 18 g
Cafea aroma italiana Kimbo ,10.5,1.3,0,1.2,0,
Cafea cool break cu aroma capsuni Jacobs,450,5,15.5,73.5,0,1 plic = 12 g
Cafea cu lapte si zahar de la automat,50,0.4,2,7.6,0,1 pahar = 150 g
Cafea din plante in amestec cu cafea arabica si robusta Fitness Coffee,47.6,1.3,0.4,1.6,4,
Cafea espresso machiatto Starbucks ,16,1,0.5,2,0,1 pahar Starbucks = 30g
