Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Paste fainoase Emiliane Barilla,365,15,4.5,66,3,
Paste fainoase farfelle Brailla,357,12.5,1.8,75,3.6,
Paste fainoase integrale penne rigate Barilla,351,12.5,2.5,66.7,6,
Paste fainoase maccaroni Baneasa,365,11,0.7,75,0,
Paste fainoase mini fusilli Panzani,354,12,2,72,0,1 punga = 500 g
Paste fainoase penne Barilla,357,12.5,1.8,75,3.6,
Paste fainoase scoici Pangram,363,11,1.2,76,0,1 punga = 400 g
Paste fainoase spaghetti Arnos,356,12,1.2,73,2.8,1 punga = 400 g
Paste fainoase spirale Baneasa,354.9,12,2.4,69.4,3.8,1 punga = 400 g
Paste fainoase Stelline Barilla,356,11,1.5,73.2,3,1 cutie = 500 g
Paste fainoase tagliatelle cu ou din faina de grau dur Da Marco,343,14,3,65,0,1 cutie = 500 g
Paste fainoase tortelini cu ricotta si spanac Barilla,411,14.3,14.3,57.1,7.1,
Paste fainoase Toscana,351,10.5,1.3,75,0,
Paste fara ou Boromir,350,11,0.7,75,0,
Paste fusili Dr. Man,328.3,26.9,6.6,38.2,16.8,
Paste Fusilli K-Classic ,358,11.5,1.5,73.2,3,1 punga = 500 g
Paste fusilli spirale extra Arpis,350,10,1.1,72,0,
Paste integrale Agnesi,354,13,2.5,66.5,7,1 pachet = 500 g
Paste integrale de secara SanoVita,328,9.3,1.7,66.6,7.5,1 punga = 300 g
Paste integrale fusilli Barilla,349,12.5,2,67.2,6,
Paste integrale fusilli Misura,286,11,2,56,6,
Paste integrale nefierte,348,14.6,1.4,75,8.3,
Paste integrale Sano Vita,361,12.2,2,73.5,0,
Paste N7 Spaghettoni,356,12.5,1.5,71.7,3,
Paste Penne,357,12.5,1.8,75,3.6,
Paste penne rigate Baneasa,350,11,0.7,75,0,
Paste Pipe Rigate Combino,352,12,1.3,73,0,
Paste ravioli cu branza Monte Banato,338,11.3,6.2,59.4,0,1 punga = 250 g
Paste Shirataki Spaghetti din Konjac LCW,6,0,0,0.5,3,1 pachet = 200 g
Paste soia Dr. Man,328,26.9,6.6,38.2,16.8,
Paste spirale Monte Banato,365,11.9,1.6,75.8,0,1 punga = 500 g
"Paste, 2 oua",379,14,2.6,75.1,3.2,
"Paste, 8 oua (de casa)",400,17,5,69.2,3.2,
Penne Agnesi,359,13,1.5,72,0,1 cutie = 500 g
Penne din faina integrala de grau organic  La terra e i cielo,356,12.5,1.6,73,0,
Penne integrale 100% Probios,335,16.2,2.2,62.5,7.1,1 punga = 500 g
Penne Protopasta,324,60,3,14.2,8,1 punga = 50 g
Penne rigate integrale Baneasa,327,13.7,2.1,59.3,8.2,
Penne Rigate La Capannina,358,12,1.1,75,0,
Penne Rigate Titan,339.4,9.4,2.6,69.6,3.6,
Pernute cu alune Viva,478,6,18.8,70,2.6,1 punga = 200 g
Pernute de cereale cu vanilie si musli Dr. Oetker Vitalis,453,8.2,14.7,69.7,4.3,
Pesmet (alb) dulce,398,11.3,5.1,74.2,2.4,
Pesmet alb Winny,369,12,1,78,0,1 pachet = 500 g
Pesmet din paine alba Vitastar,360,12.3,1,74.6,1.6,
Piscoturi cu oua Savoiardi Boromir,378,8,2.8,80,0,1 piscot = 10 g
Pogacele cu unt,204,4.3,9.8,23.3,3,1 buc = 47 g
Porumb dulce in vid Olympia,118,3.9,1.3,22.7,2,1 cutie = 340 g
Porumb fiert,96,3.4,1.5,21,2.4,1 stiulete (boabele) = 150 g
Porumb incoltit,476,18.8,34.5,19,2,
Pufarine Proxi,375.8,6.9,0.8,85.4,2.4,
Quinoa alba Fruit Orchard,355,12.2,5.9,62.5,6.9,1 pachet = 500 g
Quinoa gatita,120,4.4,1.9,21.3,2.8,
Quinoa organic Now Foods,380,14,6,70,12,
Rondele crocante de grau expandat Linia Velt,362,13.5,0.9,74,3,
Rondele de orez expandat Crusti Croc,392,8.2,3.2,81.1,3.2,1 buc = 7g
Rondele de orez expandat cu aroma de mar si scortisoara Stilla Fitness,381,6,0.8,86,2.2,
Rondele de orez expandat cu iaurt Stilla Fitness,454,6.3,15.7,69.9,0,
Rondele de orez rice cakes 365,491,6.7,22.4,64.3,2.7,1 pachet = 150 g
Rondele din grau expandat cu glazura de ciocolata SanoVita,431,9,13.1,68.5,0,1rondea = 19 g
Rondele din grau expandat Sanovita,364,13.5,0.9,74,3,1 rondea = 10 g
Rondele din orez expandat Sanovita,397,8,3,83,3,1 rondela = 10 g
Rondele orez cu ciocolata Goog Food,473,6.4,19.5,66.5,2.9,1 punga = 70 g
Rondele orez expandat eco Irma,390,7,4,81,0,
Secara,335,14.8,2.5,69.8,14.6,
Seminte de hrisca SanoVita,359,12.4,2.6,69.7,3.6,1 punga = 200 g
Seminte de susan Pirifan,592,20,55,1,0,
Soia Darling,353,52,1,32,2,1 punga = 100 g
Spagete nr. 5 Barilla,359,12.5,2,71,6,
Spaghete Barilla,350,12,1.5,72.2,3,1 cutie = 500 g
Spaghete Clever Billa,350.6,11,1.2,73,2.5,1 punga = 400 g
Spaghete cu ou Monte Banato,382,13,1.1,75,0,
Spaghete din faina de orez,336.7,6.5,0.7,76.2,0,
Spaghete din grau dur Cora,344,13,2,65,7,
Spaghete fierte,158,5.8,0.9,30.9,1.8,
Spaghete integrale Combino,351,12,1.9,68,6.8,0.01
Spaghete integrale din grau spelt Bio Rinatura,347,14,3,60,12,1 punga = 250 g
Spaghete integrale nefierte Buitoni,350,12.5,2.4,66,7,1 punga = 500 g
Spaghete integrale Pambac,312.6,13,2.4,65,10.5,
Spaghete integrale Vita D'or,329,12,2.3,65,10,
Spaghete La Collezione Barilla,360,14,3.5,68,3,
Spaghete orez vermicelli Oh! Ricey,354,6,0.2,82.2,0,
Spaghete Pasta D'Oro Arpis,350,8,1.1,72,0,
Spaghetti Integrali De Cecco,328,14.5,2.5,62,7.5,1 cutie = 500 g
Sticksuri din cereale cu tarate de grau Rommac,357,13.7,3.1,59.8,17.7,1 punga = 125 g
Taietei de orez Vina Acecook Vietnam,366,6.4,0.6,82.8,1.8,1 pachet = 200 g
Taitei chinezesti de soia fierti,17.6,0.9,0.9,3,2,
Taitei chinezesti Lidl,366,14,2.6,70,3.3,1 punga = 250 g
Taitei de casa lati si ondulati Hutton,391,13,2.8,76.5,0,1 punga = 250 g
Taitei de orez Delhaize,365,7,0,80,0,
Taitei de orez Rice noodles Rollton,336,4.7,0.1,79,0,1 punga = 200 g
Taitei din faina de orez Vifon,991,8,0,240,2.4,300 g
Tarate de grau Bio Greno,263,14.9,4.7,45.4,17.5,1 lingurita = 3 g
Tarate de grau Luomu,143,15,1,9,55,
Tarate de grau Solaris,358,16.2,3.1,62.6,41,1 punga = 250 g
Tarate de orez Now Foods,466.7,20,20,53.3,13.3,
Tarate de ovaz CozoPIRI,337,17.1,7.9,64.1,15,1 lingura cu varf = 10 g
Tarate de ovaz faina Fruit Orchard Bio,360,15.1,6.6,54.6,11.4,1 punga = 150 g
Tarate de ovaz Pirifan,389,12.1,6.9,67.1,4.7,1 punga = 200 g
Tarate de ovaz Sanovita,407,17.6,8.7,60,16.5,
Tarate de quinoa Bran Organic,470,40,26,21,13,1 pachet = 150 g
Tarate Hacendado,289,15,5.4,26,37,1 punga = 200 g
Tartine (rondele) din orez ecologic Scotti Risette,367,8.3,2.8,80.9,1.3,1 felie = 8 g
Tartine din grau Carrefour,358,13.5,0.9,74,3,
Tartine din grau ecologic Scotti,364,13.5,0.9,74,0,1 felie = 8 g
Tartine din orez ecologic Scotti,381,8.1,2.8,80.9,3.9,1 felie = 8 g
Tartine multicereale Lima,395,9.8,3.1,82,0,1 punga =100 g
Tortellini cu carne Monte Banato,378,12.5,7,65,0,1 punga = 400 g
Tortellini Lidl,131,5,6,14,0,
Tortelloni Ricotta Spanac Italiamo,308,11,10.9,39.6,3.7,ambalaj 250 g
Wafe din orez cu ciocolata cu lapte Hig,480,7,20.8,65.7,0,
Wafe orez cu porumb Hig,393,8.9,3.5,81.5,0,
Wafe orez fara sare Alnatura,401,8.8,3.3,82.5,0,
Alune de padure crude Poex,652,12,62,11,8.2,1 punga = 500 g
Amestec cereale integrale Integral-R Rommac,320,11.5,3.3,60.8,20,1 lingura = 9 g
Amestec de cereale Pirifan,356,11.5,3.9,68,0,
Amidon,335,0.6,0.1,83.1,0,
Amidon (porumb),346,0.3,0.1,85.9,0,
Arpacas Boromir,349,12.6,0.3,71.2,9,1 punga = 500 g
Arpacas de orz,352,9.9,1.2,77.7,15.6,1/2 cana = 100 g
Baton cereale Corny Activ,349,7.1,13.7,46.1,16.8,1 baton = 20g
Baton cereale cu ciocolata Aptonia,424,7,14,67.5,5.2,1 buc = 21 g
Baton cereale cu ciocolata Nestle Fitness,393,5.8,3.9,70.7,4.3,1 baton = 23.5 g
Baton cereale cu mere si pere Stilla Fitness,350,7.2,5,72,0,1 baton = 25 g
Baton cereale integrale cu fructe tropicale si iaurt Rommac,321,6,2,77,10,1 baton = 30 g
Baton cereale si cacao Mulino Bianco,447,7.5,19,61.5,7.5,1 buc = 19 g
Baton cereale Special K,383,8,5,77,2,1 baton = 23 g
Baton cu cereale miere si seminte Rommac,389,6.1,4.8,80,3,1 baton = 15 g
"Baton cu cereale, miere, mere si caise Rommac",384,7.8,3.5,80.5,2.5,1 baton = 20 g
Baton cu ciocolata si musli crocant Hahne,423,9.2,15.3,58.4,7.7,
Baton cu musli si alune Big Free Corny,345,11.9,6.9,64.8,0,1 buc = 50g
Baton cu musli si alune Fit & Activ Riegel,406,9.2,15.2,58,8,1 baton = 25 g
"Baton cu musli, caise si iaurt FirstNice",396,4.6,15.3,60,0,1 buc = 35 g
"Baton cu rez, porumb, susan expandate Nias",376,8.7,0.5,84.7,0,1 felie = 10 g
Baton de cereale fitness cu alune Stilla Fitness,358,7.6,11,65.6,0,1 baton = 25 g
Baton de cereale Morning Sun,445,4.9,19.8,61.9,4.4,
Baton de musli cu ciocolata Musli-Riegel Fit & Activ Plus,444,8.4,18,62,0,1 buc = 25 g
Baton musli cereale si visine Nestle,382,5.8,7.2,67,4.5,1 baton = 40 g
Baton musli cu afine in glazura de iaurt Stilla Natura,350,4.9,11.3,60.2,0,1 baton = 30 g
"Baton musli cu merisoare de padure, zmeura cu glazura de iaurt Crip Crop",405,5.3,14.5,66.3,0,1 baton = 30 g
Baton musli lime si ciocolata Galaxy,417,6.9,17.6,58.6,5.5,1 buc = 30 g
Bautura din hrisca Bio Grano,57,0.6,1.5,10.2,0.5,1 cutie = 1 l
Biscuiti bogati in fibre Sunny Bisk Bokomo,353,13.1,1.6,77.2,12.6,1 biscuite = 18 g
Biscuiti cu cereale integrale si unt Sondey,440,8.7,12,71,6.5,4 biscuiti = 28 g
Biscuiti cu miere Dolciando,461,7.3,15,73.1,2.2,1 pachet = 625 g
Biscuiti de casa dietetici fara zahar,328.5,2,1.1,10.6,7.9,
"biscuiti digestivi din faina integrala cu fulgi de ovaz, grau si chipsuri de ciocolata neagra Gullon",483,8.9,21.9,59.6,5.5,1 biscuite = 14 g
Biscuiti digestivi Gullon,480,6.9,21.3,65.2,2.6,1 buc = 14g
Biscuiti ecologici cu seminte de floarea soarelui Ecomania,363,7.4,17.8,40.4,0,
Biscuiti fara zahar bogati in fibre Korpovit,375,15.4,12.7,49.7,16,1 pachet = 200 g
Biscuiti Frutta Mulino Bianco Grancereale,457,7.5,19.5,57.4,11,1 pachet = 250 g
Biscuiti integrali amestec cu chimen Ecomania,363,7.4,17.8,40.4,0,
Biscuiti integrali Realforno,447,8.3,15.6,65.2,6.1,1 punga = 700 g
Biscuiti ovaz Ikea,496,4.8,24,62,0,1 buc = 7 g
Biscuiti Salatini,496,8.5,26,56,1.8,
Boabe de hrisca integrale Pirifan,343,13.3,2.7,71.5,10,1 punga = 250 g
Boabe naut Sanovita,389,19,5.5,58,5,
Cacao Nesquik Nestle,388,8.6,4.6,74.7,6.6,
Cereale 90% fructe uscate Exotic Sanovita,312.8,5.9,17,67.7,1.4,
Cereale Bixies Sanitarium,356,12.4,1.4,67,11,1 biscuit = 15 g
Cereale Choco Happs K-Classic,394,8.2,2.7,82,4.6,1 punga = 250 g
Cereale cookie crisp brownie Nestle,386,7.4,3.7,77.9,5.2,1 punga = 500 g
Cereale Cookie Crisp Nestle,375,6.3,3.1,80.4,5.3,
Cereale crocante cu ovaz si ciocolata Quaker,475,7,21,61,7,1 cutie = 375g
"Cereale cu capsuni, zmeura si cirese Crownfield",378,12,1,78.3,3.9,1 cutie = 425 g
Cereale cu ciocolata fara gluten Gerble,372,7.8,2.6,79.3,3.1,1 cutie = 500 g
Cereale cu fructe muesli Dia,322,8.6,6,60.9,3.5,1 lingura = 12 g
Cereale cu fructe si nuci All Bran Kellogg's,380,8,6,69,9,
Cereale cu iaurt Fitness,394,7.9,6,74.2,5.8,1 punga = 225 g
Cereale cu miere Carrefour,402,5.2,3.5,86,2.6,1 punga = 500 g
Cereale cu miere Honey Flakes Goody,411,8.8,6,78.7,3.4,
Cereale cu miere si alune Honey & Nut Flakes K-Classic Kaufland,400,8.9,7.2,72.4,5,1 punga = 250 g
Cereale cu migdale si nuci Almonds Nuts Granola Nestle,414,9.7,9.6,68.1,8.3,
Cereale cu scortisoara Brumi,411,6.7,8.4,77.1,2,
Cereale cu scortisoara Viva Star,459,5,15,75,2,1 punga = 250 g
Cereale de grau cu musli Trauben-Nuss,392,11,12,60,10,
Cereale de mei expandat SanoVita,338,12.3,1.8,80,1.7,
Cereale de ovaz Crispy Barley Sanovita,383,13,2.4,77,10.5,1 punga = 250 g
Cereale de porumb corn flakes K-Classic Kaufland,385,8.4,2.1,82,2.3,1 punga = 1 kg
Cereale de porumb Winny,387,8,1.5,85.5,2,
Cereale din tarate de grau cu 7 vitamine si fier Absolut Bran,236,16.3,2.2,37.7,35.5,
Cereale expandate Bobita,364,6.8,0.4,86.8,6.6,1 punga = 100 g
Cereale Fit & Form Viva,384,6.6,3.5,70,5,
Cereale fitness Stilla Natural,384.9,7.8,1.3,83.9,3.2,
Cereale flakes pure Kaufland Classic,376,12.7,2.9,67.8,14.9,1 punga = 250 g 
Cereale Fruity Muesli Tilo's,321,10.9,2.6,63.6,10.7,1 portie = 30 g
Cereale granola Tilo's,395,10,10,70,8,
Cereale integrale cu 30% fructe deshidratate Distins,332,9.6,4,68.2,0,1 punga = 500 g
Cereale integrale de grau Nestle,363,8,1.3,79.8,5.1,
Cereale integrale Diet Dobrogea,346,8.7,1.9,71.3,16.4,1 portie = 40 g
Cereale Kellogg's All Brann Original,250,11.1,2.8,75,33.3,1/2 cana = 36 g
Cereale Kellogg's Special K,374,15,1.5,75,2.5,
Cereale miere si caramel Cora,346,8.6,1.7,74,5.6,
Cereale musli cu fructe Sanovita,402,9.8,8.3,71.4,4,
Cereale musli integrale stafide si nuci Lidl,368,10.8,9.3,54.9,10.8,1 portie = 50 g
Cereale Musli traditional Nestle,358,11.3,6.5,63.7,7.7,
Cereale musli tropical Nestle,381,9.2,7.1,66.3,7.7,1 buc = 350 g
Cereale Nestle Chocapic,382,8.4,2.8,76.2,0,
Cereale Nestle Fitness Chocolate,398,7.9,6.3,74.8,5,
Cereale Nestle Nesquik,386,8.1,3.9,76.1,6.3,
Cereale orez si grau integral Delhaize,370,11,1.5,78,3.5,1 bol = 30 g
Cereale simple Nestle Fitness,369,8.4,1.3,77.6,6.2,
Cereale tropic Goody Morning,376,9.5,7,64.3,8.9,1 cutie = 350 g
Chifle cu faina integrala Panemar,262,9.8,0.6,54.4,0,1 chifla = 75 g
Chocolate crunchy Muesli Billa,430,9.1,14.8,61,8,
Conserva boabe naut fierte Divella,72,4.3,1.3,8.6,4.5,1 cutie = 240 g
Corn,242,10,0.8,50.8,2.5,1 buc = 44 g
Cous cous Barilla,356,12,1.5,72.2,3,
Cous Cous Panzani,369,13,2,73,3.4,1 cutie = 500 g
Cous-cous fiert,159,4,1,31,1,
Cous-cous nepreparat Divella,341,11.3,1.3,71,0.2,
Covrigei,378,10,3,79,5,1 covrigel = 6 g
Covrigei cu mac Hai-Hui,446,11.8,13.4,69.5,0,1 punga mare = 250 g
Covrigei cu sare Jack Pot,406,10,6,78,0,
Covrigei cu tarate Mini Feast,462,8.1,11.5,70.6,0,
Covrigei ulei de masline Boromir,501,10.8,18.3,73.2,0,1 punga = 100 g
Covrigi,320,11,1,71,3.4,1 covrig = 50 g
Crackeri cu mere si scortisoara Vitasnella,397,6,8.5,74,3,1 cracker = 14 g
Crackeri integrali Crich,425,11.1,13,65.9,8,
Crackeri integrali Misura,387,12.8,10.9,59.3,11.5,1 cracker = 6 g
Crackers cu ulei de masline extravirgin si rozmarin Crich,429,10.9,12.1,69.1,3.5,
Crunchy Muesli Kaufland,441,7.3,16,64,6,1 punga = 750 g
Cus-cus Arnos,362,10.9,2.4,74.2,0,
Faina alba,364,10.3,1,76.3,2.7,
Faina alba 650 Castello,346,9.5,1.3,74.1,0,
Faina alba de grau 650 Aro,347,10.3,1,72,1.4,1 punga = 1 kg
Faina alba de grau 650 Baneasa,346,10.5,1.2,72.5,1.8,
Faina alba de grau 650 Pambac,347,10.6,1.3,73.2,0.6,
Faina alba de grau Clever,342,10,0.9,73.6,0,
Faina alba de grau Panemar,344,13.8,0.6,70.8,0,
Faina alba superioara 000 Arpis,352,11,0.9,73,0,
Faina alba superioara de grau Castello,345,10,0.9,74.2,0,
Faina alba tip000 Titan,342,10,0.9,73.6,0,
Faina Bio integrala de secara Verival,289,10.8,1.5,58.8,13.5,1 punga = 1000 g
Faina de grau alba 550 Baneasa,345.5,9.5,1.1,74.4,0,
Faina de grau alba superioara 000 Baneasa,346,10.7,0.9,73.1,1.3,
Faina de grau integrala Solaris ,367,10,1.6,73.3,10.4,
Faina de grau neagra Baneasa,358,11.2,2.1,73.6,0,
Faina de hrisca Solaris,383,16.7,5,66.7,10,1 pachet = 500 g
Faina de migdale Fytovital,620,22,51,20,0,
Faina de naut,387,22.4,6.7,57.8,10.8,
Faina de orez,359,6.9,0.6,79.4,1,
Faina de ovaz Solaris,385,14.8,5.2,70,10,
Faina de porumb (malai),366,8.5,1.7,77.7,7.4,
Faina de secara Boromir,361,9.3,1.7,74.9,0,
Faina de secara integrala Solaris Plant,335,11.6,1.9,67.8,2.3,
Faina de seminte de dovleac Herbavit,384,54,12,15,6,
Faina de soia degresata Sanovita,380,47,7,34,0,1 punga = 250 g
Faina Diabetstar,318,31.1,2.3,43.3,9.9,1 punga = 1000 g
Faina Dura Food,366,12.3,1.3,76.3,0,
Faina Espigas De Oro ,339,10.6,0,71.8,4,
Faina integrala de grau Cora,340,11.6,1.6,68.7,2.4,
Faina integrala de grau Grania,336,11.6,1.6,68.7,12.2,
Faina integrala de secara Dobrogea,334,10,1.9,65,8,
Faina integrala din grau Sanovita,348,14.4,1.8,66.2,0,
Faina integrala din secara Sanovita,328,9.3,1.7,66.6,7.5,
Faina low carb Buna Dimineata,399,52,18,7.2,3.6,
Faina neagra de grau Titan,347,15.3,2.7,62.7,5.3,1 punga = 1 kg
Faina orz,345,10.5,1.6,74.5,10.1,
Faina pentru paine Slabesti Mancand,326,25.9,6,42.2,16.6,
Faina pentru patiserie Slabesti Mancand,328,27.6,6.8,39.2,17.2,
Fasole extra Sunshine,272,23.5,1.5,41.1,0,
Felii crocante cu faina integrala graham Stilla Fitness ,342.8,10,0.8,70.8,3.9,
Felii crocante cu secara Stilla Fitness line,336.3,9.6,1.8,69.7,5.6,
Felii crocante din porumb cu branza Stilla Fitness,382,10,4.2,76.1,3.2,1 felie = 6.6 g
Felii de cereale Velt,353,9.6,1.9,73.5,6.5,1 felie = 7g
Felii orez expandat Plus,392,8.3,3,83.2,2.9,1 pachet = 25 g
Fibre tranzit Sano Vita,133,7.2,8.2,6.5,24,1 punga = 200 g
Fidea de casa cu oua Pambac,362,12,1.6,80,3,
Fidea Yannco,320,1.8,0,80,0,1 punga = 500 g
Foccacia,263,8.8,8.8,36.8,1.8,
Foi lasagna cu spanac Barilla,352,12,1.5,71.4,3,1 buc = 25 g
Foi lasana Gallo,373,12.5,1,77,3,
Fulgi cereale integrale continut redus de zahar Distins,360,8.3,1.9,73.8,7.1,1 punga = 500 g
Fulgi cu cereale integrale si orez Rommac,373.9,8.1,1.5,82,4.4,1 punga = 250 g
Fulgi de alac su susan Alnatura,466,17.5,23.2,42.4,8.6,1 punga = 175 g
"Fulgi de cereale (grau, secara, ovaz, orz) Sanovita",320,11.5,3.3,60.8,9.7,
Fulgi de cereale cu iaurt Stilla Fitness,405.3,7.5,5.1,80.9,2.9,1 punga = 250 g
Fulgi de cereale Multi Cereal Solaris Plant,313,11.6,2.8,72.3,13.1,
Fulgi de grau,339,10,1,83,12,
Fulgi de grau cu tarate Sanovita,357,10,2.4,72.6,0,1 punga = 150 g
Fulgi de grau germinat Granovit,308,13,1.8,58,9,1 lingura = 17g
"Fulgi de grau integral, fibre si pudra de cacao Rommac",340,8.7,2,75.4,7,1 punga = 150 g
Fulgi de grau Pirifan,350,10.6,1.8,72.3,0,
Fulgi de grau si secara germinate Solaris,314,12,1.6,58,12,1 punga= 350 g
fulgi de hrisca crispy Sano Vita,343,11,3,67,7.3,
Fulgi de orez caramel Lecker,360,9.7,2,75,0,1 punga = 100 g
Fulgi de orez natur Rommac,378,8.6,0.1,86,3.1,
fulgi de orz Agapy,318,11.9,1.6,57.3,2.7,
Fulgi de orz Pirifan,352,11.9,3.6,67.3,0,
Fulgi de ovaz,246,17,7,66,15.4,1 cana = 100 g
Fulgi de ovaz Auchan,368,11,7.5,58,12,1 cutie = 500 g
Fulgi de ovaz bio AllGreen,362,13,7.8,59.9,7,
Fulgi de ovaz bio Delhaize,351,12.5,7.4,58.7,8.7,
Fulgi de ovaz Cora,365,12.9,6.9,57.2,11,1 punga = 500 g
Fulgi de ovaz cu fibre Carrefour,365,11.9,6.9,58.7,10,
Fulgi de ovaz delicat Hahne,360,12.5,7,57,0,
Fulgi de ovaz fin Pirifan,389,17,7,66,11,
Fulgi de ovaz Iasno Solnishko ,310,12,6,51,27.8,1 cutie = 500 g
Fulgi de ovaz intergral Morning Sun,352,13.5,7,58.7,0,
Fulgi de ovaz marunti Holiday,352,13.5,7,58.7,10,
Fulgi de ovaz natur All Green,355,14,7,59,10,1 punga = 500 g
Fulgi de ovaz Noe,354,13,6.2,62.5,9,1 punga = 500g
Fulgi de ovaz Pronat,389,16.9,6.9,66.3,10.6,1 punga = 300 g
Fulgi de ovaz Quaker Multifruit,371,8.3,5.7,68.2,6.9,
Fulgi de ovaz Rommac,320,10,4.7,58,6.8,
Fulgi de ovaz Ukos,359,14,7,55,10,
Fulgi de porumb,357,7.7,0.6,85.7,3.6,
Fulgi de porumb Carrefour,356,7.8,0.8,81.4,0,1 punga = 500 g
Fulgi de porumb Clever,376,7.4,1.5,81.4,0,1 punga = 500 g
Fulgi de porumb Cribbits,358,8.1,1,80.4,4.2,1 cutie = 500 g
Fulgi de porumb cu fructe exotice Sanovita,313.1,5.9,17,67.7,1.4,
Fulgi de porumb cu multivitamine si fier Fortza Titan,378.5,8,0.5,85.5,3.6,
Fulgi de porumb fara zahar Agapy,355,8.2,1.3,72.5,2.1,1 punga = 120 g
Fulgi de porumb fara zahar Sanovita,370,8.6,0.8,82.2,0,1 punga = 250 g
Fulgi de porumb Goody,375,8.2,1.3,81.5,2.3,
Fulgi de porumb K-Classic,376,7.8,0.8,83.4,0,
Fulgi de porumb Proxi,374,6.6,0.7,84.4,0,1 punga = 500 g
Fulgi de porumb Winny,390,8.4,1,84.5,0,
Fulgi de secara germinata granovit Solaris,320,10,1.6,58,15,1 punga = 350 g
Fulgi de secara Sanovita,296,9.5,1.7,60.7,0,
Fulgi din cereale cu fibre din roscoava si vanilie Linia Velt,340,7.9,2.1,75,6.5,
Fulgi din porumb corn flakes Viva,400,6.8,2.3,87,2,1 punga = 500 g
Fulgi grau Bulgur Bohlsener Muehle,235,4,1,52.5,4.4,
Fulgi multi grain si porumb Sano Vita,325,11.3,3.2,61.8,0,1 punga = 500 g
Fulgi ovaz cu seminte canepa Canah,441,19,18.5,51,20,1 lingura = 8 g
Fulgi ovaz fin Inima Naturii,389,17,7,66,11,
Fulgi ovaz Haferflocken Oat Flakes Lidl,352,14,7,59,9,1 punga = 500 g
Fulgi petale de orez si grau integral Cora,381,10,1.4,80,4,1 cutie = 375 g
Fulgi porumb corn flakes Boromir,370,6.9,1.5,82.4,3,1 punga = 250 g
Fulgi porumb Stilla Fitness Kaufland,371,7.8,1.4,81.8,4.1,
Fusilli Carrefour,350,11,0,75,0,0
Fusilli tricolori La Capannina,358,12,1.1,75,0,
Galette de porumb Delhaize,382,7.9,3.4,80,0,1 buc= 5.5 g
Germeni de grau bio Probios,360,23,9.7,51.8,13.2,1 punga = 250 g
Germeni de grau Solaris,360,15.5,12,52.5,6.5,1 punga = 250 g
Gluten din grau SanoVita,376,77,1.4,9.5,0,1 punga = 250 g
Gransoare Carefour,372,8,1.3,80,5.9,1 gransoara = 5.2 g
Grau expandat dulce cu gust de fructe Triti Bell,383,6.5,1,87.6,4.1,
Grau incoltit,349,25,8,42,11,
Grausoare dietetice,372,9.6,1.6,80,0,1 buc = 5 g
Gris Bunetto,328,10.3,1,67.9,0,1 punga = 1 kg
Gris de grau Baneasa,349,10,1.1,73.9,1.8,1 punga = 500 g
Gris de grau salbatic Verival Bio,339,9.4,68.8,0.9,0,1 punga = 500 g
Gris din grau Titan,343,11,0.8,73,0,
Hrisca Bunetto,335,12.6,3.3,63.2,0,
Hrisca Delcon,329,12.6,3.3,63.2,0,1 pachet = 1 kg
Inlocuitor de cafea din cereale Breakfast,351,5.5,0,81.9,7.7,1 borcan = 200 g
Linte rosie decorticata Trs,318,23.8,1.3,56.3,5,
Lipie Carrefour,317,9.3,7,54.2,0,1 buc = 40 g
Lipie graham,266,10,3,55,7,1 buc= 64 g
Macaroane nefierte,371,13,1.5,74.7,3.2,
Malai extra Arpis,352,7,1,78,0,1 punga =1 kg
Malai extra Cora,352,7,1,78,0,
Malai extra gold Raftul Bunicii,341,6.4,1.1,74,4.9,
Malai extra Pambac,349,7,1,70,7.2,1 lingura = 15 g
Malai grisat extra 365,342,8.8,1.3,73,1.4,1 punga = 1 kg
Malai pentru mamaliga Panzani,355,8.2,1.1,78,0,
Malai superior Castello,360,8,1,80,0,
Malai superior Titan,328,9,0.5,72,0,
Mei uscat,378,11,4.2,72.9,8.5,
Mix de cereale Basis Müsli Naturgut,361,12.4,6.8,56.8,9.6,
Muesli bio cu fructe Aldi,370,8.8,8.3,61,8,
Muesli Cranberries Sano Vita,354,7.5,1.8,72.5,6,1 punga = 400 g
Muesli crunchy ciocolata-banana Goody Vitelle,415,8.8,10.3,67.9,7.7,1 punga = 50 g
Muesli dried fruit Mega Image,352,10.2,4.9,62,9.5,1 pachet = 1000 g
Musli 40% fructe Stilla,371,8.2,4,74.6,0,1 punga = 750 g
Musli Beeren Real Bio,320,9.4,4.9,59.5,10.1,1cescuta mica de cafea = 50 g
Musli cereale integrale cu stafide si alune Knusperone,368,10.8,9.3,54.9,10.8,
Musli ciocolata Knusper Schoko Dr. Oetker Vitalis,439,8.6,14,67,6.3,
Musli complex din fulgi de cereale cu stafide Sanovita,393,10.3,3,77,4.2,1 punga = 500 g
Musli crocant cu banane si ciocolata Vitalis,451,9.3,15.4,65.8,6.2,1 cutie = 300 g
Musli crocant cu ciocolata si alune Bioking,483,8.4,26.9,48.5,0,1 punga = 375 g
Musli crocant cu miere Vitalis,427,7.8,14,68,6.1,
Musli crocant cu zmeura Bioking,440,7,20.4,55.5,0,1 punga = 375 g
Musli Crunch mure si zmeura SanoVita,432,8.5,12.6,64,0,
