Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Painea copiilor Savoria,303,12,4,55,2.4,1 felie = 25 g
"Painici dublu prajite Rivercot"" Lidl",406,13.1,8.1,68.3,0,1 bu = 10 g
Panite de secara si grau Siluet,324,10,1.4,59.8,15,1 pachet = 75 g
Pasca din grau integral Carrefour,330,10.5,1.7,66.9,0,1 cutie = 180 g
Pesmet negro Arcada,380,11.9,4.6,75.6,0,200 g
Pita ardeleneasca neagra Gusturi Romanesti,185.8,5.8,0.2,40.3,6.2,1 felie = 70 g
Specialitate Bavareza Vel Pitar,239,12,2.1,46.4,4.7,
Supliment hormonal Slim in Sleep Dr.Pape,266,27.9,11.1,7.9,10.7,1 felie = 45g
Toast de spelta Pural,397,12.4,7.9,68.5,0,1 punga = 200 g
Tortilla Durum,308,8,7.2,51.4,3,1 buc = 69 g
Tortilla wraps Horeca,332,9.3,8,54.2,0,1 buc = 40 g
Trunchi merluciu Azuris,75,17,1,0,0,1 punga = 1000 g
Turtite de ovaz Dukan,95.7,15.2,0,11.2,0,
Wraps multigrain Mission,466,11,12.5,75.5,4.1,1 felie = 63 g
