Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Crenvusti de pui Wuber,209.5,14,16.5,0.5,1.5,
Crenvusti piept de pui Carniprod,250,12,22,1,0,
Crenvusti porc Fiorucci,219,14,18.9,0.3,0,
Crenwursti grosi Sergiana,275,10,25,2,0,
Cubulete de bacon  Folkest,186,14,14,0.8,0.3,1 pachet = 90 g
File de cal afumat Delifin,121,24.1,1.3,3.3,0,
Fouantre de curcan Ifantis,111,20,3,1,0,1 pachet = 150g
Jambon afumat 365,170,24,8,0.5,0,1 pachet = 150 g
Jambon Ardelenesc Aldis,345,22,27,1,0,1 pachet = 80 g
Jambon Auchan,156,20,8,1,0,
Jambon crud afumat Speck Zimbo,208,24,12,1,0,1 felie = 8 g
Jambon crud uscat Carrefour,249,23,18,1,0.5,1 pachet = 100 g
Jambon curcan Matache Macelaru,96.8,18.8,1.4,2.3,0,1 felie = 25 g
Jambon din piept de curcan Angst,91,19.3,1,1.2,0,
Jambon fiert extra Espina,95,18.5,2,1,0,
Jambon Padurea Neagra Reinert,226,24,14,0.8,0,1 felie =2 0g
Jambon porc Dulano,108,19,3,1,0,1 felie = 33 g
Jambon presat,95,18.5,2,1,0,
Jambon rustic Cris-Tim,171.8,20.7,10,0.5,0,
Jambon Serrano Dll,248,31.5,13.5,0,0.1,
Jambon spaniol jamon serrano Reallvale,216,30,10.4,1,0,1 felie = 21 g
Jambon traditional Cris-Tim,119.5,20.5,4.1,0.1,0,
Jambonel piept de pui Agricola,88.8,16.9,2,0,0,
Kaiser afumat Poiana Alpinia,318.5,16.6,28,0,0,
Kaiser Aldis,412,15,38,0,0,
Kaiser Sergiana ,422,14,39,3,0,
Kaizer,303,26,21,0,0,
Kaizer afumat Mega Image,249,14.9,20.8,0.5,0,300g
Kaizer Lindenhof,270.8,15.2,22.2,0.5,0,
Kaizer taranesc Pikok,303,17.2,28.6,0.1,0,
Lebar Poiana Marului Sergiana,235,19,15,5,0,
Leberwurst (lebar) afumat,304,14.3,26.8,1.8,0,
Leberwurst Zimbo,276,14,24,1,0,1 felie = 8 g
Mezel curcan Irma,95,19,1.4,1.7,0,
Mezel vita Irma,325,19,27,1.5,0,
Mini salam sasesc cu piper verde Cris-Tim,290.3,19.2,23,1.6,0,
Mini sunca pui Premia,83,12.2,1.6,5,0,
Mortadela cu masline El Pozo,281,9,25,5,0.8,1 felie = 19 g
Mortadela de curcan Alipende,159.5,10,9.5,8.5,0,1 felie = 21 g
Mortadella cu masline Ifantis,218,9,18,5,0,1 pachet = 200 g
Mortadella Tartufo Zimbo,282,11,26,1,0,
Muschi afumat taranesc Prodprosper,169,26.3,6.4,0,0,
Muschi crud uscat afuma Gusturi Romanesti,177,36,3.2,1,0,1 pachet = 80 g
Muschi de porc Baroni,101,17.1,2.4,2,0,
Muschi de vita condimentat Angst,104,21.1,1.7,1.1,0,
Muschi file afumat Cris-Tim,103.5,18.4,2.6,1.7,0,
Muschi file afumat mini Campofrio,107,18,3,2,0,
Muschi file Campofrio,98,17.5,2.6,0.4,0,1 pachet = 100 g
Muschi file de porc afumat Caroli,138,21,5.5,2,0,
Muschi file Elit,81,15.2,1.8,1,0,
Muschi file Matache Macelaru',87.9,17.7,1.5,0.9,0,1 pachet = 100 g
Muschi Montana Campofrio,133.8,20.5,4.2,3.5,0,
Muschi porc file feliat Auchan,103,18.4,2.6,1.7,0,
Muschi porc uscat Lumo,210,37,6,0.4,0,
Muschi taranesc Aldis,274,18,22,1,0,1 punga = 150 g
Muschi tiganesc Aldis,209.5,14,16,1,0,1 felie = 25 g
Muschi tiganesc Cris-Tim,143,17.3,7.6,1.3,0,
Muschi tiganesc Saltempo,98.6,15.6,3.2,1.2,0,
Parizer afumat Alpinia,219.4,11.5,16.9,5.3,0,
Parizer afumat cu piept de pui Galina Cris-Tim,309.2,13,28.3,0.7,0,
Parizer Cris-Tim,211.1,11.3,16.5,4.4,0,
Parizer cu ardei Real,218,13,18,1,0,
Parizer cu pasare Carrefour,211,11,17,3.5,0,1 buc = 1 kg
Parizer cu sunca Cris-Tim,192,11.9,15.4,3.3,0,
Parizer de pasare Caroli,172,12,21,2,0,
Parizer pasare Campofrio,254,11,22,3,0,
Parizer piept pui Maestro,231,12,19,3,0,100
Parizer porc Cris-Tim,204.3,11.6,14.4,7.1,0,
Parizer superior cu pui Baroni,208,11.1,16,0,0,
Parizer taranesc pui Cris-Tim,241.2,11.5,20.2,3.4,0,
Parizer traditional cu pui Alpinia,244.8,11.6,20.3,3.9,0,
Pastrama afumata de porc Carrefour,341,17,28,2,0,
Pastrama crud-uscata afumata Gusturi Romanesti,154,33,2,1,0,1 pachet = 80 g
Pastrama de porc,152,17.9,6.7,0,0,
Pastrama de porc feliata Billa ,114,16,5,1.2,0,1 cutie = 100g
Pastrama de porc vid Elit,94.2,17.6,2.2,1,0,
Pastrama de pui Lidl,110,21,2,2,0,
Pastrama din pulpa de pui Caroli,162,17,10,1,0,1 pulpa = 110 g
Pastrama haiduceasca feliata Meda,122.1,19.2,4.5,1.2,0,1 bucata = 150 g
Pastrama piept de pui Marcel,130.9,22.7,3.8,1.5,0,
Pastrama porc afumata Fox,107,19.5,3,0.8,0.3,
Pastrama porc Real,113,17,5,0,0,
Pastrama Selgros,94.2,17.6,2.2,1,0,
Pastrama taraneasca Prodprosper,172,26.7,6.7,0,0,
Pastrama vita Cora,87,19.3,0.7,0.7,0,
Pate de rata Deluxe,480,6.6,49.5,2,0,
Pate popular porc 365,192,11.4,14.7,3.6,0,1 cutie = 100 g
Pate pui eco. Hanegal,168,13,9.7,7.5,0.5,0
Pate vegetal cu masline Angst,296,4.3,29.2,4.1,0,
Piept curcan 0 grasime Haceando,81,17.9,0.5,1.3,0,
Piept de pui afumat Baroni,108,21,1.5,2.5,0,
Piept de pui afumat extra Cris-Tim,92.8,18.5,0.6,3.4,0,
Piept de pui copt Alpengut Lidl,104,21.5,1.5,1,0,1 folie = 125 g
Piept haiducesc afumat Gusturi Romanesti,295.6,15.9,25.6,0.5,0,
Piept pui cu bacon Irma,122,19,4.3,1.9,0,
Prosciuto crudo bio Prima Vera,200,24,12,0,0,
Prosciutto cotto pentru toast Salumeo,110,17.5,4,1,0,1 pachet = 400 g
Prosciutto crudo Cremona,256,28,16,0,0,
Prosciutto Italiano Dulano Lidl,222,27.5,12,1,0,1 pachet = 100 g
Pulpa de pui afumata Clever,152.5,18,8.5,1,0,
Rulada de carne Kupfer,291,11,27,1,1,
Rulada de pui Best Farm,68,13,0.5,4.2,0,
Rulada dietetica de pui Agricola,161.7,10.2,11.5,3.8,0,
Rulada taraneasca Cris-Tim,257.6,15.3,20.4,3.3,0,
Salam 4 Anotimpuri Zimbo,323,19,27,1,0,1felie = 8.33 g
Salam Alpinia,306.2,14,26.8,2.1,0,
Salam ardelenesc Casa Gustului,526,18,50,1,0,
Salam ardelenesc Cris-Tim,277.6,12.8,23.1,4.7,0,
Salam ardelenesc crud uscat afumat Pikok,466,18,43,1,1.5,
Salam ardelenesc Poiana Marului,330,19,28,1,0,
Salam Banatean Baroni,447,26.1,38,0.1,0,
Salam banatean Caroli,507,25,45,0.5,0,
Salam Banatean crud uscat Carrefour,547,18,50,6,0,
Salam banatean Unicarm,422.8,21.3,35.5,1.1,0,
Salam Brasovean Alpinia,257,14.7,20.7,3.1,0,
Salam Camembert Hauchfein Eggelbusch,354,19,30,2,0,1 cutie = 150 g
Salam Chorizo,258,21,18,3,0,
Salam chorizo exra Villar,474,28,40,0.4,0,
Salam Chorizo Vela Alipende,312,22,24,3,1,
Salam Clip Campofrio,287,13.5,25,2,0,
Salam crud uscat Tricolor Zimbo,462,20,42,1,0,1 felie = 2 g
Salam cu carne de curcan Reinert,383,16,35,1,0,
Salam cu piept de pui Alpinia,300.7,11.9,27,2.4,0,
Salam cu sunca Aldis,301,13,26,2,0,
Salam cu sunca Campofrio,223,11.5,17,6,0,
Salam cu sunca Ham Salami Cris-Tim,275.8,12.3,24.8,0.8,0,
Salam cu verdeata Gusto Land,332,19,28,1,0,1 pachet = 100 g
Salam de casa Alpinia,229.8,13,18.9,2,0,
Salam de cerb Plaiul Foii Mosu Tuca Sergiana,480,21,42,4,2.5,
Salam de curcan Hacendado,96.7,10.7,2.7,7.4,0,
Salam de porc uscat la aer Aoste,441,25,37,2,0,
Salam de Sibiu Agricola Bacau,480.2,24.8,40,1.7,0,1 felie = 5 g
Salam de Sibiu feliat Drag de Romania,475,23.4,41.5,1.9,0,1 pachet = 100 g
Salam de Sibiu Reinert,511,22,43,9,1,1 cutie = 100 g
Salam de sunca Taranesc Aldis,270,14,22,2,0,
Salam de sunca taranesc Cris-Tim,201,16.1,15,0.4,0,
Salam de vara,298,15.2,25.2,0.3,0,1 felie = 10 g
Salam de vara dublu afumat Campofrio,329,16,29,1,0,
Salam de vara Gepeto,314.8,27.6,21.7,0,0,
Salam de vara uscat Carniprod,426,20,38,0,0,
Salam din piept de pui Victoria Caroli,96,16,4,2,0,
Salam Espetec Alipende,437,25,36,3.2,0,
Salam extra light Zimbo,268,21,20,1,0,
Salam Fermier Poiana Marului,224,37,2,8,0,
Salam italian Alpinia,270.7,16.2,20.2,6.1,0,
Salam italian extra Cris-Tim,268.8,14.6,23.3,0.2,0,
Salam Miorita Alpinia,209.3,11.1,16.9,3.2,0,
Salam Napoli Citterio,374,26,30,0.1,0,1 buc = 150 g
Salam Palaciego Campofrio,529,19,49,3,0,
Salam Peles Agricola,502,20,46,2,0,
Salam picant C+C Kaufland,496,19,46.5,0.5,0,1 felie = 10 g
Salam Pontic Cris-Tim,418.8,21.6,35,4.3,0,
Salam Potcoava Cris-Tim,451,25.1,38.3,1.4,0,
Salam Pralinen,526,28,46,0.9,0,
Salam presat Winny,343.7,16.8,29.5,1.5,0,1 buc = 600 g
Salam Rustic ENB,180.8,18.9,10.4,1.7,0,
Salam Salchichon Alipende,400,18,35,3,0.1,
Salam sarbesc Fox,263,17.3,20.5,1.7,1.4,
Salam sasesc cu piper verde Cris-Tim,293,18.3,23.5,2.1,0,
Salam secuiesc Baroni,240,14,1,20,0,
Salam Secuiesc Gourmet,305,17,27,0.5,0,1 felie = 10 g
Salam Semenic Caroli,206,15,16,0.5,0,1 salam = 350 g
Salam Sibiu Cris Tim,476,29.2,39.4,0.5,0,1 pcahet = 100 g
Salam Sinaia Baroni,470,20.5,43,0.2,0,
Salam Tabasco Zimbo,301,18,25,1,0,1 felie =2.6 g
Salam taranesc de porc Cris-Tim,300.9,11.8,27.4,1.8,0,
Salam Trapez  Reinert,436,18,45,1,0,1 pachet = 80 g
Salam turist extra Cris-Tim,293,13.5,25.8,1.8,0,
Salam unguresc Zimbo,505,24,45,1,0,
Salam uscat Agricola,478.5,17.3,43.3,4.8,0,
Salam uscat Bacau Prodprosper,389,22,31,2,0,1 salam = 350 g
Salam uscat Cris-Tim,388.3,18.4,34.7,0.6,0,
Salam uscat cu nuci frantuzesc Lidl,489,23,43,2.5,0,1 bucata = 250 g
Salam uscat Pietricica Prodprosper,438,19.1,38.6,0,0,
Salam uscat Twinner,456,22,40,1,0,
Salam Victoria Alpinia,0,12.9,22.2,258.7,0,
Salam Victoria Aro,197.2,12.8,16,0.5,0,
Salam Victoria Campofrio,200,11.5,14,7,0,1 felie = 20 g
Salam victoria Cris-Tim,211,14.2,17,0.4,0,
Salam Vitaly Cris-Tim,248,18.6,18.6,1.8,0,1 felie =11 g
Salata ruseasca Toppo Lidl,173,2.4,13.4,10.8,0,1 cutie = 1 kg
Spata de porc afumata Delhaize,101,19,2,1.5,0.3,1 felie = 35 g 
Specialitate din piept de pui natur Agricola,102.6,18.4,1.9,3.2,0,
Specialitate piept de pui Cris-Tim,104,17.9,2.3,3,0,
Specialitate piept pui Galina Cris-Tim,91.5,15.6,2.2,2.4,0,
Specialitate pui Caroli,96,16,4,2,0,
Sunca  Lunch Primo,164,12,12,2,0,
Sunca afumata Angst,96,19,1.7,1.3,0,
Sunca afumata spaniola jamon serrano,251.9,27.2,15.8,0.2,0,
Sunca crud uscata afumata Gusto Land,127,24,3,1,0,
Sunca curcan Caroli,83,16,1,4,0,1 felie = 30 g
Sunca curcan Fineo Zimbo,102,20,2,1,0,
Sunca curcan Ifantis,102,15,2,6,0,1 felie = 20 g
Sunca de curcan Alipende,84.5,13.5,0.5,6.5,0,1 felie = 21 g
Sunca de curcan Dia,136,12,7.3,5.5,0,1 felie = 21 g
Sunca de curcan Infantis,102,15,2,6,0,1 felie = 20 g
Sunca de curcan Twinner,240,14,20,1,0,
Sunca de porc Baroni,85,17.8,1.5,0.5,0,1 felie = 15 g
Sunca de porc Dia,106,15.5,4,2,0,
Sunca de porc feliata Auchan,214,14,16,2,0,
Sunca de Praga Aldis,241,12,20,3,0,
Sunca de Praga Carrefour,87,14,3,1,0,
Sunca de Praga Real,86.5,16,3,1,0,
Sunca de pui Agricola,95,14.3,2.5,3.3,0,
Sunca de pui Caroli,98,13.5,4,2,0,
Sunca de pui light Campofrio,78,13,2,2,0,
Sunca din piept curcan Reinert,102,17,1,6,0.5,1 pachet = 100 g
Sunca din piept de pui Meda,99.5,17,2.7,1.8,0,
Sunca Dulamo,115,20,3,2,0,
Sunca germana traditionala Westfalia Reinert Delikatesen,207.4,18,15,0,0,1 pachet = 100 g
Sunca haiduceasca Dulano,140,20,6,1.5,0.1,
Sunca Italiano cu rosii si busuioc Zimbo,111,20,3,1,0,1 felie = 17 g
Sunca Martinel Reinert,107,21,2,1,0.5,1 cutie = 90 g
Sunca Montana Alpinia,146.5,12.2,9.5,3.1,0,
Sunca Padurea Neagra Wein,226,26,15,1,0,
Sunca piept de pui Galina Cris-Tim,78.5,16.3,0.8,1.6,0,
Sunca porc cu piper Zimbo,111,20,3,1,0,1 felie = 17 g
Sunca Porc Paleta Primera,108,15.3,4.5,1.5,0,1 felie = 33 g
Sunca Praga afumata Agricola,95.7,15.7,3.2,0.5,0,
Sunca Praga Baroni,95,14,3,3,0,1 baton = 599 g
Sunca Praga Carrefour,116,19,4,1,0,1 tipla = 100 g
Sunca Praga Cora,112,16,3,5,0.4,1 pac = 150 g
Sunca Praga din piept de curcan Santi Via Angst,93,18.8,1.2,1.6,0,
Sunca Praga Matache Macelaru,75.9,15.4,1.1,1.2,0,1 cutie = 250 g
Sunca Praga Pikok,121,19.1,3.9,1.9,0,1 buc = 17 g
Sunca Premier Caroli,78,17,1.5,4,0,
Sunca presata Baroni,94,17,2,2,0,
Sunca presata Cris-Tim,110.1,16.1,4.1,2.1,0,
Sunca presata de pui Sissi Caroli,86,16,2,2,0,
Sunca presata light,107,17.9,1.8,3.6,0,
Sunca presata porc Aldis,307,14,26,2,0,1 cutie = 400 g
Sunca presata York Campofrio,158,12,10,5,0,
Sunca pui Aldis,264,14,21,3,0,1 felie = 17 g
Sunca pui deliciu fumee Gourmet,106,21,2,1,0,
Sunca Romaneasca Campofrio,234,12,18,6,0,1 felie = 25 g
Sunca Serrano Sol & Mar,257,29,15,0.6,0,
Sunca taraneasca Wein,243,26,15,1,0,
Sunca Turist Campofrio,220,12,16,7,0,
Sunca Westfalia Reinert,117,15,6,0.6,0.5,1 buc = 100 g
Sunculita taraneasca Aldis,284,13,24,2,0,
Sunculita taraneasca Gepeto,297,16.4,24.7,0,0,1 felie = 40g
Toba Angst,195,12.5,15.5,1.3,0,
Toba cu limba C+C Kaufland,165,12.6,12.5,0.5,0,
Toba de curcan Cris-Tim,116,19.7,3.8,0.6,0,
Wurstel pui curcan si branza Salumeo,267,15.6,21.9,1.9,0,1 pachet = 150 g
